file,family,size,num_jobs,num_mchs,machine_a,machine_b,count_a_before_b,count_b_before_a,p_a_before_b,bias_from_0_5,dominant_direction,dominant_probability,family_size
swv10,swv,20x15,20,15,1,11,20,0,1.0,0.5,1->11,1.0,swv_20x15
swv10,swv,20x15,20,15,1,12,20,0,1.0,0.5,1->12,1.0,swv_20x15
swv10,swv,20x15,20,15,1,13,20,0,1.0,0.5,1->13,1.0,swv_20x15
swv10,swv,20x15,20,15,1,14,20,0,1.0,0.5,1->14,1.0,swv_20x15
swv10,swv,20x15,20,15,2,3,8,12,0.4,0.09999999999999998,3->2,0.6,swv_20x15
swv10,swv,20x15,20,15,2,4,10,10,0.5,0.0,2->4,0.5,swv_20x15
swv10,swv,20x15,20,15,2,5,11,9,0.55,0.050000000000000044,2->5,0.55,swv_20x15
swv10,swv,20x15,20,15,2,6,7,13,0.35,0.15000000000000002,6->2,0.65,swv_20x15
swv10,swv,20x15,20,15,2,7,20,0,1.0,0.5,2->7,1.0,swv_20x15
swv10,swv,20x15,20,15,2,8,20,0,1.0,0.5,2->8,1.0,swv_20x15
swv10,swv,20x15,20,15,2,9,20,0,1.0,0.5,2->9,1.0,swv_20x15
swv10,swv,20x15,20,15,2,10,20,0,1.0,0.5,2->10,1.0,swv_20x15
swv10,swv,20x15,20,15,2,11,20,0,1.0,0.5,2->11,1.0,swv_20x15
swv10,swv,20x15,20,15,2,12,20,0,1.0,0.5,2->12,1.0,swv_20x15
swv10,swv,20x15,20,15,2,13,20,0,1.0,0.5,2->13,1.0,swv_20x15
swv10,swv,20x15,20,15,2,14,20,0,1.0,0.5,2->14,1.0,swv_20x15
swv10,swv,20x15,20,15,3,4,11,9,0.55,0.050000000000000044,3->4,0.55,swv_20x15
swv10,swv,20x15,20,15,3,5,7,13,0.35,0.15000000000000002,5->3,0.65,swv_20x15
swv10,swv,20x15,20,15,3,6,8,12,0.4,0.09999999999999998,6->3,0.6,swv_20x15
swv10,swv,20x15,20,15,3,7,20,0,1.0,0.5,3->7,1.0,swv_20x15
swv10,swv,20x15,20,15,3,8,20,0,1.0,0.5,3->8,1.0,swv_20x15
swv10,swv,20x15,20,15,3,9,20,0,1.0,0.5,3->9,1.0,swv_20x15
swv10,swv,20x15,20,15,3,10,20,0,1.0,0.5,3->10,1.0,swv_20x15
swv10,swv,20x15,20,15,3,11,20,0,1.0,0.5,3->11,1.0,swv_20x15
swv10,swv,20x15,20,15,3,12,20,0,1.0,0.5,3->12,1.0,swv_20x15
swv10,swv,20x15,20,15,3,13,20,0,1.0,0.5,3->13,1.0,swv_20x15
swv10,swv,20x15,20,15,3,14,20,0,1.0,0.5,3->14,1.0,swv_20x15
swv10,swv,20x15,20,15,4,5,11,9,0.55,0.050000000000000044,4->5,0.55,swv_20x15
swv10,swv,20x15,20,15,4,6,6,14,0.3,0.2,6->4,0.7,swv_20x15
swv10,swv,20x15,20,15,4,7,20,0,1.0,0.5,4->7,1.0,swv_20x15
swv10,swv,20x15,20,15,4,8,20,0,1.0,0.5,4->8,1.0,swv_20x15
swv10,swv,20x15,20,15,4,9,20,0,1.0,0.5,4->9,1.0,swv_20x15
swv10,swv,20x15,20,15,4,10,20,0,1.0,0.5,4->10,1.0,swv_20x15
swv10,swv,20x15,20,15,4,11,20,0,1.0,0.5,4->11,1.0,swv_20x15
swv10,swv,20x15,20,15,4,12,20,0,1.0,0.5,4->12,1.0,swv_20x15
swv10,swv,20x15,20,15,4,13,20,0,1.0,0.5,4->13,1.0,swv_20x15
swv10,swv,20x15,20,15,4,14,20,0,1.0,0.5,4->14,1.0,swv_20x15
swv10,swv,20x15,20,15,5,6,9,11,0.45,0.04999999999999999,6->5,0.55,swv_20x15
swv10,swv,20x15,20,15,5,7,20,0,1.0,0.5,5->7,1.0,swv_20x15
swv10,swv,20x15,20,15,5,8,20,0,1.0,0.5,5->8,1.0,swv_20x15
swv10,swv,20x15,20,15,5,9,20,0,1.0,0.5,5->9,1.0,swv_20x15
swv10,swv,20x15,20,15,5,10,20,0,1.0,0.5,5->10,1.0,swv_20x15
swv10,swv,20x15,20,15,5,11,20,0,1.0,0.5,5->11,1.0,swv_20x15
swv10,swv,20x15,20,15,5,12,20,0,1.0,0.5,5->12,1.0,swv_20x15
swv10,swv,20x15,20,15,5,13,20,0,1.0,0.5,5->13,1.0,swv_20x15
swv10,swv,20x15,20,15,5,14,20,0,1.0,0.5,5->14,1.0,swv_20x15
swv10,swv,20x15,20,15,6,7,20,0,1.0,0.5,6->7,1.0,swv_20x15
swv10,swv,20x15,20,15,6,8,20,0,1.0,0.5,6->8,1.0,swv_20x15
swv10,swv,20x15,20,15,6,9,20,0,1.0,0.5,6->9,1.0,swv_20x15
swv10,swv,20x15,20,15,6,10,20,0,1.0,0.5,6->10,1.0,swv_20x15
swv10,swv,20x15,20,15,6,11,20,0,1.0,0.5,6->11,1.0,swv_20x15
swv10,swv,20x15,20,15,6,12,20,0,1.0,0.5,6->12,1.0,swv_20x15
swv10,swv,20x15,20,15,6,13,20,0,1.0,0.5,6->13,1.0,swv_20x15
swv10,swv,20x15,20,15,6,14,20,0,1.0,0.5,6->14,1.0,swv_20x15
swv10,swv,20x15,20,15,7,8,9,11,0.45,0.04999999999999999,8->7,0.55,swv_20x15
swv10,swv,20x15,20,15,7,9,10,10,0.5,0.0,7->9,0.5,swv_20x15
swv10,swv,20x15,20,15,7,10,8,12,0.4,0.09999999999999998,10->7,0.6,swv_20x15
swv10,swv,20x15,20,15,7,11,11,9,0.55,0.050000000000000044,7->11,0.55,swv_20x15
swv10,swv,20x15,20,15,7,12,9,11,0.45,0.04999999999999999,12->7,0.55,swv_20x15
swv10,swv,20x15,20,15,7,13,10,10,0.5,0.0,7->13,0.5,swv_20x15
swv10,swv,20x15,20,15,7,14,12,8,0.6,0.09999999999999998,7->14,0.6,swv_20x15
swv10,swv,20x15,20,15,8,9,10,10,0.5,0.0,8->9,0.5,swv_20x15
swv10,swv,20x15,20,15,8,10,11,9,0.55,0.050000000000000044,8->10,0.55,swv_20x15
swv10,swv,20x15,20,15,8,11,12,8,0.6,0.09999999999999998,8->11,0.6,swv_20x15
swv10,swv,20x15,20,15,8,12,10,10,0.5,0.0,8->12,0.5,swv_20x15
swv10,swv,20x15,20,15,8,13,12,8,0.6,0.09999999999999998,8->13,0.6,swv_20x15
swv10,swv,20x15,20,15,8,14,10,10,0.5,0.0,8->14,0.5,swv_20x15
swv10,swv,20x15,20,15,9,10,12,8,0.6,0.09999999999999998,9->10,0.6,swv_20x15
swv10,swv,20x15,20,15,9,11,14,6,0.7,0.19999999999999996,9->11,0.7,swv_20x15
swv10,swv,20x15,20,15,9,12,12,8,0.6,0.09999999999999998,9->12,0.6,swv_20x15
swv10,swv,20x15,20,15,9,13,11,9,0.55,0.050000000000000044,9->13,0.55,swv_20x15
swv10,swv,20x15,20,15,9,14,11,9,0.55,0.050000000000000044,9->14,0.55,swv_20x15
swv10,swv,20x15,20,15,10,11,10,10,0.5,0.0,10->11,0.5,swv_20x15
swv10,swv,20x15,20,15,10,12,11,9,0.55,0.050000000000000044,10->12,0.55,swv_20x15
swv10,swv,20x15,20,15,10,13,10,10,0.5,0.0,10->13,0.5,swv_20x15
swv10,swv,20x15,20,15,10,14,10,10,0.5,0.0,10->14,0.5,swv_20x15
swv10,swv,20x15,20,15,11,12,7,13,0.35,0.15000000000000002,12->11,0.65,swv_20x15
swv10,swv,20x15,20,15,11,13,9,11,0.45,0.04999999999999999,13->11,0.55,swv_20x15
swv10,swv,20x15,20,15,11,14,10,10,0.5,0.0,11->14,0.5,swv_20x15
swv10,swv,20x15,20,15,12,13,9,11,0.45,0.04999999999999999,13->12,0.55,swv_20x15
swv10,swv,20x15,20,15,12,14,10,10,0.5,0.0,12->14,0.5,swv_20x15
swv10,swv,20x15,20,15,13,14,9,11,0.45,0.04999999999999999,14->13,0.55,swv_20x15
swv11,swv,50x10,50,10,0,1,25,25,0.5,0.0,0->1,0.5,swv_50x10
swv11,swv,50x10,50,10,0,2,26,24,0.52,0.020000000000000018,0->2,0.52,swv_50x10
swv11,swv,50x10,50,10,0,3,24,26,0.48,0.020000000000000018,3->0,0.52,swv_50x10
swv11,swv,50x10,50,10,0,4,24,26,0.48,0.020000000000000018,4->0,0.52,swv_50x10
swv11,swv,50x10,50,10,0,5,50,0,1.0,0.5,0->5,1.0,swv_50x10
swv11,swv,50x10,50,10,0,6,50,0,1.0,0.5,0->6,1.0,swv_50x10
swv11,swv,50x10,50,10,0,7,50,0,1.0,0.5,0->7,1.0,swv_50x10
swv11,swv,50x10,50,10,0,8,50,0,1.0,0.5,0->8,1.0,swv_50x10
swv11,swv,50x10,50,10,0,9,50,0,1.0,0.5,0->9,1.0,swv_50x10
swv11,swv,50x10,50,10,1,2,24,26,0.48,0.020000000000000018,2->1,0.52,swv_50x10
swv11,swv,50x10,50,10,1,3,25,25,0.5,0.0,1->3,0.5,swv_50x10
swv11,swv,50x10,50,10,1,4,24,26,0.48,0.020000000000000018,4->1,0.52,swv_50x10
swv11,swv,50x10,50,10,1,5,50,0,1.0,0.5,1->5,1.0,swv_50x10
swv11,swv,50x10,50,10,1,6,50,0,1.0,0.5,1->6,1.0,swv_50x10
swv11,swv,50x10,50,10,1,7,50,0,1.0,0.5,1->7,1.0,swv_50x10
swv11,swv,50x10,50,10,1,8,50,0,1.0,0.5,1->8,1.0,swv_50x10
swv11,swv,50x10,50,10,1,9,50,0,1.0,0.5,1->9,1.0,swv_50x10
swv11,swv,50x10,50,10,2,3,24,26,0.48,0.020000000000000018,3->2,0.52,swv_50x10
swv11,swv,50x10,50,10,2,4,23,27,0.46,0.03999999999999998,4->2,0.54,swv_50x10
swv11,swv,50x10,50,10,2,5,50,0,1.0,0.5,2->5,1.0,swv_50x10
swv11,swv,50x10,50,10,2,6,50,0,1.0,0.5,2->6,1.0,swv_50x10
swv11,swv,50x10,50,10,2,7,50,0,1.0,0.5,2->7,1.0,swv_50x10
swv11,swv,50x10,50,10,2,8,50,0,1.0,0.5,2->8,1.0,swv_50x10
swv11,swv,50x10,50,10,2,9,50,0,1.0,0.5,2->9,1.0,swv_50x10
swv11,swv,50x10,50,10,3,4,23,27,0.46,0.03999999999999998,4->3,0.54,swv_50x10
swv11,swv,50x10,50,10,3,5,50,0,1.0,0.5,3->5,1.0,swv_50x10
swv11,swv,50x10,50,10,3,6,50,0,1.0,0.5,3->6,1.0,swv_50x10
swv11,swv,50x10,50,10,3,7,50,0,1.0,0.5,3->7,1.0,swv_50x10
swv11,swv,50x10,50,10,3,8,50,0,1.0,0.5,3->8,1.0,swv_50x10
swv11,swv,50x10,50,10,3,9,50,0,1.0,0.5,3->9,1.0,swv_50x10
swv11,swv,50x10,50,10,4,5,50,0,1.0,0.5,4->5,1.0,swv_50x10
swv11,swv,50x10,50,10,4,6,50,0,1.0,0.5,4->6,1.0,swv_50x10
swv11,swv,50x10,50,10,4,7,50,0,1.0,0.5,4->7,1.0,swv_50x10
swv11,swv,50x10,50,10,4,8,50,0,1.0,0.5,4->8,1.0,swv_50x10
swv11,swv,50x10,50,10,4,9,50,0,1.0,0.5,4->9,1.0,swv_50x10
swv11,swv,50x10,50,10,5,6,20,30,0.4,0.09999999999999998,6->5,0.6,swv_50x10
swv11,swv,50x10,50,10,5,7,20,30,0.4,0.09999999999999998,7->5,0.6,swv_50x10
swv11,swv,50x10,50,10,5,8,23,27,0.46,0.03999999999999998,8->5,0.54,swv_50x10
swv11,swv,50x10,50,10,5,9,15,35,0.3,0.2,9->5,0.7,swv_50x10
swv11,swv,50x10,50,10,6,7,25,25,0.5,0.0,6->7,0.5,swv_50x10
swv11,swv,50x10,50,10,6,8,22,28,0.44,0.06,8->6,0.56,swv_50x10
swv11,swv,50x10,50,10,6,9,20,30,0.4,0.09999999999999998,9->6,0.6,swv_50x10
swv11,swv,50x10,50,10,7,8,28,22,0.56,0.06000000000000005,7->8,0.56,swv_50x10
swv11,swv,50x10,50,10,7,9,24,26,0.48,0.020000000000000018,9->7,0.52,swv_50x10
swv11,swv,50x10,50,10,8,9,19,31,0.38,0.12,9->8,0.62,swv_50x10
swv12,swv,50x10,50,10,0,1,25,25,0.5,0.0,0->1,0.5,swv_50x10
swv12,swv,50x10,50,10,0,2,21,29,0.42,0.08000000000000002,2->0,0.5800000000000001,swv_50x10
swv12,swv,50x10,50,10,0,3,22,28,0.44,0.06,3->0,0.56,swv_50x10
swv12,swv,50x10,50,10,0,4,24,26,0.48,0.020000000000000018,4->0,0.52,swv_50x10
swv12,swv,50x10,50,10,0,5,50,0,1.0,0.5,0->5,1.0,swv_50x10
swv12,swv,50x10,50,10,0,6,50,0,1.0,0.5,0->6,1.0,swv_50x10
swv12,swv,50x10,50,10,0,7,50,0,1.0,0.5,0->7,1.0,swv_50x10
swv12,swv,50x10,50,10,0,8,50,0,1.0,0.5,0->8,1.0,swv_50x10
swv12,swv,50x10,50,10,0,9,50,0,1.0,0.5,0->9,1.0,swv_50x10
swv12,swv,50x10,50,10,1,2,19,31,0.38,0.12,2->1,0.62,swv_50x10
swv12,swv,50x10,50,10,1,3,23,27,0.46,0.03999999999999998,3->1,0.54,swv_50x10
swv12,swv,50x10,50,10,1,4,22,28,0.44,0.06,4->1,0.56,swv_50x10
swv12,swv,50x10,50,10,1,5,50,0,1.0,0.5,1->5,1.0,swv_50x10
swv12,swv,50x10,50,10,1,6,50,0,1.0,0.5,1->6,1.0,swv_50x10
swv12,swv,50x10,50,10,1,7,50,0,1.0,0.5,1->7,1.0,swv_50x10
swv12,swv,50x10,50,10,1,8,50,0,1.0,0.5,1->8,1.0,swv_50x10
swv12,swv,50x10,50,10,1,9,50,0,1.0,0.5,1->9,1.0,swv_50x10
swv12,swv,50x10,50,10,2,3,23,27,0.46,0.03999999999999998,3->2,0.54,swv_50x10
swv12,swv,50x10,50,10,2,4,27,23,0.54,0.040000000000000036,2->4,0.54,swv_50x10
swv12,swv,50x10,50,10,2,5,50,0,1.0,0.5,2->5,1.0,swv_50x10
swv12,swv,50x10,50,10,2,6,50,0,1.0,0.5,2->6,1.0,swv_50x10
swv12,swv,50x10,50,10,2,7,50,0,1.0,0.5,2->7,1.0,swv_50x10
swv12,swv,50x10,50,10,2,8,50,0,1.0,0.5,2->8,1.0,swv_50x10
swv12,swv,50x10,50,10,2,9,50,0,1.0,0.5,2->9,1.0,swv_50x10
swv12,swv,50x10,50,10,3,4,26,24,0.52,0.020000000000000018,3->4,0.52,swv_50x10
swv12,swv,50x10,50,10,3,5,50,0,1.0,0.5,3->5,1.0,swv_50x10
swv12,swv,50x10,50,10,3,6,50,0,1.0,0.5,3->6,1.0,swv_50x10
swv12,swv,50x10,50,10,3,7,50,0,1.0,0.5,3->7,1.0,swv_50x10
swv12,swv,50x10,50,10,3,8,50,0,1.0,0.5,3->8,1.0,swv_50x10
swv12,swv,50x10,50,10,3,9,50,0,1.0,0.5,3->9,1.0,swv_50x10
swv12,swv,50x10,50,10,4,5,50,0,1.0,0.5,4->5,1.0,swv_50x10
swv12,swv,50x10,50,10,4,6,50,0,1.0,0.5,4->6,1.0,swv_50x10
swv12,swv,50x10,50,10,4,7,50,0,1.0,0.5,4->7,1.0,swv_50x10
swv12,swv,50x10,50,10,4,8,50,0,1.0,0.5,4->8,1.0,swv_50x10
swv12,swv,50x10,50,10,4,9,50,0,1.0,0.5,4->9,1.0,swv_50x10
swv12,swv,50x10,50,10,5,6,24,26,0.48,0.020000000000000018,6->5,0.52,swv_50x10
swv12,swv,50x10,50,10,5,7,32,18,0.64,0.14,5->7,0.64,swv_50x10
swv12,swv,50x10,50,10,5,8,34,16,0.68,0.18000000000000005,5->8,0.68,swv_50x10
swv12,swv,50x10,50,10,5,9,27,23,0.54,0.040000000000000036,5->9,0.54,swv_50x10
swv12,swv,50x10,50,10,6,7,30,20,0.6,0.09999999999999998,6->7,0.6,swv_50x10
swv12,swv,50x10,50,10,6,8,32,18,0.64,0.14,6->8,0.64,swv_50x10
swv12,swv,50x10,50,10,6,9,28,22,0.56,0.06000000000000005,6->9,0.56,swv_50x10
swv12,swv,50x10,50,10,7,8,25,25,0.5,0.0,7->8,0.5,swv_50x10
swv12,swv,50x10,50,10,7,9,28,22,0.56,0.06000000000000005,7->9,0.56,swv_50x10
swv12,swv,50x10,50,10,8,9,24,26,0.48,0.020000000000000018,9->8,0.52,swv_50x10
swv13,swv,50x10,50,10,0,1,29,21,0.58,0.07999999999999996,0->1,0.58,swv_50x10
swv13,swv,50x10,50,10,0,2,29,21,0.58,0.07999999999999996,0->2,0.58,swv_50x10
swv13,swv,50x10,50,10,0,3,30,20,0.6,0.09999999999999998,0->3,0.6,swv_50x10
swv13,swv,50x10,50,10,0,4,27,23,0.54,0.040000000000000036,0->4,0.54,swv_50x10
swv13,swv,50x10,50,10,0,5,50,0,1.0,0.5,0->5,1.0,swv_50x10
swv13,swv,50x10,50,10,0,6,50,0,1.0,0.5,0->6,1.0,swv_50x10
swv13,swv,50x10,50,10,0,7,50,0,1.0,0.5,0->7,1.0,swv_50x10
swv13,swv,50x10,50,10,0,8,50,0,1.0,0.5,0->8,1.0,swv_50x10
swv13,swv,50x10,50,10,0,9,50,0,1.0,0.5,0->9,1.0,swv_50x10
swv13,swv,50x10,50,10,1,2,23,27,0.46,0.03999999999999998,2->1,0.54,swv_50x10
swv13,swv,50x10,50,10,1,3,19,31,0.38,0.12,3->1,0.62,swv_50x10
swv13,swv,50x10,50,10,1,4,21,29,0.42,0.08000000000000002,4->1,0.5800000000000001,swv_50x10
swv13,swv,50x10,50,10,1,5,50,0,1.0,0.5,1->5,1.0,swv_50x10
swv13,swv,50x10,50,10,1,6,50,0,1.0,0.5,1->6,1.0,swv_50x10
swv13,swv,50x10,50,10,1,7,50,0,1.0,0.5,1->7,1.0,swv_50x10
swv13,swv,50x10,50,10,1,8,50,0,1.0,0.5,1->8,1.0,swv_50x10
swv13,swv,50x10,50,10,1,9,50,0,1.0,0.5,1->9,1.0,swv_50x10
swv13,swv,50x10,50,10,2,3,24,26,0.48,0.020000000000000018,3->2,0.52,swv_50x10
swv13,swv,50x10,50,10,2,4,22,28,0.44,0.06,4->2,0.56,swv_50x10
swv13,swv,50x10,50,10,2,5,50,0,1.0,0.5,2->5,1.0,swv_50x10
swv13,swv,50x10,50,10,2,6,50,0,1.0,0.5,2->6,1.0,swv_50x10
swv13,swv,50x10,50,10,2,7,50,0,1.0,0.5,2->7,1.0,swv_50x10
swv13,swv,50x10,50,10,2,8,50,0,1.0,0.5,2->8,1.0,swv_50x10
swv13,swv,50x10,50,10,2,9,50,0,1.0,0.5,2->9,1.0,swv_50x10
swv13,swv,50x10,50,10,3,4,22,28,0.44,0.06,4->3,0.56,swv_50x10
swv13,swv,50x10,50,10,3,5,50,0,1.0,0.5,3->5,1.0,swv_50x10
swv13,swv,50x10,50,10,3,6,50,0,1.0,0.5,3->6,1.0,swv_50x10
swv13,swv,50x10,50,10,3,7,50,0,1.0,0.5,3->7,1.0,swv_50x10
swv13,swv,50x10,50,10,3,8,50,0,1.0,0.5,3->8,1.0,swv_50x10
swv13,swv,50x10,50,10,3,9,50,0,1.0,0.5,3->9,1.0,swv_50x10
swv13,swv,50x10,50,10,4,5,50,0,1.0,0.5,4->5,1.0,swv_50x10
swv13,swv,50x10,50,10,4,6,50,0,1.0,0.5,4->6,1.0,swv_50x10
swv13,swv,50x10,50,10,4,7,50,0,1.0,0.5,4->7,1.0,swv_50x10
swv13,swv,50x10,50,10,4,8,50,0,1.0,0.5,4->8,1.0,swv_50x10
swv13,swv,50x10,50,10,4,9,50,0,1.0,0.5,4->9,1.0,swv_50x10
swv13,swv,50x10,50,10,5,6,34,16,0.68,0.18000000000000005,5->6,0.68,swv_50x10
swv13,swv,50x10,50,10,5,7,25,25,0.5,0.0,5->7,0.5,swv_50x10
swv13,swv,50x10,50,10,5,8,29,21,0.58,0.07999999999999996,5->8,0.58,swv_50x10
swv13,swv,50x10,50,10,5,9,27,23,0.54,0.040000000000000036,5->9,0.54,swv_50x10
swv13,swv,50x10,50,10,6,7,19,31,0.38,0.12,7->6,0.62,swv_50x10
swv13,swv,50x10,50,10,6,8,21,29,0.42,0.08000000000000002,8->6,0.5800000000000001,swv_50x10
swv13,swv,50x10,50,10,6,9,20,30,0.4,0.09999999999999998,9->6,0.6,swv_50x10
swv13,swv,50x10,50,10,7,8,30,20,0.6,0.09999999999999998,7->8,0.6,swv_50x10
swv13,swv,50x10,50,10,7,9,25,25,0.5,0.0,7->9,0.5,swv_50x10
swv13,swv,50x10,50,10,8,9,26,24,0.52,0.020000000000000018,8->9,0.52,swv_50x10
swv14,swv,50x10,50,10,0,1,28,22,0.56,0.06000000000000005,0->1,0.56,swv_50x10
swv14,swv,50x10,50,10,0,2,29,21,0.58,0.07999999999999996,0->2,0.58,swv_50x10
swv14,swv,50x10,50,10,0,3,28,22,0.56,0.06000000000000005,0->3,0.56,swv_50x10
swv14,swv,50x10,50,10,0,4,24,26,0.48,0.020000000000000018,4->0,0.52,swv_50x10
swv14,swv,50x10,50,10,0,5,50,0,1.0,0.5,0->5,1.0,swv_50x10
swv14,swv,50x10,50,10,0,6,50,0,1.0,0.5,0->6,1.0,swv_50x10
swv14,swv,50x10,50,10,0,7,50,0,1.0,0.5,0->7,1.0,swv_50x10
swv14,swv,50x10,50,10,0,8,50,0,1.0,0.5,0->8,1.0,swv_50x10
swv14,swv,50x10,50,10,0,9,50,0,1.0,0.5,0->9,1.0,swv_50x10
swv14,swv,50x10,50,10,1,2,26,24,0.52,0.020000000000000018,1->2,0.52,swv_50x10
swv14,swv,50x10,50,10,1,3,25,25,0.5,0.0,1->3,0.5,swv_50x10
swv14,swv,50x10,50,10,1,4,26,24,0.52,0.020000000000000018,1->4,0.52,swv_50x10
swv14,swv,50x10,50,10,1,5,50,0,1.0,0.5,1->5,1.0,swv_50x10
swv14,swv,50x10,50,10,1,6,50,0,1.0,0.5,1->6,1.0,swv_50x10
swv14,swv,50x10,50,10,1,7,50,0,1.0,0.5,1->7,1.0,swv_50x10
swv14,swv,50x10,50,10,1,8,50,0,1.0,0.5,1->8,1.0,swv_50x10
swv14,swv,50x10,50,10,1,9,50,0,1.0,0.5,1->9,1.0,swv_50x10
swv14,swv,50x10,50,10,2,3,24,26,0.48,0.020000000000000018,3->2,0.52,swv_50x10
swv14,swv,50x10,50,10,2,4,18,32,0.36,0.14,4->2,0.64,swv_50x10
swv14,swv,50x10,50,10,2,5,50,0,1.0,0.5,2->5,1.0,swv_50x10
swv14,swv,50x10,50,10,2,6,50,0,1.0,0.5,2->6,1.0,swv_50x10
swv14,swv,50x10,50,10,2,7,50,0,1.0,0.5,2->7,1.0,swv_50x10
swv14,swv,50x10,50,10,2,8,50,0,1.0,0.5,2->8,1.0,swv_50x10
swv14,swv,50x10,50,10,2,9,50,0,1.0,0.5,2->9,1.0,swv_50x10
swv14,swv,50x10,50,10,3,4,17,33,0.34,0.15999999999999998,4->3,0.6599999999999999,swv_50x10
swv14,swv,50x10,50,10,3,5,50,0,1.0,0.5,3->5,1.0,swv_50x10
swv14,swv,50x10,50,10,3,6,50,0,1.0,0.5,3->6,1.0,swv_50x10
swv14,swv,50x10,50,10,3,7,50,0,1.0,0.5,3->7,1.0,swv_50x10
swv14,swv,50x10,50,10,3,8,50,0,1.0,0.5,3->8,1.0,swv_50x10
swv14,swv,50x10,50,10,3,9,50,0,1.0,0.5,3->9,1.0,swv_50x10
swv14,swv,50x10,50,10,4,5,50,0,1.0,0.5,4->5,1.0,swv_50x10
swv14,swv,50x10,50,10,4,6,50,0,1.0,0.5,4->6,1.0,swv_50x10
swv14,swv,50x10,50,10,4,7,50,0,1.0,0.5,4->7,1.0,swv_50x10
swv14,swv,50x10,50,10,4,8,50,0,1.0,0.5,4->8,1.0,swv_50x10
swv14,swv,50x10,50,10,4,9,50,0,1.0,0.5,4->9,1.0,swv_50x10
swv14,swv,50x10,50,10,5,6,27,23,0.54,0.040000000000000036,5->6,0.54,swv_50x10
swv14,swv,50x10,50,10,5,7,27,23,0.54,0.040000000000000036,5->7,0.54,swv_50x10
swv14,swv,50x10,50,10,5,8,26,24,0.52,0.020000000000000018,5->8,0.52,swv_50x10
swv14,swv,50x10,50,10,5,9,26,24,0.52,0.020000000000000018,5->9,0.52,swv_50x10
swv14,swv,50x10,50,10,6,7,18,32,0.36,0.14,7->6,0.64,swv_50x10
swv14,swv,50x10,50,10,6,8,23,27,0.46,0.03999999999999998,8->6,0.54,swv_50x10
swv14,swv,50x10,50,10,6,9,26,24,0.52,0.020000000000000018,6->9,0.52,swv_50x10
swv14,swv,50x10,50,10,7,8,26,24,0.52,0.020000000000000018,7->8,0.52,swv_50x10
swv14,swv,50x10,50,10,7,9,28,22,0.56,0.06000000000000005,7->9,0.56,swv_50x10
swv14,swv,50x10,50,10,8,9,28,22,0.56,0.06000000000000005,8->9,0.56,swv_50x10
swv15,swv,50x10,50,10,0,1,29,21,0.58,0.07999999999999996,0->1,0.58,swv_50x10
swv15,swv,50x10,50,10,0,2,29,21,0.58,0.07999999999999996,0->2,0.58,swv_50x10
swv15,swv,50x10,50,10,0,3,36,14,0.72,0.21999999999999997,0->3,0.72,swv_50x10
swv15,swv,50x10,50,10,0,4,33,17,0.66,0.16000000000000003,0->4,0.66,swv_50x10
swv15,swv,50x10,50,10,0,5,50,0,1.0,0.5,0->5,1.0,swv_50x10
swv15,swv,50x10,50,10,0,6,50,0,1.0,0.5,0->6,1.0,swv_50x10
swv15,swv,50x10,50,10,0,7,50,0,1.0,0.5,0->7,1.0,swv_50x10
swv15,swv,50x10,50,10,0,8,50,0,1.0,0.5,0->8,1.0,swv_50x10
swv15,swv,50x10,50,10,0,9,50,0,1.0,0.5,0->9,1.0,swv_50x10
swv15,swv,50x10,50,10,1,2,26,24,0.52,0.020000000000000018,1->2,0.52,swv_50x10
swv15,swv,50x10,50,10,1,3,28,22,0.56,0.06000000000000005,1->3,0.56,swv_50x10
swv15,swv,50x10,50,10,1,4,27,23,0.54,0.040000000000000036,1->4,0.54,swv_50x10
swv15,swv,50x10,50,10,1,5,50,0,1.0,0.5,1->5,1.0,swv_50x10
swv15,swv,50x10,50,10,1,6,50,0,1.0,0.5,1->6,1.0,swv_50x10
swv15,swv,50x10,50,10,1,7,50,0,1.0,0.5,1->7,1.0,swv_50x10
swv15,swv,50x10,50,10,1,8,50,0,1.0,0.5,1->8,1.0,swv_50x10
swv15,swv,50x10,50,10,1,9,50,0,1.0,0.5,1->9,1.0,swv_50x10
swv15,swv,50x10,50,10,2,3,28,22,0.56,0.06000000000000005,2->3,0.56,swv_50x10
swv15,swv,50x10,50,10,2,4,30,20,0.6,0.09999999999999998,2->4,0.6,swv_50x10
swv15,swv,50x10,50,10,2,5,50,0,1.0,0.5,2->5,1.0,swv_50x10
swv15,swv,50x10,50,10,2,6,50,0,1.0,0.5,2->6,1.0,swv_50x10
swv15,swv,50x10,50,10,2,7,50,0,1.0,0.5,2->7,1.0,swv_50x10
swv15,swv,50x10,50,10,2,8,50,0,1.0,0.5,2->8,1.0,swv_50x10
swv15,swv,50x10,50,10,2,9,50,0,1.0,0.5,2->9,1.0,swv_50x10
swv15,swv,50x10,50,10,3,4,24,26,0.48,0.020000000000000018,4->3,0.52,swv_50x10
swv15,swv,50x10,50,10,3,5,50,0,1.0,0.5,3->5,1.0,swv_50x10
swv15,swv,50x10,50,10,3,6,50,0,1.0,0.5,3->6,1.0,swv_50x10
swv15,swv,50x10,50,10,3,7,50,0,1.0,0.5,3->7,1.0,swv_50x10
swv15,swv,50x10,50,10,3,8,50,0,1.0,0.5,3->8,1.0,swv_50x10
