file,family,num_jobs,num_mchs,size,unique_routes,route_diversity_ratio,top_route_count,top_route_share,mean_position_entropy_norm,min_position_entropy_norm,mean_abs_pairwise_bias,max_abs_pairwise_bias,deterministic_pair_ratio,adjacent_edge_density,transitive_edge_density,bidirectional_pair_ratio,one_direction_pair_ratio,family_size
ta67,ta,50,20,50x20,50,1.0,1,0.02,0.923818097684111,0.8635451421971228,0.052736842105263165,0.18000000000000005,0.0,0.9157894736842105,1.0,1.0,0.0,ta_50x20
ta68,ta,50,20,50x20,50,1.0,1,0.02,0.9265893324732872,0.8863988588853843,0.052210526315789485,0.2,0.0,0.9236842105263158,1.0,1.0,0.0,ta_50x20
ta69,ta,50,20,50x20,50,1.0,1,0.02,0.9332784454769909,0.8998030474264491,0.06821052631578947,0.2,0.0,0.9078947368421053,1.0,1.0,0.0,ta_50x20
ta70,ta,50,20,50x20,50,1.0,1,0.02,0.9247420498914071,0.8891295404368935,0.06410526315789473,0.2,0.0,0.9184210526315789,1.0,1.0,0.0,ta_50x20
ta71,ta,100,20,100x20,100,1.0,1,0.01,0.9640372673023057,0.9217257288973335,0.05836842105263159,0.21000000000000002,0.0,0.9947368421052631,1.0,1.0,0.0,ta_100x20
ta72,ta,100,20,100x20,100,1.0,1,0.01,0.9691725070130403,0.938727175132708,0.0386842105263158,0.15000000000000002,0.0,0.9947368421052631,1.0,1.0,0.0,ta_100x20
ta73,ta,100,20,100x20,100,1.0,1,0.01,0.964075481236146,0.9348088001010952,0.054263157894736846,0.2,0.0,0.9921052631578947,1.0,1.0,0.0,ta_100x20
ta74,ta,100,20,100x20,100,1.0,1,0.01,0.9686416867259041,0.9573346319958921,0.040789473684210535,0.14,0.0,0.9947368421052631,1.0,1.0,0.0,ta_100x20
ta75,ta,100,20,100x20,100,1.0,1,0.01,0.9586416672461869,0.9146749744318137,0.05642105263157896,0.16999999999999998,0.0,0.9947368421052631,1.0,1.0,0.0,ta_100x20
ta76,ta,100,20,100x20,100,1.0,1,0.01,0.9641535002779656,0.9487352730564316,0.04157894736842106,0.15000000000000002,0.0,0.9947368421052631,1.0,1.0,0.0,ta_100x20
ta77,ta,100,20,100x20,100,1.0,1,0.01,0.9665743517878193,0.9273975165989802,0.037473684210526326,0.13,0.0,0.9947368421052631,1.0,1.0,0.0,ta_100x20
ta78,ta,100,20,100x20,100,1.0,1,0.01,0.9656750342569544,0.9480193529358376,0.0396842105263158,0.16999999999999998,0.0,0.9947368421052631,1.0,1.0,0.0,ta_100x20
ta79,ta,100,20,100x20,100,1.0,1,0.01,0.9664854378405406,0.948701381266978,0.04794736842105264,0.18,0.0,0.9921052631578947,1.0,1.0,0.0,ta_100x20
ta80,ta,100,20,100x20,100,1.0,1,0.01,0.9603869615726441,0.9430734102982326,0.04378947368421053,0.15999999999999998,0.0,0.9947368421052631,1.0,1.0,0.0,ta_100x20
yn1,yn,20,20,20x20,20,1.0,1,0.05,0.8197407105032066,0.745483965524265,0.06526315789473686,0.25,0.0,0.6368421052631579,1.0,1.0,0.0,yn_20x20
yn2,yn,20,20,20x20,20,1.0,1,0.05,0.8119987503806593,0.7105510612468214,0.08184210526315791,0.30000000000000004,0.0,0.6578947368421053,1.0,1.0,0.0,yn_20x20
yn3,yn,20,20,20x20,20,1.0,1,0.05,0.7906560786944467,0.6163603520155927,0.0973684210526316,0.30000000000000004,0.0,0.6263157894736842,1.0,1.0,0.0,yn_20x20
yn4,yn,20,20,20x20,20,1.0,1,0.05,0.8020233920919381,0.6005333238441961,0.1368421052631579,0.44999999999999996,0.0,0.6473684210526316,1.0,1.0,0.0,yn_20x20
