family,from_machine,to_machine,count,adjacent_arcs_total,total_jobs,frequency_over_all_adjacent_arcs,frequency_per_job
la,13,4,6,5325,675,0.0011267605633802818,0.008888888888888889
la,13,5,4,5325,675,0.0007511737089201878,0.005925925925925926
la,13,6,7,5325,675,0.0013145539906103286,0.01037037037037037
la,13,7,3,5325,675,0.0005633802816901409,0.0044444444444444444
la,13,8,7,5325,675,0.0013145539906103286,0.01037037037037037
la,13,9,4,5325,675,0.0007511737089201878,0.005925925925925926
la,13,10,6,5325,675,0.0011267605633802818,0.008888888888888889
la,13,11,5,5325,675,0.0009389671361502347,0.007407407407407408
la,13,12,7,5325,675,0.0013145539906103286,0.01037037037037037
la,13,14,2,5325,675,0.0003755868544600939,0.002962962962962963
la,14,0,5,5325,675,0.0009389671361502347,0.007407407407407408
la,14,1,3,5325,675,0.0005633802816901409,0.0044444444444444444
la,14,2,3,5325,675,0.0005633802816901409,0.0044444444444444444
la,14,3,10,5325,675,0.0018779342723004694,0.014814814814814815
la,14,4,3,5325,675,0.0005633802816901409,0.0044444444444444444
la,14,5,5,5325,675,0.0009389671361502347,0.007407407407407408
la,14,6,2,5325,675,0.0003755868544600939,0.002962962962962963
la,14,7,5,5325,675,0.0009389671361502347,0.007407407407407408
la,14,8,7,5325,675,0.0013145539906103286,0.01037037037037037
la,14,9,5,5325,675,0.0009389671361502347,0.007407407407407408
la,14,10,10,5325,675,0.0018779342723004694,0.014814814814814815
la,14,11,3,5325,675,0.0005633802816901409,0.0044444444444444444
la,14,12,4,5325,675,0.0007511737089201878,0.005925925925925926
la,14,13,5,5325,675,0.0009389671361502347,0.007407407407407408
orb,0,1,30,900,100,0.03333333333333333,0.3
orb,0,2,6,900,100,0.006666666666666667,0.06
orb,0,3,14,900,100,0.015555555555555555,0.14
orb,0,4,8,900,100,0.008888888888888889,0.08
orb,0,5,4,900,100,0.0044444444444444444,0.04
orb,0,6,8,900,100,0.008888888888888889,0.08
orb,0,7,8,900,100,0.008888888888888889,0.08
orb,0,8,4,900,100,0.0044444444444444444,0.04
orb,0,9,6,900,100,0.006666666666666667,0.06
orb,1,0,20,900,100,0.022222222222222223,0.2
orb,1,2,18,900,100,0.02,0.18
orb,1,3,8,900,100,0.008888888888888889,0.08
orb,1,4,10,900,100,0.011111111111111112,0.1
orb,1,5,18,900,100,0.02,0.18
orb,1,6,4,900,100,0.0044444444444444444,0.04
orb,1,7,2,900,100,0.0022222222222222222,0.02
orb,1,8,4,900,100,0.0044444444444444444,0.04
orb,1,9,4,900,100,0.0044444444444444444,0.04
orb,2,0,4,900,100,0.0044444444444444444,0.04
orb,2,1,24,900,100,0.02666666666666667,0.24
orb,2,3,26,900,100,0.028888888888888888,0.26
orb,2,4,14,900,100,0.015555555555555555,0.14
orb,2,5,4,900,100,0.0044444444444444444,0.04
orb,2,6,12,900,100,0.013333333333333334,0.12
orb,2,7,2,900,100,0.0022222222222222222,0.02
orb,2,8,6,900,100,0.006666666666666667,0.06
orb,2,9,6,900,100,0.006666666666666667,0.06
orb,3,0,4,900,100,0.0044444444444444444,0.04
orb,3,1,8,900,100,0.008888888888888889,0.08
orb,3,2,20,900,100,0.022222222222222223,0.2
orb,3,4,26,900,100,0.028888888888888888,0.26
orb,3,5,8,900,100,0.008888888888888889,0.08
orb,3,6,12,900,100,0.013333333333333334,0.12
orb,3,7,6,900,100,0.006666666666666667,0.06
orb,3,8,10,900,100,0.011111111111111112,0.1
orb,3,9,4,900,100,0.0044444444444444444,0.04
orb,4,0,8,900,100,0.008888888888888889,0.08
orb,4,1,14,900,100,0.015555555555555555,0.14
orb,4,2,4,900,100,0.0044444444444444444,0.04
orb,4,3,14,900,100,0.015555555555555555,0.14
orb,4,5,20,900,100,0.022222222222222223,0.2
orb,4,6,12,900,100,0.013333333333333334,0.12
orb,4,7,12,900,100,0.013333333333333334,0.12
orb,4,8,4,900,100,0.0044444444444444444,0.04
orb,4,9,6,900,100,0.006666666666666667,0.06
orb,5,0,6,900,100,0.006666666666666667,0.06
orb,5,1,2,900,100,0.0022222222222222222,0.02
orb,5,2,12,900,100,0.013333333333333334,0.12
orb,5,3,14,900,100,0.015555555555555555,0.14
orb,5,4,10,900,100,0.011111111111111112,0.1
orb,5,6,14,900,100,0.015555555555555555,0.14
orb,5,7,10,900,100,0.011111111111111112,0.1
orb,5,8,12,900,100,0.013333333333333334,0.12
orb,5,9,12,900,100,0.013333333333333334,0.12
orb,6,0,0,900,100,0.0,0.0
orb,6,1,8,900,100,0.008888888888888889,0.08
orb,6,2,6,900,100,0.006666666666666667,0.06
orb,6,3,6,900,100,0.006666666666666667,0.06
orb,6,4,10,900,100,0.011111111111111112,0.1
orb,6,5,14,900,100,0.015555555555555555,0.14
orb,6,7,34,900,100,0.03777777777777778,0.34
orb,6,8,8,900,100,0.008888888888888889,0.08
orb,6,9,6,900,100,0.006666666666666667,0.06
orb,7,0,2,900,100,0.0022222222222222222,0.02
orb,7,1,0,900,100,0.0,0.0
orb,7,2,4,900,100,0.0044444444444444444,0.04
orb,7,3,2,900,100,0.0022222222222222222,0.02
orb,7,4,10,900,100,0.011111111111111112,0.1
orb,7,5,20,900,100,0.022222222222222223,0.2
orb,7,6,16,900,100,0.017777777777777778,0.16
orb,7,8,26,900,100,0.028888888888888888,0.26
orb,7,9,14,900,100,0.015555555555555555,0.14
orb,8,0,2,900,100,0.0022222222222222222,0.02
orb,8,1,0,900,100,0.0,0.0
orb,8,2,8,900,100,0.008888888888888889,0.08
orb,8,3,10,900,100,0.011111111111111112,0.1
orb,8,4,4,900,100,0.0044444444444444444,0.04
orb,8,5,4,900,100,0.0044444444444444444,0.04
orb,8,6,6,900,100,0.006666666666666667,0.06
orb,8,7,16,900,100,0.017777777777777778,0.16
orb,8,9,32,900,100,0.035555555555555556,0.32
orb,9,0,2,900,100,0.0022222222222222222,0.02
orb,9,1,2,900,100,0.0022222222222222222,0.02
orb,9,2,6,900,100,0.006666666666666667,0.06
orb,9,3,6,900,100,0.006666666666666667,0.06
orb,9,4,2,900,100,0.0022222222222222222,0.02
orb,9,5,8,900,100,0.008888888888888889,0.08
orb,9,6,16,900,100,0.017777777777777778,0.16
orb,9,7,10,900,100,0.011111111111111112,0.1
orb,9,8,22,900,100,0.024444444444444446,0.22
swv,0,1,110,6800,700,0.016176470588235296,0.15714285714285714
swv,0,2,119,6800,700,0.0175,0.17
swv,0,3,127,6800,700,0.018676470588235294,0.18142857142857144
swv,0,4,106,6800,700,0.015588235294117648,0.15142857142857144
swv,0,5,43,6800,700,0.006323529411764706,0.06142857142857143
swv,0,6,38,6800,700,0.005588235294117647,0.054285714285714284
swv,0,7,36,6800,700,0.005294117647058823,0.05142857142857143
swv,0,8,43,6800,700,0.006323529411764706,0.06142857142857143
swv,0,9,43,6800,700,0.006323529411764706,0.06142857142857143
swv,0,10,2,6800,700,0.0002941176470588235,0.002857142857142857
swv,0,11,1,6800,700,0.00014705882352941175,0.0014285714285714286
swv,0,12,1,6800,700,0.00014705882352941175,0.0014285714285714286
swv,0,13,2,6800,700,0.0002941176470588235,0.002857142857142857
swv,0,14,1,6800,700,0.00014705882352941175,0.0014285714285714286
swv,1,0,112,6800,700,0.01647058823529412,0.16
swv,1,2,110,6800,700,0.016176470588235296,0.15714285714285714
swv,1,3,90,6800,700,0.013235294117647059,0.12857142857142856
swv,1,4,114,6800,700,0.016764705882352942,0.16285714285714287
swv,1,5,62,6800,700,0.009117647058823529,0.08857142857142856
swv,1,6,47,6800,700,0.006911764705882353,0.06714285714285714
swv,1,7,50,6800,700,0.007352941176470588,0.07142857142857142
swv,1,8,42,6800,700,0.006176470588235294,0.06
swv,1,9,43,6800,700,0.006323529411764706,0.06142857142857143
swv,1,10,2,6800,700,0.0002941176470588235,0.002857142857142857
swv,1,11,1,6800,700,0.00014705882352941175,0.0014285714285714286
swv,1,12,2,6800,700,0.0002941176470588235,0.002857142857142857
swv,1,13,2,6800,700,0.0002941176470588235,0.002857142857142857
swv,1,14,1,6800,700,0.00014705882352941175,0.0014285714285714286
swv,2,0,125,6800,700,0.01838235294117647,0.17857142857142858
swv,2,1,129,6800,700,0.018970588235294118,0.18428571428571427
swv,2,3,100,6800,700,0.014705882352941176,0.14285714285714285
swv,2,4,83,6800,700,0.012205882352941176,0.11857142857142858
swv,2,5,55,6800,700,0.008088235294117648,0.07857142857142857
swv,2,6,55,6800,700,0.008088235294117648,0.07857142857142857
swv,2,7,39,6800,700,0.005735294117647059,0.055714285714285716
swv,2,8,37,6800,700,0.005441176470588235,0.05285714285714286
swv,2,9,47,6800,700,0.006911764705882353,0.06714285714285714
swv,2,10,1,6800,700,0.00014705882352941175,0.0014285714285714286
swv,2,11,0,6800,700,0.0,0.0
swv,2,12,2,6800,700,0.0002941176470588235,0.002857142857142857
swv,2,13,0,6800,700,0.0,0.0
swv,2,14,3,6800,700,0.0004411764705882353,0.004285714285714286
swv,3,0,96,6800,700,0.01411764705882353,0.13714285714285715
swv,3,1,117,6800,700,0.017205882352941175,0.16714285714285715
swv,3,2,123,6800,700,0.018088235294117648,0.1757142857142857
swv,3,4,103,6800,700,0.015147058823529411,0.14714285714285713
swv,3,5,51,6800,700,0.0075,0.07285714285714286
swv,3,6,57,6800,700,0.008382352941176471,0.08142857142857143
swv,3,7,37,6800,700,0.005441176470588235,0.05285714285714286
swv,3,8,47,6800,700,0.006911764705882353,0.06714285714285714
swv,3,9,36,6800,700,0.005294117647058823,0.05142857142857143
swv,3,10,4,6800,700,0.000588235294117647,0.005714285714285714
swv,3,11,0,6800,700,0.0,0.0
swv,3,12,0,6800,700,0.0,0.0
swv,3,13,2,6800,700,0.0002941176470588235,0.002857142857142857
swv,3,14,3,6800,700,0.0004411764705882353,0.004285714285714286
swv,4,0,101,6800,700,0.014852941176470588,0.1442857142857143
swv,4,1,108,6800,700,0.01588235294117647,0.15428571428571428
swv,4,2,101,6800,700,0.014852941176470588,0.1442857142857143
swv,4,3,121,6800,700,0.017794117647058825,0.17285714285714285
swv,4,5,46,6800,700,0.006764705882352941,0.06571428571428571
swv,4,6,49,6800,700,0.0072058823529411765,0.07
swv,4,7,46,6800,700,0.006764705882352941,0.06571428571428571
swv,4,8,53,6800,700,0.007794117647058824,0.07571428571428572
swv,4,9,35,6800,700,0.005147058823529412,0.05
swv,4,10,1,6800,700,0.00014705882352941175,0.0014285714285714286
swv,4,11,1,6800,700,0.00014705882352941175,0.0014285714285714286
swv,4,12,2,6800,700,0.0002941176470588235,0.002857142857142857
swv,4,13,3,6800,700,0.0004411764705882353,0.004285714285714286
swv,4,14,3,6800,700,0.0004411764705882353,0.004285714285714286
swv,5,0,46,6800,700,0.006764705882352941,0.06571428571428571
swv,5,1,34,6800,700,0.005,0.04857142857142857
swv,5,2,31,6800,700,0.0045588235294117645,0.04428571428571428
swv,5,3,36,6800,700,0.005294117647058823,0.05142857142857143
swv,5,4,43,6800,700,0.006323529411764706,0.06142857142857143
swv,5,6,108,6800,700,0.01588235294117647,0.15428571428571428
swv,5,7,107,6800,700,0.01573529411764706,0.15285714285714286
swv,5,8,110,6800,700,0.016176470588235296,0.15714285714285714
swv,5,9,88,6800,700,0.012941176470588235,0.12571428571428572
swv,5,10,2,6800,700,0.0002941176470588235,0.002857142857142857
swv,5,11,2,6800,700,0.0002941176470588235,0.002857142857142857
swv,5,12,2,6800,700,0.0002941176470588235,0.002857142857142857
swv,5,13,3,6800,700,0.0004411764705882353,0.004285714285714286
swv,5,14,4,6800,700,0.000588235294117647,0.005714285714285714
swv,6,0,36,6800,700,0.005294117647058823,0.05142857142857143
swv,6,1,42,6800,700,0.006176470588235294,0.06
swv,6,2,40,6800,700,0.0058823529411764705,0.05714285714285714
swv,6,3,40,6800,700,0.0058823529411764705,0.05714285714285714
swv,6,4,40,6800,700,0.0058823529411764705,0.05714285714285714
swv,6,5,111,6800,700,0.016323529411764705,0.15857142857142856
swv,6,7,85,6800,700,0.0125,0.12142857142857143
swv,6,8,100,6800,700,0.014705882352941176,0.14285714285714285
swv,6,9,99,6800,700,0.014558823529411765,0.14142857142857143
swv,6,10,1,6800,700,0.00014705882352941175,0.0014285714285714286
swv,6,11,0,6800,700,0.0,0.0
swv,6,12,1,6800,700,0.00014705882352941175,0.0014285714285714286
swv,6,13,1,6800,700,0.00014705882352941175,0.0014285714285714286
swv,6,14,2,6800,700,0.0002941176470588235,0.002857142857142857
swv,7,0,31,6800,700,0.0045588235294117645,0.04428571428571428
swv,7,1,23,6800,700,0.0033823529411764705,0.032857142857142856
swv,7,2,23,6800,700,0.0033823529411764705,0.032857142857142856
swv,7,3,28,6800,700,0.00411764705882353,0.04
swv,7,4,26,6800,700,0.003823529411764706,0.037142857142857144
swv,7,5,101,6800,700,0.014852941176470588,0.1442857142857143
swv,7,6,107,6800,700,0.01573529411764706,0.15285714285714286
swv,7,8,94,6800,700,0.013823529411764707,0.13428571428571429
swv,7,9,109,6800,700,0.016029411764705882,0.15571428571428572
swv,7,10,9,6800,700,0.0013235294117647058,0.012857142857142857
swv,7,11,12,6800,700,0.0017647058823529412,0.017142857142857144
swv,7,12,13,6800,700,0.001911764705882353,0.018571428571428572
swv,7,13,12,6800,700,0.0017647058823529412,0.017142857142857144
swv,7,14,15,6800,700,0.0022058823529411764,0.02142857142857143
swv,8,0,26,6800,700,0.003823529411764706,0.037142857142857144
swv,8,1,21,6800,700,0.003088235294117647,0.03
swv,8,2,22,6800,700,0.003235294117647059,0.03142857142857143
swv,8,3,16,6800,700,0.002352941176470588,0.022857142857142857
swv,8,4,33,6800,700,0.0048529411764705885,0.047142857142857146
swv,8,5,97,6800,700,0.014264705882352941,0.13857142857142857
swv,8,6,100,6800,700,0.014705882352941176,0.14285714285714285
swv,8,7,97,6800,700,0.014264705882352941,0.13857142857142857
swv,8,9,110,6800,700,0.016176470588235296,0.15714285714285714
swv,8,10,9,6800,700,0.0013235294117647058,0.012857142857142857
swv,8,11,12,6800,700,0.0017647058823529412,0.017142857142857144
swv,8,12,16,6800,700,0.002352941176470588,0.022857142857142857
swv,8,13,10,6800,700,0.0014705882352941176,0.014285714285714285
swv,8,14,17,6800,700,0.0025,0.024285714285714285
swv,9,0,27,6800,700,0.003970588235294117,0.03857142857142857
swv,9,1,19,6800,700,0.0027941176470588237,0.027142857142857142
swv,9,2,22,6800,700,0.003235294117647059,0.03142857142857143
swv,9,3,31,6800,700,0.0045588235294117645,0.04428571428571428
swv,9,4,32,6800,700,0.004705882352941176,0.045714285714285714
swv,9,5,97,6800,700,0.014264705882352941,0.13857142857142857
swv,9,6,93,6800,700,0.013676470588235293,0.13285714285714287
swv,9,7,114,6800,700,0.016764705882352942,0.16285714285714287
swv,9,8,95,6800,700,0.013970588235294118,0.1357142857142857
swv,9,10,11,6800,700,0.0016176470588235294,0.015714285714285715
swv,9,11,16,6800,700,0.002352941176470588,0.022857142857142857
swv,9,12,12,6800,700,0.0017647058823529412,0.017142857142857144
swv,9,13,10,6800,700,0.0014705882352941176,0.014285714285714285
swv,9,14,9,6800,700,0.0013235294117647058,0.012857142857142857
swv,10,0,0,6800,700,0.0,0.0
swv,10,1,0,6800,700,0.0,0.0
swv,10,2,0,6800,700,0.0,0.0
swv,10,3,0,6800,700,0.0,0.0
swv,10,4,0,6800,700,0.0,0.0
swv,10,5,0,6800,700,0.0,0.0
swv,10,6,0,6800,700,0.0,0.0
swv,10,7,11,6800,700,0.0016176470588235294,0.015714285714285715
swv,10,8,15,6800,700,0.0022058823529411764,0.02142857142857143
swv,10,9,9,6800,700,0.0013235294117647058,0.012857142857142857
swv,10,11,16,6800,700,0.002352941176470588,0.022857142857142857
swv,10,12,10,6800,700,0.0014705882352941176,0.014285714285714285
swv,10,13,21,6800,700,0.003088235294117647,0.03
swv,10,14,5,6800,700,0.0007352941176470588,0.007142857142857143
swv,11,0,0,6800,700,0.0,0.0
swv,11,1,0,6800,700,0.0,0.0
swv,11,2,0,6800,700,0.0,0.0
swv,11,3,0,6800,700,0.0,0.0
swv,11,4,0,6800,700,0.0,0.0
swv,11,5,0,6800,700,0.0,0.0
swv,11,6,0,6800,700,0.0,0.0
swv,11,7,15,6800,700,0.0022058823529411764,0.02142857142857143
swv,11,8,16,6800,700,0.002352941176470588,0.022857142857142857
swv,11,9,8,6800,700,0.001176470588235294,0.011428571428571429
swv,11,10,16,6800,700,0.002352941176470588,0.022857142857142857
swv,11,12,11,6800,700,0.0016176470588235294,0.015714285714285715
swv,11,13,9,6800,700,0.0013235294117647058,0.012857142857142857
swv,11,14,10,6800,700,0.0014705882352941176,0.014285714285714285
swv,12,0,0,6800,700,0.0,0.0
swv,12,1,0,6800,700,0.0,0.0
swv,12,2,0,6800,700,0.0,0.0
swv,12,3,0,6800,700,0.0,0.0
swv,12,4,0,6800,700,0.0,0.0
swv,12,5,0,6800,700,0.0,0.0
swv,12,6,0,6800,700,0.0,0.0
swv,12,7,14,6800,700,0.002058823529411765,0.02
swv,12,8,14,6800,700,0.002058823529411765,0.02
swv,12,9,11,6800,700,0.0016176470588235294,0.015714285714285715
swv,12,10,10,6800,700,0.0014705882352941176,0.014285714285714285
swv,12,11,10,6800,700,0.0014705882352941176,0.014285714285714285
swv,12,13,11,6800,700,0.0016176470588235294,0.015714285714285715
swv,12,14,17,6800,700,0.0025,0.024285714285714285
swv,13,0,0,6800,700,0.0,0.0
swv,13,1,0,6800,700,0.0,0.0
swv,13,2,0,6800,700,0.0,0.0
swv,13,3,0,6800,700,0.0,0.0
swv,13,4,0,6800,700,0.0,0.0
swv,13,5,0,6800,700,0.0,0.0
swv,13,6,0,6800,700,0.0,0.0
swv,13,7,9,6800,700,0.0013235294117647058,0.012857142857142857
swv,13,8,5,6800,700,0.0007352941176470588,0.007142857142857143
swv,13,9,18,6800,700,0.0026470588235294116,0.025714285714285714
swv,13,10,19,6800,700,0.0027941176470588237,0.027142857142857142
swv,13,11,15,6800,700,0.0022058823529411764,0.02142857142857143
swv,13,12,14,6800,700,0.002058823529411765,0.02
swv,13,14,10,6800,700,0.0014705882352941176,0.014285714285714285
swv,14,0,0,6800,700,0.0,0.0
swv,14,1,0,6800,700,0.0,0.0
swv,14,2,0,6800,700,0.0,0.0
swv,14,3,0,6800,700,0.0,0.0
swv,14,4,0,6800,700,0.0,0.0
swv,14,5,0,6800,700,0.0,0.0
swv,14,6,0,6800,700,0.0,0.0
swv,14,7,11,6800,700,0.0016176470588235294,0.015714285714285715
swv,14,8,10,6800,700,0.0014705882352941176,0.014285714285714285
swv,14,9,12,6800,700,0.0017647058823529412,0.017142857142857144
swv,14,10,13,6800,700,0.001911764705882353,0.018571428571428572
swv,14,11,14,6800,700,0.002058823529411765,0.02
swv,14,12,14,6800,700,0.002058823529411765,0.02
swv,14,13,14,6800,700,0.002058823529411765,0.02
ta,0,1,169,54100,3150,0.003123844731977819,0.05365079365079365
ta,0,2,162,54100,3150,0.0029944547134935304,0.05142857142857143
ta,0,3,185,54100,3150,0.0034195933456561923,0.05873015873015873
ta,0,4,175,54100,3150,0.003234750462107209,0.05555555555555555
ta,0,5,198,54100,3150,0.0036598890942698705,0.06285714285714286
ta,0,6,166,54100,3150,0.003068391866913124,0.052698412698412696
ta,0,7,186,54100,3150,0.0034380776340110905,0.05904761904761905
ta,0,8,167,54100,3150,0.003086876155268022,0.053015873015873016
ta,0,9,196,54100,3150,0.0036229205175600738,0.06222222222222222
ta,0,10,171,54100,3150,0.0031608133086876156,0.054285714285714284
ta,0,11,175,54100,3150,0.003234750462107209,0.05555555555555555
ta,0,12,185,54100,3150,0.0034195933456561923,0.05873015873015873
ta,0,13,183,54100,3150,0.0033826247689463956,0.058095238095238096
ta,0,14,183,54100,3150,0.0033826247689463956,0.058095238095238096
ta,0,15,85,54100,3150,0.0015711645101663585,0.026984126984126985
ta,0,16,91,54100,3150,0.0016820702402957487,0.028888888888888888
ta,0,17,98,54100,3150,0.0018114602587800369,0.03111111111111111
ta,0,18,98,54100,3150,0.0018114602587800369,0.03111111111111111
ta,0,19,95,54100,3150,0.001756007393715342,0.03015873015873016
ta,1,0,200,54100,3150,0.0036968576709796672,0.06349206349206349
ta,1,2,189,54100,3150,0.0034935304990757854,0.06
ta,1,3,197,54100,3150,0.0036414048059149723,0.06253968253968253
ta,1,4,199,54100,3150,0.003678373382624769,0.06317460317460317
ta,1,5,162,54100,3150,0.0029944547134935304,0.05142857142857143
ta,1,6,190,54100,3150,0.003512014787430684,0.06031746031746032
ta,1,7,176,54100,3150,0.003253234750462107,0.05587301587301587
ta,1,8,165,54100,3150,0.0030499075785582253,0.05238095238095238
ta,1,9,168,54100,3150,0.0031053604436229207,0.05333333333333334
ta,1,10,186,54100,3150,0.0034380776340110905,0.05904761904761905
ta,1,11,173,54100,3150,0.0031977818853974123,0.05492063492063492
ta,1,12,151,54100,3150,0.002791127541589649,0.04793650793650794
ta,1,13,175,54100,3150,0.003234750462107209,0.05555555555555555
ta,1,14,173,54100,3150,0.0031977818853974123,0.05492063492063492
ta,1,15,95,54100,3150,0.001756007393715342,0.03015873015873016
ta,1,16,95,54100,3150,0.001756007393715342,0.03015873015873016
ta,1,17,110,54100,3150,0.002033271719038817,0.03492063492063492
ta,1,18,84,54100,3150,0.0015526802218114603,0.02666666666666667
ta,1,19,95,54100,3150,0.001756007393715342,0.03015873015873016
ta,2,0,182,54100,3150,0.0033641404805914974,0.057777777777777775
ta,2,1,167,54100,3150,0.003086876155268022,0.053015873015873016
ta,2,3,193,54100,3150,0.003567467652495379,0.06126984126984127
ta,2,4,166,54100,3150,0.003068391866913124,0.052698412698412696
ta,2,5,166,54100,3150,0.003068391866913124,0.052698412698412696
ta,2,6,167,54100,3150,0.003086876155268022,0.053015873015873016
ta,2,7,177,54100,3150,0.0032717190388170054,0.05619047619047619
ta,2,8,166,54100,3150,0.003068391866913124,0.052698412698412696
ta,2,9,182,54100,3150,0.0033641404805914974,0.057777777777777775
ta,2,10,167,54100,3150,0.003086876155268022,0.053015873015873016
ta,2,11,182,54100,3150,0.0033641404805914974,0.057777777777777775
ta,2,12,172,54100,3150,0.0031792975970425137,0.054603174603174605
ta,2,13,173,54100,3150,0.0031977818853974123,0.05492063492063492
ta,2,14,199,54100,3150,0.003678373382624769,0.06317460317460317
ta,2,15,115,54100,3150,0.0021256931608133085,0.03650793650793651
ta,2,16,92,54100,3150,0.0017005545286506469,0.029206349206349208
ta,2,17,83,54100,3150,0.001534195933456562,0.026349206349206348
ta,2,18,110,54100,3150,0.002033271719038817,0.03492063492063492
ta,2,19,115,54100,3150,0.0021256931608133085,0.03650793650793651
ta,3,0,164,54100,3150,0.003031423290203327,0.05206349206349206
ta,3,1,174,54100,3150,0.0032162661737523105,0.05523809523809524
ta,3,2,191,54100,3150,0.003530499075785582,0.06063492063492063
ta,3,4,169,54100,3150,0.003123844731977819,0.05365079365079365
ta,3,5,175,54100,3150,0.003234750462107209,0.05555555555555555
ta,3,6,160,54100,3150,0.0029574861367837337,0.050793650793650794
ta,3,7,184,54100,3150,0.0034011090573012937,0.058412698412698416
ta,3,8,216,54100,3150,0.00399260628465804,0.06857142857142857
ta,3,9,173,54100,3150,0.0031977818853974123,0.05492063492063492
ta,3,10,166,54100,3150,0.003068391866913124,0.052698412698412696
ta,3,11,164,54100,3150,0.003031423290203327,0.05206349206349206
ta,3,12,172,54100,3150,0.0031792975970425137,0.054603174603174605
ta,3,13,166,54100,3150,0.003068391866913124,0.052698412698412696
ta,3,14,181,54100,3150,0.003345656192236599,0.05746031746031746
ta,3,15,117,54100,3150,0.0021626617375231053,0.037142857142857144
ta,3,16,108,54100,3150,0.00199630314232902,0.03428571428571429
ta,3,17,88,54100,3150,0.0016266173752310536,0.027936507936507936
ta,3,18,103,54100,3150,0.0019038817005545287,0.0326984126984127
ta,3,19,87,54100,3150,0.0016081330868761552,0.02761904761904762
ta,4,0,163,54100,3150,0.003012939001848429,0.05174603174603175
ta,4,1,205,54100,3150,0.003789279112754159,0.06507936507936508
ta,4,2,154,54100,3150,0.002846580406654344,0.04888888888888889
ta,4,3,175,54100,3150,0.003234750462107209,0.05555555555555555
ta,4,5,163,54100,3150,0.003012939001848429,0.05174603174603175
ta,4,6,181,54100,3150,0.003345656192236599,0.05746031746031746
ta,4,7,191,54100,3150,0.003530499075785582,0.06063492063492063
ta,4,8,190,54100,3150,0.003512014787430684,0.06031746031746032
ta,4,9,180,54100,3150,0.0033271719038817007,0.05714285714285714
ta,4,10,174,54100,3150,0.0032162661737523105,0.05523809523809524
ta,4,11,166,54100,3150,0.003068391866913124,0.052698412698412696
ta,4,12,160,54100,3150,0.0029574861367837337,0.050793650793650794
ta,4,13,169,54100,3150,0.003123844731977819,0.05365079365079365
ta,4,14,164,54100,3150,0.003031423290203327,0.05206349206349206
ta,4,15,103,54100,3150,0.0019038817005545287,0.0326984126984127
ta,4,16,112,54100,3150,0.0020702402957486136,0.035555555555555556
ta,4,17,104,54100,3150,0.0019223659889094269,0.03301587301587302
ta,4,18,102,54100,3150,0.0018853974121996304,0.03238095238095238
ta,4,19,106,54100,3150,0.001959334565619224,0.03365079365079365
ta,5,0,194,54100,3150,0.0035859519408502774,0.061587301587301586
ta,5,1,173,54100,3150,0.0031977818853974123,0.05492063492063492
ta,5,2,182,54100,3150,0.0033641404805914974,0.057777777777777775
ta,5,3,188,54100,3150,0.0034750462107208872,0.059682539682539684
ta,5,4,174,54100,3150,0.0032162661737523105,0.05523809523809524
ta,5,6,188,54100,3150,0.0034750462107208872,0.059682539682539684
ta,5,7,152,54100,3150,0.002809611829944547,0.04825396825396826
ta,5,8,172,54100,3150,0.0031792975970425137,0.054603174603174605
ta,5,9,175,54100,3150,0.003234750462107209,0.05555555555555555
ta,5,10,184,54100,3150,0.0034011090573012937,0.058412698412698416
ta,5,11,191,54100,3150,0.003530499075785582,0.06063492063492063
ta,5,12,187,54100,3150,0.003456561922365989,0.059365079365079364
ta,5,13,170,54100,3150,0.003142329020332717,0.05396825396825397
ta,5,14,176,54100,3150,0.003253234750462107,0.05587301587301587
ta,5,15,93,54100,3150,0.0017190388170055452,0.029523809523809525
ta,5,16,97,54100,3150,0.0017929759704251387,0.030793650793650793
ta,5,17,83,54100,3150,0.001534195933456562,0.026349206349206348
ta,5,18,100,54100,3150,0.0018484288354898336,0.031746031746031744
ta,5,19,88,54100,3150,0.0016266173752310536,0.027936507936507936
ta,6,0,149,54100,3150,0.0027541589648798523,0.0473015873015873
ta,6,1,177,54100,3150,0.0032717190388170054,0.05619047619047619
ta,6,2,187,54100,3150,0.003456561922365989,0.059365079365079364
ta,6,3,191,54100,3150,0.003530499075785582,0.06063492063492063
ta,6,4,187,54100,3150,0.003456561922365989,0.059365079365079364
ta,6,5,172,54100,3150,0.0031792975970425137,0.054603174603174605
ta,6,7,167,54100,3150,0.003086876155268022,0.053015873015873016
ta,6,8,180,54100,3150,0.0033271719038817007,0.05714285714285714
ta,6,9,200,54100,3150,0.0036968576709796672,0.06349206349206349
ta,6,10,178,54100,3150,0.003290203327171904,0.05650793650793651
ta,6,11,193,54100,3150,0.003567467652495379,0.06126984126984127
ta,6,12,172,54100,3150,0.0031792975970425137,0.054603174603174605
ta,6,13,168,54100,3150,0.0031053604436229207,0.05333333333333334
ta,6,14,178,54100,3150,0.003290203327171904,0.05650793650793651
ta,6,15,86,54100,3150,0.0015896487985212569,0.027301587301587302
ta,6,16,99,54100,3150,0.0018299445471349352,0.03142857142857143
ta,6,17,86,54100,3150,0.0015896487985212569,0.027301587301587302
ta,6,18,98,54100,3150,0.0018114602587800369,0.03111111111111111
ta,6,19,108,54100,3150,0.00199630314232902,0.03428571428571429
ta,7,0,177,54100,3150,0.0032717190388170054,0.05619047619047619
ta,7,1,167,54100,3150,0.003086876155268022,0.053015873015873016
