family_size,family,size,position,machine,count,jobs,total_jobs,frequency
la_30x10,la,30x10,4,0,16,150,150,0.10666666666666667
la_30x10,la,30x10,4,1,23,150,150,0.15333333333333332
la_30x10,la,30x10,4,2,18,150,150,0.12
la_30x10,la,30x10,4,3,7,150,150,0.04666666666666667
la_30x10,la,30x10,4,4,12,150,150,0.08
la_30x10,la,30x10,4,5,5,150,150,0.03333333333333333
la_30x10,la,30x10,4,6,19,150,150,0.12666666666666668
la_30x10,la,30x10,4,7,17,150,150,0.11333333333333333
la_30x10,la,30x10,4,8,18,150,150,0.12
la_30x10,la,30x10,4,9,15,150,150,0.1
la_30x10,la,30x10,5,0,12,150,150,0.08
la_30x10,la,30x10,5,1,10,150,150,0.06666666666666667
la_30x10,la,30x10,5,2,10,150,150,0.06666666666666667
la_30x10,la,30x10,5,3,18,150,150,0.12
la_30x10,la,30x10,5,4,11,150,150,0.07333333333333333
la_30x10,la,30x10,5,5,17,150,150,0.11333333333333333
la_30x10,la,30x10,5,6,25,150,150,0.16666666666666666
la_30x10,la,30x10,5,7,13,150,150,0.08666666666666667
la_30x10,la,30x10,5,8,21,150,150,0.14
la_30x10,la,30x10,5,9,13,150,150,0.08666666666666667
la_30x10,la,30x10,6,0,13,150,150,0.08666666666666667
la_30x10,la,30x10,6,1,11,150,150,0.07333333333333333
la_30x10,la,30x10,6,2,14,150,150,0.09333333333333334
la_30x10,la,30x10,6,3,14,150,150,0.09333333333333334
la_30x10,la,30x10,6,4,15,150,150,0.1
la_30x10,la,30x10,6,5,14,150,150,0.09333333333333334
la_30x10,la,30x10,6,6,14,150,150,0.09333333333333334
la_30x10,la,30x10,6,7,16,150,150,0.10666666666666667
la_30x10,la,30x10,6,8,19,150,150,0.12666666666666668
la_30x10,la,30x10,6,9,20,150,150,0.13333333333333333
la_30x10,la,30x10,7,0,21,150,150,0.14
la_30x10,la,30x10,7,1,11,150,150,0.07333333333333333
la_30x10,la,30x10,7,2,14,150,150,0.09333333333333334
la_30x10,la,30x10,7,3,13,150,150,0.08666666666666667
la_30x10,la,30x10,7,4,16,150,150,0.10666666666666667
la_30x10,la,30x10,7,5,18,150,150,0.12
la_30x10,la,30x10,7,6,12,150,150,0.08
la_30x10,la,30x10,7,7,6,150,150,0.04
la_30x10,la,30x10,7,8,19,150,150,0.12666666666666668
la_30x10,la,30x10,7,9,20,150,150,0.13333333333333333
la_30x10,la,30x10,8,0,11,150,150,0.07333333333333333
la_30x10,la,30x10,8,1,20,150,150,0.13333333333333333
la_30x10,la,30x10,8,2,14,150,150,0.09333333333333334
la_30x10,la,30x10,8,3,18,150,150,0.12
la_30x10,la,30x10,8,4,11,150,150,0.07333333333333333
la_30x10,la,30x10,8,5,18,150,150,0.12
la_30x10,la,30x10,8,6,13,150,150,0.08666666666666667
la_30x10,la,30x10,8,7,17,150,150,0.11333333333333333
la_30x10,la,30x10,8,8,9,150,150,0.06
la_30x10,la,30x10,8,9,19,150,150,0.12666666666666668
la_30x10,la,30x10,9,0,14,150,150,0.09333333333333334
la_30x10,la,30x10,9,1,14,150,150,0.09333333333333334
la_30x10,la,30x10,9,2,15,150,150,0.1
la_30x10,la,30x10,9,3,9,150,150,0.06
la_30x10,la,30x10,9,4,19,150,150,0.12666666666666668
la_30x10,la,30x10,9,5,17,150,150,0.11333333333333333
la_30x10,la,30x10,9,6,16,150,150,0.10666666666666667
la_30x10,la,30x10,9,7,20,150,150,0.13333333333333333
la_30x10,la,30x10,9,8,13,150,150,0.08666666666666667
la_30x10,la,30x10,9,9,13,150,150,0.08666666666666667
orb_10x10,orb,10x10,0,0,52,100,100,0.52
orb_10x10,orb,10x10,0,1,12,100,100,0.12
orb_10x10,orb,10x10,0,2,16,100,100,0.16
orb_10x10,orb,10x10,0,3,0,100,100,0.0
orb_10x10,orb,10x10,0,4,6,100,100,0.06
orb_10x10,orb,10x10,0,5,0,100,100,0.0
orb_10x10,orb,10x10,0,6,0,100,100,0.0
orb_10x10,orb,10x10,0,7,0,100,100,0.0
orb_10x10,orb,10x10,0,8,4,100,100,0.04
orb_10x10,orb,10x10,0,9,10,100,100,0.1
orb_10x10,orb,10x10,1,0,12,100,100,0.12
orb_10x10,orb,10x10,1,1,30,100,100,0.3
orb_10x10,orb,10x10,1,2,10,100,100,0.1
orb_10x10,orb,10x10,1,3,12,100,100,0.12
orb_10x10,orb,10x10,1,4,0,100,100,0.0
orb_10x10,orb,10x10,1,5,4,100,100,0.04
orb_10x10,orb,10x10,1,6,10,100,100,0.1
orb_10x10,orb,10x10,1,7,2,100,100,0.02
orb_10x10,orb,10x10,1,8,12,100,100,0.12
orb_10x10,orb,10x10,1,9,8,100,100,0.08
orb_10x10,orb,10x10,2,0,14,100,100,0.14
orb_10x10,orb,10x10,2,1,6,100,100,0.06
orb_10x10,orb,10x10,2,2,16,100,100,0.16
orb_10x10,orb,10x10,2,3,16,100,100,0.16
orb_10x10,orb,10x10,2,4,22,100,100,0.22
orb_10x10,orb,10x10,2,5,4,100,100,0.04
orb_10x10,orb,10x10,2,6,4,100,100,0.04
orb_10x10,orb,10x10,2,7,6,100,100,0.06
orb_10x10,orb,10x10,2,8,6,100,100,0.06
orb_10x10,orb,10x10,2,9,6,100,100,0.06
orb_10x10,orb,10x10,3,0,6,100,100,0.06
orb_10x10,orb,10x10,3,1,4,100,100,0.04
orb_10x10,orb,10x10,3,2,8,100,100,0.08
orb_10x10,orb,10x10,3,3,30,100,100,0.3
orb_10x10,orb,10x10,3,4,12,100,100,0.12
orb_10x10,orb,10x10,3,5,4,100,100,0.04
orb_10x10,orb,10x10,3,6,4,100,100,0.04
orb_10x10,orb,10x10,3,7,14,100,100,0.14
orb_10x10,orb,10x10,3,8,12,100,100,0.12
orb_10x10,orb,10x10,3,9,6,100,100,0.06
orb_10x10,orb,10x10,4,0,0,100,100,0.0
orb_10x10,orb,10x10,4,1,12,100,100,0.12
orb_10x10,orb,10x10,4,2,12,100,100,0.12
orb_10x10,orb,10x10,4,3,8,100,100,0.08
orb_10x10,orb,10x10,4,4,24,100,100,0.24
orb_10x10,orb,10x10,4,5,18,100,100,0.18
orb_10x10,orb,10x10,4,6,12,100,100,0.12
orb_10x10,orb,10x10,4,7,4,100,100,0.04
orb_10x10,orb,10x10,4,8,6,100,100,0.06
orb_10x10,orb,10x10,4,9,4,100,100,0.04
orb_10x10,orb,10x10,5,0,0,100,100,0.0
orb_10x10,orb,10x10,5,1,6,100,100,0.06
orb_10x10,orb,10x10,5,2,10,100,100,0.1
orb_10x10,orb,10x10,5,3,8,100,100,0.08
orb_10x10,orb,10x10,5,4,12,100,100,0.12
orb_10x10,orb,10x10,5,5,32,100,100,0.32
orb_10x10,orb,10x10,5,6,14,100,100,0.14
orb_10x10,orb,10x10,5,7,12,100,100,0.12
orb_10x10,orb,10x10,5,8,4,100,100,0.04
orb_10x10,orb,10x10,5,9,2,100,100,0.02
orb_10x10,orb,10x10,6,0,0,100,100,0.0
orb_10x10,orb,10x10,6,1,2,100,100,0.02
orb_10x10,orb,10x10,6,2,6,100,100,0.06
orb_10x10,orb,10x10,6,3,16,100,100,0.16
orb_10x10,orb,10x10,6,4,12,100,100,0.12
orb_10x10,orb,10x10,6,5,10,100,100,0.1
orb_10x10,orb,10x10,6,6,26,100,100,0.26
orb_10x10,orb,10x10,6,7,14,100,100,0.14
orb_10x10,orb,10x10,6,8,6,100,100,0.06
orb_10x10,orb,10x10,6,9,8,100,100,0.08
orb_10x10,orb,10x10,7,0,0,100,100,0.0
orb_10x10,orb,10x10,7,1,2,100,100,0.02
orb_10x10,orb,10x10,7,2,16,100,100,0.16
orb_10x10,orb,10x10,7,3,2,100,100,0.02
orb_10x10,orb,10x10,7,4,4,100,100,0.04
orb_10x10,orb,10x10,7,5,12,100,100,0.12
orb_10x10,orb,10x10,7,6,14,100,100,0.14
orb_10x10,orb,10x10,7,7,28,100,100,0.28
orb_10x10,orb,10x10,7,8,6,100,100,0.06
orb_10x10,orb,10x10,7,9,16,100,100,0.16
orb_10x10,orb,10x10,8,0,4,100,100,0.04
orb_10x10,orb,10x10,8,1,14,100,100,0.14
orb_10x10,orb,10x10,8,2,4,100,100,0.04
orb_10x10,orb,10x10,8,3,6,100,100,0.06
orb_10x10,orb,10x10,8,4,2,100,100,0.02
orb_10x10,orb,10x10,8,5,8,100,100,0.08
orb_10x10,orb,10x10,8,6,8,100,100,0.08
orb_10x10,orb,10x10,8,7,14,100,100,0.14
orb_10x10,orb,10x10,8,8,26,100,100,0.26
orb_10x10,orb,10x10,8,9,14,100,100,0.14
orb_10x10,orb,10x10,9,0,12,100,100,0.12
orb_10x10,orb,10x10,9,1,12,100,100,0.12
orb_10x10,orb,10x10,9,2,2,100,100,0.02
orb_10x10,orb,10x10,9,3,2,100,100,0.02
orb_10x10,orb,10x10,9,4,6,100,100,0.06
orb_10x10,orb,10x10,9,5,8,100,100,0.08
orb_10x10,orb,10x10,9,6,8,100,100,0.08
orb_10x10,orb,10x10,9,7,6,100,100,0.06
orb_10x10,orb,10x10,9,8,18,100,100,0.18
orb_10x10,orb,10x10,9,9,26,100,100,0.26
swv_20x10,swv,20x10,0,0,15,100,100,0.15
swv_20x10,swv,20x10,0,1,17,100,100,0.17
swv_20x10,swv,20x10,0,2,20,100,100,0.2
swv_20x10,swv,20x10,0,3,22,100,100,0.22
swv_20x10,swv,20x10,0,4,26,100,100,0.26
swv_20x10,swv,20x10,0,5,0,100,100,0.0
swv_20x10,swv,20x10,0,6,0,100,100,0.0
swv_20x10,swv,20x10,0,7,0,100,100,0.0
swv_20x10,swv,20x10,0,8,0,100,100,0.0
swv_20x10,swv,20x10,0,9,0,100,100,0.0
swv_20x10,swv,20x10,1,0,22,100,100,0.22
swv_20x10,swv,20x10,1,1,24,100,100,0.24
swv_20x10,swv,20x10,1,2,18,100,100,0.18
swv_20x10,swv,20x10,1,3,22,100,100,0.22
swv_20x10,swv,20x10,1,4,14,100,100,0.14
swv_20x10,swv,20x10,1,5,0,100,100,0.0
swv_20x10,swv,20x10,1,6,0,100,100,0.0
swv_20x10,swv,20x10,1,7,0,100,100,0.0
swv_20x10,swv,20x10,1,8,0,100,100,0.0
swv_20x10,swv,20x10,1,9,0,100,100,0.0
swv_20x10,swv,20x10,2,0,14,100,100,0.14
swv_20x10,swv,20x10,2,1,25,100,100,0.25
swv_20x10,swv,20x10,2,2,20,100,100,0.2
swv_20x10,swv,20x10,2,3,17,100,100,0.17
swv_20x10,swv,20x10,2,4,24,100,100,0.24
swv_20x10,swv,20x10,2,5,0,100,100,0.0
swv_20x10,swv,20x10,2,6,0,100,100,0.0
swv_20x10,swv,20x10,2,7,0,100,100,0.0
swv_20x10,swv,20x10,2,8,0,100,100,0.0
swv_20x10,swv,20x10,2,9,0,100,100,0.0
swv_20x10,swv,20x10,3,0,27,100,100,0.27
swv_20x10,swv,20x10,3,1,16,100,100,0.16
swv_20x10,swv,20x10,3,2,21,100,100,0.21
swv_20x10,swv,20x10,3,3,16,100,100,0.16
swv_20x10,swv,20x10,3,4,20,100,100,0.2
swv_20x10,swv,20x10,3,5,0,100,100,0.0
swv_20x10,swv,20x10,3,6,0,100,100,0.0
swv_20x10,swv,20x10,3,7,0,100,100,0.0
swv_20x10,swv,20x10,3,8,0,100,100,0.0
swv_20x10,swv,20x10,3,9,0,100,100,0.0
swv_20x10,swv,20x10,4,0,22,100,100,0.22
swv_20x10,swv,20x10,4,1,18,100,100,0.18
swv_20x10,swv,20x10,4,2,21,100,100,0.21
swv_20x10,swv,20x10,4,3,23,100,100,0.23
swv_20x10,swv,20x10,4,4,16,100,100,0.16
swv_20x10,swv,20x10,4,5,0,100,100,0.0
swv_20x10,swv,20x10,4,6,0,100,100,0.0
swv_20x10,swv,20x10,4,7,0,100,100,0.0
swv_20x10,swv,20x10,4,8,0,100,100,0.0
swv_20x10,swv,20x10,4,9,0,100,100,0.0
swv_20x10,swv,20x10,5,0,0,100,100,0.0
swv_20x10,swv,20x10,5,1,0,100,100,0.0
swv_20x10,swv,20x10,5,2,0,100,100,0.0
swv_20x10,swv,20x10,5,3,0,100,100,0.0
swv_20x10,swv,20x10,5,4,0,100,100,0.0
swv_20x10,swv,20x10,5,5,24,100,100,0.24
swv_20x10,swv,20x10,5,6,12,100,100,0.12
swv_20x10,swv,20x10,5,7,25,100,100,0.25
swv_20x10,swv,20x10,5,8,22,100,100,0.22
swv_20x10,swv,20x10,5,9,17,100,100,0.17
swv_20x10,swv,20x10,6,0,0,100,100,0.0
swv_20x10,swv,20x10,6,1,0,100,100,0.0
swv_20x10,swv,20x10,6,2,0,100,100,0.0
swv_20x10,swv,20x10,6,3,0,100,100,0.0
swv_20x10,swv,20x10,6,4,0,100,100,0.0
swv_20x10,swv,20x10,6,5,21,100,100,0.21
swv_20x10,swv,20x10,6,6,19,100,100,0.19
swv_20x10,swv,20x10,6,7,22,100,100,0.22
swv_20x10,swv,20x10,6,8,20,100,100,0.2
swv_20x10,swv,20x10,6,9,18,100,100,0.18
swv_20x10,swv,20x10,7,0,0,100,100,0.0
swv_20x10,swv,20x10,7,1,0,100,100,0.0
swv_20x10,swv,20x10,7,2,0,100,100,0.0
swv_20x10,swv,20x10,7,3,0,100,100,0.0
swv_20x10,swv,20x10,7,4,0,100,100,0.0
swv_20x10,swv,20x10,7,5,15,100,100,0.15
swv_20x10,swv,20x10,7,6,25,100,100,0.25
swv_20x10,swv,20x10,7,7,21,100,100,0.21
swv_20x10,swv,20x10,7,8,16,100,100,0.16
swv_20x10,swv,20x10,7,9,23,100,100,0.23
swv_20x10,swv,20x10,8,0,0,100,100,0.0
swv_20x10,swv,20x10,8,1,0,100,100,0.0
swv_20x10,swv,20x10,8,2,0,100,100,0.0
swv_20x10,swv,20x10,8,3,0,100,100,0.0
swv_20x10,swv,20x10,8,4,0,100,100,0.0
swv_20x10,swv,20x10,8,5,20,100,100,0.2
swv_20x10,swv,20x10,8,6,24,100,100,0.24
swv_20x10,swv,20x10,8,7,14,100,100,0.14
swv_20x10,swv,20x10,8,8,22,100,100,0.22
swv_20x10,swv,20x10,8,9,20,100,100,0.2
swv_20x10,swv,20x10,9,0,0,100,100,0.0
swv_20x10,swv,20x10,9,1,0,100,100,0.0
swv_20x10,swv,20x10,9,2,0,100,100,0.0
swv_20x10,swv,20x10,9,3,0,100,100,0.0
swv_20x10,swv,20x10,9,4,0,100,100,0.0
swv_20x10,swv,20x10,9,5,20,100,100,0.2
swv_20x10,swv,20x10,9,6,20,100,100,0.2
swv_20x10,swv,20x10,9,7,18,100,100,0.18
swv_20x10,swv,20x10,9,8,20,100,100,0.2
swv_20x10,swv,20x10,9,9,22,100,100,0.22
swv_20x15,swv,20x15,0,0,13,100,100,0.13
swv_20x15,swv,20x15,0,1,12,100,100,0.12
swv_20x15,swv,20x15,0,2,15,100,100,0.15
swv_20x15,swv,20x15,0,3,15,100,100,0.15
swv_20x15,swv,20x15,0,4,13,100,100,0.13
swv_20x15,swv,20x15,0,5,12,100,100,0.12
swv_20x15,swv,20x15,0,6,20,100,100,0.2
swv_20x15,swv,20x15,0,7,0,100,100,0.0
swv_20x15,swv,20x15,0,8,0,100,100,0.0
swv_20x15,swv,20x15,0,9,0,100,100,0.0
swv_20x15,swv,20x15,0,10,0,100,100,0.0
swv_20x15,swv,20x15,0,11,0,100,100,0.0
swv_20x15,swv,20x15,0,12,0,100,100,0.0
swv_20x15,swv,20x15,0,13,0,100,100,0.0
swv_20x15,swv,20x15,0,14,0,100,100,0.0
swv_20x15,swv,20x15,1,0,18,100,100,0.18
swv_20x15,swv,20x15,1,1,15,100,100,0.15
swv_20x15,swv,20x15,1,2,18,100,100,0.18
swv_20x15,swv,20x15,1,3,7,100,100,0.07
swv_20x15,swv,20x15,1,4,16,100,100,0.16
swv_20x15,swv,20x15,1,5,10,100,100,0.1
swv_20x15,swv,20x15,1,6,16,100,100,0.16
swv_20x15,swv,20x15,1,7,0,100,100,0.0
swv_20x15,swv,20x15,1,8,0,100,100,0.0
swv_20x15,swv,20x15,1,9,0,100,100,0.0
swv_20x15,swv,20x15,1,10,0,100,100,0.0
swv_20x15,swv,20x15,1,11,0,100,100,0.0
swv_20x15,swv,20x15,1,12,0,100,100,0.0
swv_20x15,swv,20x15,1,13,0,100,100,0.0
swv_20x15,swv,20x15,1,14,0,100,100,0.0
swv_20x15,swv,20x15,2,0,17,100,100,0.17
swv_20x15,swv,20x15,2,1,15,100,100,0.15
swv_20x15,swv,20x15,2,2,14,100,100,0.14
swv_20x15,swv,20x15,2,3,23,100,100,0.23
swv_20x15,swv,20x15,2,4,8,100,100,0.08
swv_20x15,swv,20x15,2,5,14,100,100,0.14
swv_20x15,swv,20x15,2,6,9,100,100,0.09
swv_20x15,swv,20x15,2,7,0,100,100,0.0
swv_20x15,swv,20x15,2,8,0,100,100,0.0
swv_20x15,swv,20x15,2,9,0,100,100,0.0
swv_20x15,swv,20x15,2,10,0,100,100,0.0
swv_20x15,swv,20x15,2,11,0,100,100,0.0
swv_20x15,swv,20x15,2,12,0,100,100,0.0
swv_20x15,swv,20x15,2,13,0,100,100,0.0
swv_20x15,swv,20x15,2,14,0,100,100,0.0
swv_20x15,swv,20x15,3,0,14,100,100,0.14
swv_20x15,swv,20x15,3,1,12,100,100,0.12
swv_20x15,swv,20x15,3,2,12,100,100,0.12
swv_20x15,swv,20x15,3,3,14,100,100,0.14
swv_20x15,swv,20x15,3,4,17,100,100,0.17
swv_20x15,swv,20x15,3,5,13,100,100,0.13
swv_20x15,swv,20x15,3,6,18,100,100,0.18
swv_20x15,swv,20x15,3,7,0,100,100,0.0
swv_20x15,swv,20x15,3,8,0,100,100,0.0
swv_20x15,swv,20x15,3,9,0,100,100,0.0
swv_20x15,swv,20x15,3,10,0,100,100,0.0
swv_20x15,swv,20x15,3,11,0,100,100,0.0
swv_20x15,swv,20x15,3,12,0,100,100,0.0
swv_20x15,swv,20x15,3,13,0,100,100,0.0
swv_20x15,swv,20x15,3,14,0,100,100,0.0
swv_20x15,swv,20x15,4,0,12,100,100,0.12
swv_20x15,swv,20x15,4,1,17,100,100,0.17
swv_20x15,swv,20x15,4,2,14,100,100,0.14
swv_20x15,swv,20x15,4,3,13,100,100,0.13
swv_20x15,swv,20x15,4,4,9,100,100,0.09
swv_20x15,swv,20x15,4,5,18,100,100,0.18
swv_20x15,swv,20x15,4,6,17,100,100,0.17
swv_20x15,swv,20x15,4,7,0,100,100,0.0
swv_20x15,swv,20x15,4,8,0,100,100,0.0
swv_20x15,swv,20x15,4,9,0,100,100,0.0
swv_20x15,swv,20x15,4,10,0,100,100,0.0
swv_20x15,swv,20x15,4,11,0,100,100,0.0
swv_20x15,swv,20x15,4,12,0,100,100,0.0
swv_20x15,swv,20x15,4,13,0,100,100,0.0
swv_20x15,swv,20x15,4,14,0,100,100,0.0
swv_20x15,swv,20x15,5,0,13,100,100,0.13
swv_20x15,swv,20x15,5,1,15,100,100,0.15
swv_20x15,swv,20x15,5,2,14,100,100,0.14
swv_20x15,swv,20x15,5,3,14,100,100,0.14
swv_20x15,swv,20x15,5,4,17,100,100,0.17
swv_20x15,swv,20x15,5,5,15,100,100,0.15
swv_20x15,swv,20x15,5,6,12,100,100,0.12
swv_20x15,swv,20x15,5,7,0,100,100,0.0
swv_20x15,swv,20x15,5,8,0,100,100,0.0
swv_20x15,swv,20x15,5,9,0,100,100,0.0
swv_20x15,swv,20x15,5,10,0,100,100,0.0
swv_20x15,swv,20x15,5,11,0,100,100,0.0
swv_20x15,swv,20x15,5,12,0,100,100,0.0
swv_20x15,swv,20x15,5,13,0,100,100,0.0
swv_20x15,swv,20x15,5,14,0,100,100,0.0
swv_20x15,swv,20x15,6,0,13,100,100,0.13
swv_20x15,swv,20x15,6,1,14,100,100,0.14
swv_20x15,swv,20x15,6,2,13,100,100,0.13
swv_20x15,swv,20x15,6,3,14,100,100,0.14
swv_20x15,swv,20x15,6,4,20,100,100,0.2
swv_20x15,swv,20x15,6,5,18,100,100,0.18
swv_20x15,swv,20x15,6,6,8,100,100,0.08
swv_20x15,swv,20x15,6,7,0,100,100,0.0
swv_20x15,swv,20x15,6,8,0,100,100,0.0
swv_20x15,swv,20x15,6,9,0,100,100,0.0
swv_20x15,swv,20x15,6,10,0,100,100,0.0
swv_20x15,swv,20x15,6,11,0,100,100,0.0
swv_20x15,swv,20x15,6,12,0,100,100,0.0
swv_20x15,swv,20x15,6,13,0,100,100,0.0
swv_20x15,swv,20x15,6,14,0,100,100,0.0
swv_20x15,swv,20x15,7,0,0,100,100,0.0
swv_20x15,swv,20x15,7,1,0,100,100,0.0
swv_20x15,swv,20x15,7,2,0,100,100,0.0
swv_20x15,swv,20x15,7,3,0,100,100,0.0
swv_20x15,swv,20x15,7,4,0,100,100,0.0
swv_20x15,swv,20x15,7,5,0,100,100,0.0
swv_20x15,swv,20x15,7,6,0,100,100,0.0
swv_20x15,swv,20x15,7,7,13,100,100,0.13
swv_20x15,swv,20x15,7,8,15,100,100,0.15
swv_20x15,swv,20x15,7,9,14,100,100,0.14
swv_20x15,swv,20x15,7,10,13,100,100,0.13
swv_20x15,swv,20x15,7,11,5,100,100,0.05
swv_20x15,swv,20x15,7,12,10,100,100,0.1
swv_20x15,swv,20x15,7,13,13,100,100,0.13
swv_20x15,swv,20x15,7,14,17,100,100,0.17
swv_20x15,swv,20x15,8,0,0,100,100,0.0
swv_20x15,swv,20x15,8,1,0,100,100,0.0
swv_20x15,swv,20x15,8,2,0,100,100,0.0
swv_20x15,swv,20x15,8,3,0,100,100,0.0
swv_20x15,swv,20x15,8,4,0,100,100,0.0
swv_20x15,swv,20x15,8,5,0,100,100,0.0
swv_20x15,swv,20x15,8,6,0,100,100,0.0
swv_20x15,swv,20x15,8,7,11,100,100,0.11
swv_20x15,swv,20x15,8,8,12,100,100,0.12
swv_20x15,swv,20x15,8,9,12,100,100,0.12
swv_20x15,swv,20x15,8,10,12,100,100,0.12
swv_20x15,swv,20x15,8,11,12,100,100,0.12
swv_20x15,swv,20x15,8,12,14,100,100,0.14
swv_20x15,swv,20x15,8,13,11,100,100,0.11
swv_20x15,swv,20x15,8,14,16,100,100,0.16
swv_20x15,swv,20x15,9,0,0,100,100,0.0
swv_20x15,swv,20x15,9,1,0,100,100,0.0
swv_20x15,swv,20x15,9,2,0,100,100,0.0
swv_20x15,swv,20x15,9,3,0,100,100,0.0
swv_20x15,swv,20x15,9,4,0,100,100,0.0
swv_20x15,swv,20x15,9,5,0,100,100,0.0
swv_20x15,swv,20x15,9,6,0,100,100,0.0
swv_20x15,swv,20x15,9,7,11,100,100,0.11
swv_20x15,swv,20x15,9,8,15,100,100,0.15
swv_20x15,swv,20x15,9,9,12,100,100,0.12
swv_20x15,swv,20x15,9,10,14,100,100,0.14
swv_20x15,swv,20x15,9,11,16,100,100,0.16
swv_20x15,swv,20x15,9,12,19,100,100,0.19
swv_20x15,swv,20x15,9,13,9,100,100,0.09
swv_20x15,swv,20x15,9,14,4,100,100,0.04
swv_20x15,swv,20x15,10,0,0,100,100,0.0
swv_20x15,swv,20x15,10,1,0,100,100,0.0
swv_20x15,swv,20x15,10,2,0,100,100,0.0
swv_20x15,swv,20x15,10,3,0,100,100,0.0
swv_20x15,swv,20x15,10,4,0,100,100,0.0
swv_20x15,swv,20x15,10,5,0,100,100,0.0
swv_20x15,swv,20x15,10,6,0,100,100,0.0
swv_20x15,swv,20x15,10,7,7,100,100,0.07
swv_20x15,swv,20x15,10,8,13,100,100,0.13
swv_20x15,swv,20x15,10,9,13,100,100,0.13
swv_20x15,swv,20x15,10,10,18,100,100,0.18
swv_20x15,swv,20x15,10,11,10,100,100,0.1
swv_20x15,swv,20x15,10,12,11,100,100,0.11
swv_20x15,swv,20x15,10,13,13,100,100,0.13
swv_20x15,swv,20x15,10,14,15,100,100,0.15
swv_20x15,swv,20x15,11,0,0,100,100,0.0
swv_20x15,swv,20x15,11,1,0,100,100,0.0
swv_20x15,swv,20x15,11,2,0,100,100,0.0
swv_20x15,swv,20x15,11,3,0,100,100,0.0
swv_20x15,swv,20x15,11,4,0,100,100,0.0
swv_20x15,swv,20x15,11,5,0,100,100,0.0
swv_20x15,swv,20x15,11,6,0,100,100,0.0
swv_20x15,swv,20x15,11,7,11,100,100,0.11
swv_20x15,swv,20x15,11,8,11,100,100,0.11
swv_20x15,swv,20x15,11,9,11,100,100,0.11
swv_20x15,swv,20x15,11,10,8,100,100,0.08
swv_20x15,swv,20x15,11,11,16,100,100,0.16
swv_20x15,swv,20x15,11,12,10,100,100,0.1
swv_20x15,swv,20x15,11,13,19,100,100,0.19
swv_20x15,swv,20x15,11,14,14,100,100,0.14
swv_20x15,swv,20x15,12,0,0,100,100,0.0
swv_20x15,swv,20x15,12,1,0,100,100,0.0
swv_20x15,swv,20x15,12,2,0,100,100,0.0
swv_20x15,swv,20x15,12,3,0,100,100,0.0
swv_20x15,swv,20x15,12,4,0,100,100,0.0
swv_20x15,swv,20x15,12,5,0,100,100,0.0
swv_20x15,swv,20x15,12,6,0,100,100,0.0
swv_20x15,swv,20x15,12,7,18,100,100,0.18
swv_20x15,swv,20x15,12,8,13,100,100,0.13
swv_20x15,swv,20x15,12,9,11,100,100,0.11
swv_20x15,swv,20x15,12,10,12,100,100,0.12
swv_20x15,swv,20x15,12,11,12,100,100,0.12
swv_20x15,swv,20x15,12,12,13,100,100,0.13
swv_20x15,swv,20x15,12,13,9,100,100,0.09
swv_20x15,swv,20x15,12,14,12,100,100,0.12
swv_20x15,swv,20x15,13,0,0,100,100,0.0
swv_20x15,swv,20x15,13,1,0,100,100,0.0
swv_20x15,swv,20x15,13,2,0,100,100,0.0
swv_20x15,swv,20x15,13,3,0,100,100,0.0
swv_20x15,swv,20x15,13,4,0,100,100,0.0
swv_20x15,swv,20x15,13,5,0,100,100,0.0
swv_20x15,swv,20x15,13,6,0,100,100,0.0
swv_20x15,swv,20x15,13,7,15,100,100,0.15
swv_20x15,swv,20x15,13,8,11,100,100,0.11
swv_20x15,swv,20x15,13,9,14,100,100,0.14
swv_20x15,swv,20x15,13,10,10,100,100,0.1
swv_20x15,swv,20x15,13,11,14,100,100,0.14
swv_20x15,swv,20x15,13,12,10,100,100,0.1
swv_20x15,swv,20x15,13,13,16,100,100,0.16
swv_20x15,swv,20x15,13,14,10,100,100,0.1
swv_20x15,swv,20x15,14,0,0,100,100,0.0
swv_20x15,swv,20x15,14,1,0,100,100,0.0
swv_20x15,swv,20x15,14,2,0,100,100,0.0
swv_20x15,swv,20x15,14,3,0,100,100,0.0
swv_20x15,swv,20x15,14,4,0,100,100,0.0
swv_20x15,swv,20x15,14,5,0,100,100,0.0
swv_20x15,swv,20x15,14,6,0,100,100,0.0
swv_20x15,swv,20x15,14,7,14,100,100,0.14
swv_20x15,swv,20x15,14,8,10,100,100,0.1
swv_20x15,swv,20x15,14,9,13,100,100,0.13
swv_20x15,swv,20x15,14,10,13,100,100,0.13
swv_20x15,swv,20x15,14,11,15,100,100,0.15
swv_20x15,swv,20x15,14,12,13,100,100,0.13
swv_20x15,swv,20x15,14,13,10,100,100,0.1
swv_20x15,swv,20x15,14,14,12,100,100,0.12
swv_50x10,swv,50x10,0,0,72,500,500,0.144
swv_50x10,swv,50x10,0,1,68,500,500,0.136
swv_50x10,swv,50x10,0,2,74,500,500,0.148
swv_50x10,swv,50x10,0,3,74,500,500,0.148
swv_50x10,swv,50x10,0,4,81,500,500,0.162
swv_50x10,swv,50x10,0,5,25,500,500,0.05
swv_50x10,swv,50x10,0,6,26,500,500,0.052
swv_50x10,swv,50x10,0,7,29,500,500,0.058
swv_50x10,swv,50x10,0,8,19,500,500,0.038
swv_50x10,swv,50x10,0,9,32,500,500,0.064
