family,machine_a,machine_b,count_a_before_b,count_b_before_a,total_comparisons,p_a_before_b,bias_from_0_5,dominant_direction,dominant_probability
swv,7,9,366,334,700,0.5228571428571429,0.02285714285714291,7->9,0.5228571428571429
swv,7,10,41,59,100,0.41,0.09000000000000002,10->7,0.5900000000000001
swv,7,11,52,48,100,0.52,0.020000000000000018,7->11,0.52
swv,7,12,43,57,100,0.43,0.07,12->7,0.5700000000000001
swv,7,13,48,52,100,0.48,0.020000000000000018,13->7,0.52
swv,7,14,50,50,100,0.5,0.0,7->14,0.5
swv,8,9,349,351,700,0.49857142857142855,0.0014285714285714457,9->8,0.5014285714285714
swv,8,10,51,49,100,0.51,0.010000000000000009,8->10,0.51
swv,8,11,54,46,100,0.54,0.040000000000000036,8->11,0.54
swv,8,12,53,47,100,0.53,0.030000000000000027,8->12,0.53
swv,8,13,56,44,100,0.56,0.06000000000000005,8->13,0.56
swv,8,14,52,48,100,0.52,0.020000000000000018,8->14,0.52
swv,9,10,49,51,100,0.49,0.010000000000000009,10->9,0.51
swv,9,11,57,43,100,0.57,0.06999999999999995,9->11,0.57
swv,9,12,51,49,100,0.51,0.010000000000000009,9->12,0.51
swv,9,13,48,52,100,0.48,0.020000000000000018,13->9,0.52
swv,9,14,44,56,100,0.44,0.06,14->9,0.56
swv,10,11,55,45,100,0.55,0.050000000000000044,10->11,0.55
swv,10,12,51,49,100,0.51,0.010000000000000009,10->12,0.51
swv,10,13,54,46,100,0.54,0.040000000000000036,10->13,0.54
swv,10,14,44,56,100,0.44,0.06,14->10,0.56
swv,11,12,43,57,100,0.43,0.07,12->11,0.5700000000000001
swv,11,13,45,55,100,0.45,0.04999999999999999,13->11,0.55
swv,11,14,43,57,100,0.43,0.07,14->11,0.5700000000000001
swv,12,13,48,52,100,0.48,0.020000000000000018,13->12,0.52
swv,12,14,52,48,100,0.52,0.020000000000000018,12->14,0.52
swv,13,14,44,56,100,0.44,0.06,14->13,0.56
ta,0,1,1564,1586,3150,0.4965079365079365,0.0034920634920634908,1->0,0.5034920634920634
ta,0,2,1542,1608,3150,0.4895238095238095,0.010476190476190472,2->0,0.5104761904761905
ta,0,3,1595,1555,3150,0.5063492063492063,0.006349206349206327,0->3,0.5063492063492063
ta,0,4,1573,1577,3150,0.49936507936507935,0.0006349206349206549,4->0,0.5006349206349207
ta,0,5,1516,1634,3150,0.4812698412698413,0.018730158730158708,5->0,0.5187301587301587
ta,0,6,1560,1590,3150,0.49523809523809526,0.004761904761904745,6->0,0.5047619047619047
ta,0,7,1526,1624,3150,0.48444444444444446,0.015555555555555545,7->0,0.5155555555555555
ta,0,8,1549,1601,3150,0.49174603174603176,0.008253968253968236,8->0,0.5082539682539682
ta,0,9,1526,1624,3150,0.48444444444444446,0.015555555555555545,9->0,0.5155555555555555
ta,0,10,1535,1615,3150,0.4873015873015873,0.012698412698412709,10->0,0.5126984126984127
ta,0,11,1574,1576,3150,0.4996825396825397,0.00031746031746032743,11->0,0.5003174603174603
ta,0,12,1566,1584,3150,0.49714285714285716,0.002857142857142836,12->0,0.5028571428571429
ta,0,13,1560,1590,3150,0.49523809523809526,0.004761904761904745,13->0,0.5047619047619047
ta,0,14,1511,1639,3150,0.47968253968253965,0.020317460317460345,14->0,0.5203174603174603
ta,0,15,999,1001,2000,0.4995,0.0005000000000000004,15->0,0.5005
ta,0,16,983,1017,2000,0.4915,0.008500000000000008,16->0,0.5085
ta,0,17,966,1034,2000,0.483,0.017000000000000015,17->0,0.517
ta,0,18,978,1022,2000,0.489,0.01100000000000001,18->0,0.511
ta,0,19,981,1019,2000,0.4905,0.009500000000000008,19->0,0.5095000000000001
ta,1,2,1582,1568,3150,0.5022222222222222,0.0022222222222222365,1->2,0.5022222222222222
ta,1,3,1583,1567,3150,0.5025396825396825,0.0025396825396825085,1->3,0.5025396825396825
ta,1,4,1554,1596,3150,0.49333333333333335,0.006666666666666654,4->1,0.5066666666666666
ta,1,5,1529,1621,3150,0.4853968253968254,0.014603174603174618,5->1,0.5146031746031746
ta,1,6,1572,1578,3150,0.4990476190476191,0.0009523809523809268,6->1,0.5009523809523809
ta,1,7,1518,1632,3150,0.4819047619047619,0.01809523809523811,7->1,0.5180952380952382
ta,1,8,1561,1589,3150,0.4955555555555556,0.0044444444444444176,8->1,0.5044444444444445
ta,1,9,1525,1625,3150,0.48412698412698413,0.015873015873015872,9->1,0.5158730158730158
ta,1,10,1514,1636,3150,0.48063492063492064,0.019365079365079363,10->1,0.5193650793650794
ta,1,11,1575,1575,3150,0.5,0.0,1->11,0.5
ta,1,12,1509,1641,3150,0.47904761904761906,0.020952380952380945,12->1,0.520952380952381
ta,1,13,1562,1588,3150,0.49587301587301585,0.004126984126984146,13->1,0.5041269841269842
ta,1,14,1545,1605,3150,0.49047619047619045,0.009523809523809545,14->1,0.5095238095238095
ta,1,15,986,1014,2000,0.493,0.007000000000000006,15->1,0.507
ta,1,16,986,1014,2000,0.493,0.007000000000000006,16->1,0.507
ta,1,17,990,1010,2000,0.495,0.0050000000000000044,17->1,0.505
ta,1,18,966,1034,2000,0.483,0.017000000000000015,18->1,0.517
ta,1,19,951,1049,2000,0.4755,0.024500000000000022,19->1,0.5245
ta,2,3,1615,1535,3150,0.5126984126984127,0.012698412698412653,2->3,0.5126984126984127
ta,2,4,1604,1546,3150,0.5092063492063492,0.009206349206349218,2->4,0.5092063492063492
ta,2,5,1556,1594,3150,0.49396825396825395,0.006031746031746055,5->2,0.506031746031746
ta,2,6,1600,1550,3150,0.5079365079365079,0.007936507936507908,2->6,0.5079365079365079
ta,2,7,1561,1589,3150,0.4955555555555556,0.0044444444444444176,7->2,0.5044444444444445
ta,2,8,1560,1590,3150,0.49523809523809526,0.004761904761904745,8->2,0.5047619047619047
ta,2,9,1554,1596,3150,0.49333333333333335,0.006666666666666654,9->2,0.5066666666666666
ta,2,10,1534,1616,3150,0.48698412698412696,0.013015873015873036,10->2,0.513015873015873
ta,2,11,1617,1533,3150,0.5133333333333333,0.013333333333333308,2->11,0.5133333333333333
ta,2,12,1561,1589,3150,0.4955555555555556,0.0044444444444444176,12->2,0.5044444444444445
ta,2,13,1597,1553,3150,0.506984126984127,0.0069841269841269815,2->13,0.506984126984127
ta,2,14,1580,1570,3150,0.5015873015873016,0.0015873015873015817,2->14,0.5015873015873016
ta,2,15,1053,947,2000,0.5265,0.026499999999999968,2->15,0.5265
ta,2,16,1018,982,2000,0.509,0.009000000000000008,2->16,0.509
ta,2,17,1001,999,2000,0.5005,0.0004999999999999449,2->17,0.5005
ta,2,18,1017,983,2000,0.5085,0.008499999999999952,2->18,0.5085
ta,2,19,998,1002,2000,0.499,0.0010000000000000009,19->2,0.501
ta,3,4,1533,1617,3150,0.4866666666666667,0.013333333333333308,4->3,0.5133333333333333
ta,3,5,1512,1638,3150,0.48,0.020000000000000018,5->3,0.52
ta,3,6,1554,1596,3150,0.49333333333333335,0.006666666666666654,6->3,0.5066666666666666
ta,3,7,1508,1642,3150,0.47873015873015873,0.021269841269841272,7->3,0.5212698412698413
ta,3,8,1555,1595,3150,0.4936507936507937,0.006349206349206327,8->3,0.5063492063492063
ta,3,9,1541,1609,3150,0.4892063492063492,0.0107936507936508,9->3,0.5107936507936508
ta,3,10,1548,1602,3150,0.49142857142857144,0.008571428571428563,10->3,0.5085714285714286
ta,3,11,1571,1579,3150,0.49873015873015875,0.0012698412698412542,11->3,0.5012698412698413
ta,3,12,1536,1614,3150,0.4876190476190476,0.012380952380952381,12->3,0.5123809523809524
ta,3,13,1586,1564,3150,0.5034920634920635,0.0034920634920635463,3->13,0.5034920634920635
ta,3,14,1551,1599,3150,0.49238095238095236,0.007619047619047636,14->3,0.5076190476190476
ta,3,15,1028,972,2000,0.514,0.014000000000000012,3->15,0.514
ta,3,16,1022,978,2000,0.511,0.01100000000000001,3->16,0.511
ta,3,17,1001,999,2000,0.5005,0.0004999999999999449,3->17,0.5005
ta,3,18,993,1007,2000,0.4965,0.003500000000000003,18->3,0.5035000000000001
ta,3,19,983,1017,2000,0.4915,0.008500000000000008,19->3,0.5085
ta,4,5,1556,1594,3150,0.49396825396825395,0.006031746031746055,5->4,0.506031746031746
ta,4,6,1597,1553,3150,0.506984126984127,0.0069841269841269815,4->6,0.506984126984127
ta,4,7,1535,1615,3150,0.4873015873015873,0.012698412698412709,7->4,0.5126984126984127
ta,4,8,1592,1558,3150,0.5053968253968254,0.0053968253968254,4->8,0.5053968253968254
ta,4,9,1566,1584,3150,0.49714285714285716,0.002857142857142836,9->4,0.5028571428571429
ta,4,10,1554,1596,3150,0.49333333333333335,0.006666666666666654,10->4,0.5066666666666666
ta,4,11,1573,1577,3150,0.49936507936507935,0.0006349206349206549,11->4,0.5006349206349207
ta,4,12,1571,1579,3150,0.49873015873015875,0.0012698412698412542,12->4,0.5012698412698413
ta,4,13,1617,1533,3150,0.5133333333333333,0.013333333333333308,4->13,0.5133333333333333
ta,4,14,1565,1585,3150,0.49682539682539684,0.0031746031746031633,14->4,0.5031746031746032
ta,4,15,1040,960,2000,0.52,0.020000000000000018,4->15,0.52
ta,4,16,1005,995,2000,0.5025,0.0024999999999999467,4->16,0.5025
ta,4,17,1000,1000,2000,0.5,0.0,4->17,0.5
ta,4,18,1010,990,2000,0.505,0.0050000000000000044,4->18,0.505
ta,4,19,987,1013,2000,0.4935,0.006500000000000006,19->4,0.5065
ta,5,6,1601,1549,3150,0.5082539682539683,0.008253968253968291,5->6,0.5082539682539683
ta,5,7,1581,1569,3150,0.5019047619047619,0.0019047619047618536,5->7,0.5019047619047619
ta,5,8,1616,1534,3150,0.513015873015873,0.013015873015873036,5->8,0.513015873015873
ta,5,9,1609,1541,3150,0.5107936507936508,0.0107936507936508,5->9,0.5107936507936508
ta,5,10,1578,1572,3150,0.5009523809523809,0.0009523809523809268,5->10,0.5009523809523809
ta,5,11,1647,1503,3150,0.5228571428571429,0.02285714285714291,5->11,0.5228571428571429
ta,5,12,1606,1544,3150,0.5098412698412699,0.009841269841269873,5->12,0.5098412698412699
ta,5,13,1626,1524,3150,0.5161904761904762,0.0161904761904762,5->13,0.5161904761904762
ta,5,14,1567,1583,3150,0.49746031746031744,0.002539682539682564,14->5,0.5025396825396826
ta,5,15,1027,973,2000,0.5135,0.013499999999999956,5->15,0.5135
ta,5,16,984,1016,2000,0.492,0.008000000000000007,16->5,0.508
ta,5,17,997,1003,2000,0.4985,0.0015000000000000013,17->5,0.5015000000000001
ta,5,18,991,1009,2000,0.4955,0.004500000000000004,18->5,0.5045
ta,5,19,987,1013,2000,0.4935,0.006500000000000006,19->5,0.5065
ta,6,7,1527,1623,3150,0.4847619047619048,0.015238095238095217,7->6,0.5152380952380953
ta,6,8,1532,1618,3150,0.48634920634920636,0.013650793650793636,8->6,0.5136507936507937
ta,6,9,1551,1599,3150,0.49238095238095236,0.007619047619047636,9->6,0.5076190476190476
ta,6,10,1532,1618,3150,0.48634920634920636,0.013650793650793636,10->6,0.5136507936507937
ta,6,11,1609,1541,3150,0.5107936507936508,0.0107936507936508,6->11,0.5107936507936508
ta,6,12,1536,1614,3150,0.4876190476190476,0.012380952380952381,12->6,0.5123809523809524
ta,6,13,1548,1602,3150,0.49142857142857144,0.008571428571428563,13->6,0.5085714285714286
ta,6,14,1522,1628,3150,0.4831746031746032,0.0168253968253968,14->6,0.5168253968253969
ta,6,15,1020,980,2000,0.51,0.010000000000000009,6->15,0.51
ta,6,16,993,1007,2000,0.4965,0.003500000000000003,16->6,0.5035000000000001
ta,6,17,964,1036,2000,0.482,0.018000000000000016,17->6,0.518
ta,6,18,993,1007,2000,0.4965,0.003500000000000003,18->6,0.5035000000000001
ta,6,19,975,1025,2000,0.4875,0.012500000000000011,19->6,0.5125
ta,7,8,1599,1551,3150,0.5076190476190476,0.007619047619047636,7->8,0.5076190476190476
ta,7,9,1594,1556,3150,0.506031746031746,0.006031746031746055,7->9,0.506031746031746
ta,7,10,1561,1589,3150,0.4955555555555556,0.0044444444444444176,10->7,0.5044444444444445
ta,7,11,1634,1516,3150,0.5187301587301587,0.018730158730158708,7->11,0.5187301587301587
ta,7,12,1586,1564,3150,0.5034920634920635,0.0034920634920635463,7->12,0.5034920634920635
ta,7,13,1647,1503,3150,0.5228571428571429,0.02285714285714291,7->13,0.5228571428571429
ta,7,14,1620,1530,3150,0.5142857142857142,0.014285714285714235,7->14,0.5142857142857142
ta,7,15,1073,927,2000,0.5365,0.03649999999999998,7->15,0.5365
ta,7,16,1018,982,2000,0.509,0.009000000000000008,7->16,0.509
ta,7,17,1027,973,2000,0.5135,0.013499999999999956,7->17,0.5135
ta,7,18,1020,980,2000,0.51,0.010000000000000009,7->18,0.51
ta,7,19,1032,968,2000,0.516,0.016000000000000014,7->19,0.516
ta,8,9,1590,1560,3150,0.5047619047619047,0.004761904761904745,8->9,0.5047619047619047
ta,8,10,1592,1558,3150,0.5053968253968254,0.0053968253968254,8->10,0.5053968253968254
ta,8,11,1597,1553,3150,0.506984126984127,0.0069841269841269815,8->11,0.506984126984127
ta,8,12,1581,1569,3150,0.5019047619047619,0.0019047619047618536,8->12,0.5019047619047619
ta,8,13,1614,1536,3150,0.5123809523809524,0.012380952380952381,8->13,0.5123809523809524
ta,8,14,1596,1554,3150,0.5066666666666667,0.00666666666666671,8->14,0.5066666666666667
ta,8,15,1013,987,2000,0.5065,0.00649999999999995,8->15,0.5065
ta,8,16,1003,997,2000,0.5015,0.0014999999999999458,8->16,0.5015
ta,8,17,999,1001,2000,0.4995,0.0005000000000000004,17->8,0.5005
ta,8,18,1001,999,2000,0.5005,0.0004999999999999449,8->18,0.5005
ta,8,19,1021,979,2000,0.5105,0.010499999999999954,8->19,0.5105
ta,9,10,1578,1572,3150,0.5009523809523809,0.0009523809523809268,9->10,0.5009523809523809
ta,9,11,1579,1571,3150,0.5012698412698413,0.0012698412698413097,9->11,0.5012698412698413
ta,9,12,1574,1576,3150,0.4996825396825397,0.00031746031746032743,12->9,0.5003174603174603
ta,9,13,1585,1565,3150,0.5031746031746032,0.0031746031746031633,9->13,0.5031746031746032
ta,9,14,1544,1606,3150,0.4901587301587302,0.009841269841269817,14->9,0.5098412698412698
ta,9,15,1035,965,2000,0.5175,0.01749999999999996,9->15,0.5175
ta,9,16,1014,986,2000,0.507,0.007000000000000006,9->16,0.507
ta,9,17,1017,983,2000,0.5085,0.008499999999999952,9->17,0.5085
ta,9,18,1035,965,2000,0.5175,0.01749999999999996,9->18,0.5175
ta,9,19,1047,953,2000,0.5235,0.023499999999999965,9->19,0.5235
ta,10,11,1620,1530,3150,0.5142857142857142,0.014285714285714235,10->11,0.5142857142857142
ta,10,12,1559,1591,3150,0.4949206349206349,0.005079365079365072,12->10,0.505079365079365
ta,10,13,1637,1513,3150,0.5196825396825396,0.019682539682539635,10->13,0.5196825396825396
ta,10,14,1581,1569,3150,0.5019047619047619,0.0019047619047618536,10->14,0.5019047619047619
ta,10,15,1051,949,2000,0.5255,0.025499999999999967,10->15,0.5255
ta,10,16,1007,993,2000,0.5035,0.0034999999999999476,10->16,0.5035
ta,10,17,1015,985,2000,0.5075,0.007499999999999951,10->17,0.5075
ta,10,18,1019,981,2000,0.5095,0.009499999999999953,10->18,0.5095
ta,10,19,1018,982,2000,0.509,0.009000000000000008,10->19,0.509
ta,11,12,1522,1628,3150,0.4831746031746032,0.0168253968253968,12->11,0.5168253968253969
ta,11,13,1554,1596,3150,0.49333333333333335,0.006666666666666654,13->11,0.5066666666666666
ta,11,14,1531,1619,3150,0.48603174603174604,0.013968253968253963,14->11,0.513968253968254
ta,11,15,1028,972,2000,0.514,0.014000000000000012,11->15,0.514
ta,11,16,1030,970,2000,0.515,0.015000000000000013,11->16,0.515
ta,11,17,1013,987,2000,0.5065,0.00649999999999995,11->17,0.5065
ta,11,18,986,1014,2000,0.493,0.007000000000000006,18->11,0.507
ta,11,19,989,1011,2000,0.4945,0.005500000000000005,19->11,0.5055000000000001
ta,12,13,1615,1535,3150,0.5126984126984127,0.012698412698412653,12->13,0.5126984126984127
ta,12,14,1564,1586,3150,0.4965079365079365,0.0034920634920634908,14->12,0.5034920634920634
ta,12,15,1009,991,2000,0.5045,0.0044999999999999485,12->15,0.5045
ta,12,16,1007,993,2000,0.5035,0.0034999999999999476,12->16,0.5035
ta,12,17,997,1003,2000,0.4985,0.0015000000000000013,17->12,0.5015000000000001
ta,12,18,1014,986,2000,0.507,0.007000000000000006,12->18,0.507
ta,12,19,994,1006,2000,0.497,0.0030000000000000027,19->12,0.503
ta,13,14,1558,1592,3150,0.4946031746031746,0.0053968253968254,14->13,0.5053968253968254
ta,13,15,1007,993,2000,0.5035,0.0034999999999999476,13->15,0.5035
ta,13,16,1007,993,2000,0.5035,0.0034999999999999476,13->16,0.5035
ta,13,17,1000,1000,2000,0.5,0.0,13->17,0.5
ta,13,18,996,1004,2000,0.498,0.0020000000000000018,18->13,0.502
ta,13,19,1004,996,2000,0.502,0.0020000000000000018,13->19,0.502
ta,14,15,1017,983,2000,0.5085,0.008499999999999952,14->15,0.5085
ta,14,16,1015,985,2000,0.5075,0.007499999999999951,14->16,0.5075
ta,14,17,979,1021,2000,0.4895,0.01050000000000001,17->14,0.5105
ta,14,18,986,1014,2000,0.493,0.007000000000000006,18->14,0.507
ta,14,19,988,1012,2000,0.494,0.006000000000000005,19->14,0.506
ta,15,16,999,1001,2000,0.4995,0.0005000000000000004,16->15,0.5005
ta,15,17,983,1017,2000,0.4915,0.008500000000000008,17->15,0.5085
ta,15,18,980,1020,2000,0.49,0.010000000000000009,18->15,0.51
ta,15,19,978,1022,2000,0.489,0.01100000000000001,19->15,0.511
ta,16,17,975,1025,2000,0.4875,0.012500000000000011,17->16,0.5125
ta,16,18,994,1006,2000,0.497,0.0030000000000000027,18->16,0.503
ta,16,19,995,1005,2000,0.4975,0.0025000000000000022,19->16,0.5025
ta,17,18,999,1001,2000,0.4995,0.0005000000000000004,18->17,0.5005
ta,17,19,984,1016,2000,0.492,0.008000000000000007,19->17,0.508
ta,18,19,1014,986,2000,0.507,0.007000000000000006,18->19,0.507
yn,0,1,41,39,80,0.5125,0.012499999999999956,0->1,0.5125
yn,0,2,34,46,80,0.425,0.07500000000000001,2->0,0.575
yn,0,3,43,37,80,0.5375,0.03749999999999998,0->3,0.5375
yn,0,4,34,46,80,0.425,0.07500000000000001,4->0,0.575
yn,0,5,38,42,80,0.475,0.025000000000000022,5->0,0.525
yn,0,6,37,43,80,0.4625,0.03749999999999998,6->0,0.5375
yn,0,7,34,46,80,0.425,0.07500000000000001,7->0,0.575
yn,0,8,39,41,80,0.4875,0.012500000000000011,8->0,0.5125
yn,0,9,45,35,80,0.5625,0.0625,0->9,0.5625
yn,0,10,43,37,80,0.5375,0.03749999999999998,0->10,0.5375
yn,0,11,39,41,80,0.4875,0.012500000000000011,11->0,0.5125
yn,0,12,44,36,80,0.55,0.050000000000000044,0->12,0.55
yn,0,13,37,43,80,0.4625,0.03749999999999998,13->0,0.5375
yn,0,14,45,35,80,0.5625,0.0625,0->14,0.5625
yn,0,15,45,35,80,0.5625,0.0625,0->15,0.5625
yn,0,16,32,48,80,0.4,0.09999999999999998,16->0,0.6
yn,0,17,36,44,80,0.45,0.04999999999999999,17->0,0.55
yn,0,18,43,37,80,0.5375,0.03749999999999998,0->18,0.5375
yn,0,19,49,31,80,0.6125,0.11250000000000004,0->19,0.6125
yn,1,2,34,46,80,0.425,0.07500000000000001,2->1,0.575
yn,1,3,35,45,80,0.4375,0.0625,3->1,0.5625
yn,1,4,42,38,80,0.525,0.025000000000000022,1->4,0.525
yn,1,5,44,36,80,0.55,0.050000000000000044,1->5,0.55
yn,1,6,35,45,80,0.4375,0.0625,6->1,0.5625
yn,1,7,37,43,80,0.4625,0.03749999999999998,7->1,0.5375
yn,1,8,44,36,80,0.55,0.050000000000000044,1->8,0.55
yn,1,9,42,38,80,0.525,0.025000000000000022,1->9,0.525
yn,1,10,42,38,80,0.525,0.025000000000000022,1->10,0.525
yn,1,11,47,33,80,0.5875,0.08750000000000002,1->11,0.5875
yn,1,12,49,31,80,0.6125,0.11250000000000004,1->12,0.6125
yn,1,13,32,48,80,0.4,0.09999999999999998,13->1,0.6
yn,1,14,40,40,80,0.5,0.0,1->14,0.5
yn,1,15,45,35,80,0.5625,0.0625,1->15,0.5625
yn,1,16,40,40,80,0.5,0.0,1->16,0.5
yn,1,17,40,40,80,0.5,0.0,1->17,0.5
yn,1,18,41,39,80,0.5125,0.012499999999999956,1->18,0.5125
yn,1,19,57,23,80,0.7125,0.21250000000000002,1->19,0.7125
yn,2,3,38,42,80,0.475,0.025000000000000022,3->2,0.525
yn,2,4,38,42,80,0.475,0.025000000000000022,4->2,0.525
yn,2,5,42,38,80,0.525,0.025000000000000022,2->5,0.525
yn,2,6,33,47,80,0.4125,0.08750000000000002,6->2,0.5875
yn,2,7,35,45,80,0.4375,0.0625,7->2,0.5625
yn,2,8,44,36,80,0.55,0.050000000000000044,2->8,0.55
yn,2,9,38,42,80,0.475,0.025000000000000022,9->2,0.525
yn,2,10,38,42,80,0.475,0.025000000000000022,10->2,0.525
yn,2,11,51,29,80,0.6375,0.13749999999999996,2->11,0.6375
yn,2,12,50,30,80,0.625,0.125,2->12,0.625
yn,2,13,39,41,80,0.4875,0.012500000000000011,13->2,0.5125
yn,2,14,49,31,80,0.6125,0.11250000000000004,2->14,0.6125
yn,2,15,46,34,80,0.575,0.07499999999999996,2->15,0.575
yn,2,16,37,43,80,0.4625,0.03749999999999998,16->2,0.5375
yn,2,17,43,37,80,0.5375,0.03749999999999998,2->17,0.5375
yn,2,18,45,35,80,0.5625,0.0625,2->18,0.5625
yn,2,19,55,25,80,0.6875,0.1875,2->19,0.6875
yn,3,4,42,38,80,0.525,0.025000000000000022,3->4,0.525
yn,3,5,47,33,80,0.5875,0.08750000000000002,3->5,0.5875
yn,3,6,43,37,80,0.5375,0.03749999999999998,3->6,0.5375
yn,3,7,35,45,80,0.4375,0.0625,7->3,0.5625
yn,3,8,43,37,80,0.5375,0.03749999999999998,3->8,0.5375
yn,3,9,47,33,80,0.5875,0.08750000000000002,3->9,0.5875
yn,3,10,39,41,80,0.4875,0.012500000000000011,10->3,0.5125
yn,3,11,46,34,80,0.575,0.07499999999999996,3->11,0.575
yn,3,12,46,34,80,0.575,0.07499999999999996,3->12,0.575
yn,3,13,32,48,80,0.4,0.09999999999999998,13->3,0.6
yn,3,14,48,32,80,0.6,0.09999999999999998,3->14,0.6
yn,3,15,49,31,80,0.6125,0.11250000000000004,3->15,0.6125
yn,3,16,35,45,80,0.4375,0.0625,16->3,0.5625
yn,3,17,40,40,80,0.5,0.0,3->17,0.5
yn,3,18,46,34,80,0.575,0.07499999999999996,3->18,0.575
yn,3,19,47,33,80,0.5875,0.08750000000000002,3->19,0.5875
yn,4,5,40,40,80,0.5,0.0,4->5,0.5
yn,4,6,37,43,80,0.4625,0.03749999999999998,6->4,0.5375
yn,4,7,34,46,80,0.425,0.07500000000000001,7->4,0.575
yn,4,8,41,39,80,0.5125,0.012499999999999956,4->8,0.5125
yn,4,9,40,40,80,0.5,0.0,4->9,0.5
yn,4,10,41,39,80,0.5125,0.012499999999999956,4->10,0.5125
yn,4,11,40,40,80,0.5,0.0,4->11,0.5
yn,4,12,42,38,80,0.525,0.025000000000000022,4->12,0.525
yn,4,13,35,45,80,0.4375,0.0625,13->4,0.5625
yn,4,14,43,37,80,0.5375,0.03749999999999998,4->14,0.5375
yn,4,15,45,35,80,0.5625,0.0625,4->15,0.5625
yn,4,16,36,44,80,0.45,0.04999999999999999,16->4,0.55
yn,4,17,39,41,80,0.4875,0.012500000000000011,17->4,0.5125
yn,4,18,42,38,80,0.525,0.025000000000000022,4->18,0.525
yn,4,19,47,33,80,0.5875,0.08750000000000002,4->19,0.5875
yn,5,6,33,47,80,0.4125,0.08750000000000002,6->5,0.5875
yn,5,7,37,43,80,0.4625,0.03749999999999998,7->5,0.5375
yn,5,8,41,39,80,0.5125,0.012499999999999956,5->8,0.5125
yn,5,9,43,37,80,0.5375,0.03749999999999998,5->9,0.5375
yn,5,10,42,38,80,0.525,0.025000000000000022,5->10,0.525
yn,5,11,46,34,80,0.575,0.07499999999999996,5->11,0.575
yn,5,12,40,40,80,0.5,0.0,5->12,0.5
yn,5,13,31,49,80,0.3875,0.11249999999999999,13->5,0.6125
yn,5,14,44,36,80,0.55,0.050000000000000044,5->14,0.55
yn,5,15,44,36,80,0.55,0.050000000000000044,5->15,0.55
yn,5,16,41,39,80,0.5125,0.012499999999999956,5->16,0.5125
yn,5,17,37,43,80,0.4625,0.03749999999999998,17->5,0.5375
yn,5,18,42,38,80,0.525,0.025000000000000022,5->18,0.525
yn,5,19,52,28,80,0.65,0.15000000000000002,5->19,0.65
yn,6,7,44,36,80,0.55,0.050000000000000044,6->7,0.55
yn,6,8,42,38,80,0.525,0.025000000000000022,6->8,0.525
yn,6,9,49,31,80,0.6125,0.11250000000000004,6->9,0.6125
yn,6,10,45,35,80,0.5625,0.0625,6->10,0.5625
yn,6,11,50,30,80,0.625,0.125,6->11,0.625
yn,6,12,46,34,80,0.575,0.07499999999999996,6->12,0.575
yn,6,13,33,47,80,0.4125,0.08750000000000002,13->6,0.5875
yn,6,14,43,37,80,0.5375,0.03749999999999998,6->14,0.5375
yn,6,15,46,34,80,0.575,0.07499999999999996,6->15,0.575
yn,6,16,41,39,80,0.5125,0.012499999999999956,6->16,0.5125
yn,6,17,39,41,80,0.4875,0.012500000000000011,17->6,0.5125
yn,6,18,46,34,80,0.575,0.07499999999999996,6->18,0.575
yn,6,19,61,19,80,0.7625,0.26249999999999996,6->19,0.7625
yn,7,8,51,29,80,0.6375,0.13749999999999996,7->8,0.6375
yn,7,9,49,31,80,0.6125,0.11250000000000004,7->9,0.6125
yn,7,10,45,35,80,0.5625,0.0625,7->10,0.5625
yn,7,11,47,33,80,0.5875,0.08750000000000002,7->11,0.5875
yn,7,12,47,33,80,0.5875,0.08750000000000002,7->12,0.5875
yn,7,13,33,47,80,0.4125,0.08750000000000002,13->7,0.5875
yn,7,14,51,29,80,0.6375,0.13749999999999996,7->14,0.6375
yn,7,15,48,32,80,0.6,0.09999999999999998,7->15,0.6
yn,7,16,43,37,80,0.5375,0.03749999999999998,7->16,0.5375
yn,7,17,40,40,80,0.5,0.0,7->17,0.5
yn,7,18,50,30,80,0.625,0.125,7->18,0.625
yn,7,19,57,23,80,0.7125,0.21250000000000002,7->19,0.7125
yn,8,9,40,40,80,0.5,0.0,8->9,0.5
yn,8,10,40,40,80,0.5,0.0,8->10,0.5
yn,8,11,44,36,80,0.55,0.050000000000000044,8->11,0.55
yn,8,12,38,42,80,0.475,0.025000000000000022,12->8,0.525
yn,8,13,27,53,80,0.3375,0.16249999999999998,13->8,0.6625
yn,8,14,39,41,80,0.4875,0.012500000000000011,14->8,0.5125
yn,8,15,37,43,80,0.4625,0.03749999999999998,15->8,0.5375
yn,8,16,35,45,80,0.4375,0.0625,16->8,0.5625
yn,8,17,33,47,80,0.4125,0.08750000000000002,17->8,0.5875
yn,8,18,43,37,80,0.5375,0.03749999999999998,8->18,0.5375
yn,8,19,50,30,80,0.625,0.125,8->19,0.625
yn,9,10,38,42,80,0.475,0.025000000000000022,10->9,0.525
yn,9,11,45,35,80,0.5625,0.0625,9->11,0.5625
yn,9,12,44,36,80,0.55,0.050000000000000044,9->12,0.55
yn,9,13,30,50,80,0.375,0.125,13->9,0.625
yn,9,14,44,36,80,0.55,0.050000000000000044,9->14,0.55
yn,9,15,41,39,80,0.5125,0.012499999999999956,9->15,0.5125
yn,9,16,37,43,80,0.4625,0.03749999999999998,16->9,0.5375
yn,9,17,36,44,80,0.45,0.04999999999999999,17->9,0.55
