family,position,machine,count,jobs,total_jobs,frequency
swv,5,3,37,700,700,0.05285714285714286
swv,5,4,41,700,700,0.05857142857142857
swv,5,5,116,700,700,0.1657142857142857
swv,5,6,85,700,700,0.12142857142857143
swv,5,7,112,700,700,0.16
swv,5,8,96,700,700,0.13714285714285715
swv,5,9,96,700,700,0.13714285714285715
swv,5,10,0,100,700,0.0
swv,5,11,0,100,700,0.0
swv,5,12,0,100,700,0.0
swv,5,13,0,100,700,0.0
swv,5,14,0,100,700,0.0
swv,6,0,38,700,700,0.054285714285714284
swv,6,1,35,700,700,0.05
swv,6,2,37,700,700,0.05285714285714286
swv,6,3,38,700,700,0.054285714285714284
swv,6,4,46,700,700,0.06571428571428571
swv,6,5,121,700,700,0.17285714285714285
swv,6,6,102,700,700,0.1457142857142857
swv,6,7,110,700,700,0.15714285714285714
swv,6,8,87,700,700,0.12428571428571429
swv,6,9,86,700,700,0.12285714285714286
swv,6,10,0,100,700,0.0
swv,6,11,0,100,700,0.0
swv,6,12,0,100,700,0.0
swv,6,13,0,100,700,0.0
swv,6,14,0,100,700,0.0
swv,7,0,22,700,700,0.03142857142857143
swv,7,1,21,700,700,0.03
swv,7,2,19,700,700,0.027142857142857142
swv,7,3,30,700,700,0.04285714285714286
swv,7,4,35,700,700,0.05
swv,7,5,103,700,700,0.14714285714285713
swv,7,6,83,700,700,0.11857142857142858
swv,7,7,103,700,700,0.14714285714285713
swv,7,8,105,700,700,0.15
swv,7,9,121,700,700,0.17285714285714285
swv,7,10,13,100,700,0.018571428571428572
swv,7,11,5,100,700,0.007142857142857143
swv,7,12,10,100,700,0.014285714285714285
swv,7,13,13,100,700,0.018571428571428572
swv,7,14,17,100,700,0.024285714285714285
swv,8,0,18,700,700,0.025714285714285714
swv,8,1,28,700,700,0.04
swv,8,2,27,700,700,0.03857142857142857
swv,8,3,24,700,700,0.03428571428571429
swv,8,4,28,700,700,0.04
swv,8,5,89,700,700,0.12714285714285714
swv,8,6,113,700,700,0.16142857142857142
swv,8,7,93,700,700,0.13285714285714287
swv,8,8,114,700,700,0.16285714285714287
swv,8,9,101,700,700,0.1442857142857143
swv,8,10,12,100,700,0.017142857142857144
swv,8,11,12,100,700,0.017142857142857144
swv,8,12,14,100,700,0.02
swv,8,13,11,100,700,0.015714285714285715
swv,8,14,16,100,700,0.022857142857142857
swv,9,0,28,700,700,0.04
swv,9,1,22,700,700,0.03142857142857143
swv,9,2,24,700,700,0.03428571428571429
swv,9,3,24,700,700,0.03428571428571429
swv,9,4,30,700,700,0.04285714285714286
swv,9,5,84,700,700,0.12
swv,9,6,102,700,700,0.1457142857142857
swv,9,7,94,700,700,0.13428571428571429
swv,9,8,119,700,700,0.17
swv,9,9,111,700,700,0.15857142857142856
swv,9,10,14,100,700,0.02
swv,9,11,16,100,700,0.022857142857142857
swv,9,12,19,100,700,0.027142857142857142
swv,9,13,9,100,700,0.012857142857142857
swv,9,14,4,100,700,0.005714285714285714
swv,10,0,0,100,700,0.0
swv,10,1,0,100,700,0.0
swv,10,2,0,100,700,0.0
swv,10,3,0,100,700,0.0
swv,10,4,0,100,700,0.0
swv,10,5,0,100,700,0.0
swv,10,6,0,100,700,0.0
swv,10,7,7,100,700,0.01
swv,10,8,13,100,700,0.018571428571428572
swv,10,9,13,100,700,0.018571428571428572
swv,10,10,18,100,700,0.025714285714285714
swv,10,11,10,100,700,0.014285714285714285
swv,10,12,11,100,700,0.015714285714285715
swv,10,13,13,100,700,0.018571428571428572
swv,10,14,15,100,700,0.02142857142857143
swv,11,0,0,100,700,0.0
swv,11,1,0,100,700,0.0
swv,11,2,0,100,700,0.0
swv,11,3,0,100,700,0.0
swv,11,4,0,100,700,0.0
swv,11,5,0,100,700,0.0
swv,11,6,0,100,700,0.0
swv,11,7,11,100,700,0.015714285714285715
swv,11,8,11,100,700,0.015714285714285715
swv,11,9,11,100,700,0.015714285714285715
swv,11,10,8,100,700,0.011428571428571429
swv,11,11,16,100,700,0.022857142857142857
swv,11,12,10,100,700,0.014285714285714285
swv,11,13,19,100,700,0.027142857142857142
swv,11,14,14,100,700,0.02
swv,12,0,0,100,700,0.0
swv,12,1,0,100,700,0.0
swv,12,2,0,100,700,0.0
swv,12,3,0,100,700,0.0
swv,12,4,0,100,700,0.0
swv,12,5,0,100,700,0.0
swv,12,6,0,100,700,0.0
swv,12,7,18,100,700,0.025714285714285714
swv,12,8,13,100,700,0.018571428571428572
swv,12,9,11,100,700,0.015714285714285715
swv,12,10,12,100,700,0.017142857142857144
swv,12,11,12,100,700,0.017142857142857144
swv,12,12,13,100,700,0.018571428571428572
swv,12,13,9,100,700,0.012857142857142857
swv,12,14,12,100,700,0.017142857142857144
swv,13,0,0,100,700,0.0
swv,13,1,0,100,700,0.0
swv,13,2,0,100,700,0.0
swv,13,3,0,100,700,0.0
swv,13,4,0,100,700,0.0
swv,13,5,0,100,700,0.0
swv,13,6,0,100,700,0.0
swv,13,7,15,100,700,0.02142857142857143
swv,13,8,11,100,700,0.015714285714285715
swv,13,9,14,100,700,0.02
swv,13,10,10,100,700,0.014285714285714285
swv,13,11,14,100,700,0.02
swv,13,12,10,100,700,0.014285714285714285
swv,13,13,16,100,700,0.022857142857142857
swv,13,14,10,100,700,0.014285714285714285
swv,14,0,0,100,700,0.0
swv,14,1,0,100,700,0.0
swv,14,2,0,100,700,0.0
swv,14,3,0,100,700,0.0
swv,14,4,0,100,700,0.0
swv,14,5,0,100,700,0.0
swv,14,6,0,100,700,0.0
swv,14,7,14,100,700,0.02
swv,14,8,10,100,700,0.014285714285714285
swv,14,9,13,100,700,0.018571428571428572
swv,14,10,13,100,700,0.018571428571428572
swv,14,11,15,100,700,0.02142857142857143
swv,14,12,13,100,700,0.018571428571428572
swv,14,13,10,100,700,0.014285714285714285
swv,14,14,12,100,700,0.017142857142857144
ta,0,0,149,3150,3150,0.0473015873015873
ta,0,1,168,3150,3150,0.05333333333333334
ta,0,2,192,3150,3150,0.06095238095238095
ta,0,3,156,3150,3150,0.049523809523809526
ta,0,4,165,3150,3150,0.05238095238095238
ta,0,5,181,3150,3150,0.05746031746031746
ta,0,6,170,3150,3150,0.05396825396825397
ta,0,7,205,3150,3150,0.06507936507936508
ta,0,8,180,3150,3150,0.05714285714285714
ta,0,9,185,3150,3150,0.05873015873015873
ta,0,10,204,3150,3150,0.06476190476190476
ta,0,11,186,3150,3150,0.05904761904761905
ta,0,12,190,3150,3150,0.06031746031746032
ta,0,13,162,3150,3150,0.05142857142857143
ta,0,14,163,3150,3150,0.05174603174603175
ta,0,15,95,2000,3150,0.03015873015873016
ta,0,16,99,2000,3150,0.03142857142857143
ta,0,17,117,2000,3150,0.037142857142857144
ta,0,18,94,2000,3150,0.029841269841269842
ta,0,19,89,2000,3150,0.028253968253968254
ta,1,0,175,3150,3150,0.05555555555555555
ta,1,1,159,3150,3150,0.05047619047619047
ta,1,2,199,3150,3150,0.06317460317460317
ta,1,3,196,3150,3150,0.06222222222222222
ta,1,4,171,3150,3150,0.054285714285714284
ta,1,5,168,3150,3150,0.05333333333333334
ta,1,6,171,3150,3150,0.054285714285714284
ta,1,7,170,3150,3150,0.05396825396825397
ta,1,8,203,3150,3150,0.06444444444444444
ta,1,9,159,3150,3150,0.05047619047619047
ta,1,10,166,3150,3150,0.052698412698412696
ta,1,11,181,3150,3150,0.05746031746031746
ta,1,12,178,3150,3150,0.05650793650793651
ta,1,13,183,3150,3150,0.058095238095238096
ta,1,14,178,3150,3150,0.05650793650793651
ta,1,15,109,2000,3150,0.0346031746031746
ta,1,16,86,2000,3150,0.027301587301587302
ta,1,17,93,2000,3150,0.029523809523809525
ta,1,18,104,2000,3150,0.03301587301587302
ta,1,19,101,2000,3150,0.032063492063492065
ta,2,0,148,3150,3150,0.04698412698412698
ta,2,1,197,3150,3150,0.06253968253968253
ta,2,2,162,3150,3150,0.05142857142857143
ta,2,3,180,3150,3150,0.05714285714285714
ta,2,4,192,3150,3150,0.06095238095238095
ta,2,5,187,3150,3150,0.059365079365079364
ta,2,6,166,3150,3150,0.052698412698412696
ta,2,7,174,3150,3150,0.05523809523809524
ta,2,8,179,3150,3150,0.05682539682539683
ta,2,9,180,3150,3150,0.05714285714285714
ta,2,10,182,3150,3150,0.057777777777777775
ta,2,11,165,3150,3150,0.05238095238095238
ta,2,12,176,3150,3150,0.05587301587301587
ta,2,13,159,3150,3150,0.05047619047619047
ta,2,14,180,3150,3150,0.05714285714285714
ta,2,15,89,2000,3150,0.028253968253968254
ta,2,16,109,2000,3150,0.0346031746031746
ta,2,17,111,2000,3150,0.035238095238095235
ta,2,18,106,2000,3150,0.03365079365079365
ta,2,19,108,2000,3150,0.03428571428571429
ta,3,0,185,3150,3150,0.05873015873015873
ta,3,1,147,3150,3150,0.04666666666666667
ta,3,2,161,3150,3150,0.051111111111111114
ta,3,3,161,3150,3150,0.051111111111111114
ta,3,4,189,3150,3150,0.06
ta,3,5,202,3150,3150,0.06412698412698413
ta,3,6,165,3150,3150,0.05238095238095238
ta,3,7,199,3150,3150,0.06317460317460317
ta,3,8,181,3150,3150,0.05746031746031746
ta,3,9,163,3150,3150,0.05174603174603175
ta,3,10,186,3150,3150,0.05904761904761905
ta,3,11,182,3150,3150,0.057777777777777775
ta,3,12,175,3150,3150,0.05555555555555555
ta,3,13,178,3150,3150,0.05650793650793651
ta,3,14,188,3150,3150,0.059682539682539684
ta,3,15,85,2000,3150,0.026984126984126985
ta,3,16,91,2000,3150,0.028888888888888888
ta,3,17,96,2000,3150,0.030476190476190476
ta,3,18,103,2000,3150,0.0326984126984127
ta,3,19,113,2000,3150,0.035873015873015876
ta,4,0,172,3150,3150,0.054603174603174605
ta,4,1,182,3150,3150,0.057777777777777775
ta,4,2,182,3150,3150,0.057777777777777775
ta,4,3,191,3150,3150,0.06063492063492063
ta,4,4,182,3150,3150,0.057777777777777775
ta,4,5,187,3150,3150,0.059365079365079364
ta,4,6,180,3150,3150,0.05714285714285714
ta,4,7,192,3150,3150,0.06095238095238095
ta,4,8,169,3150,3150,0.05365079365079365
ta,4,9,178,3150,3150,0.05650793650793651
ta,4,10,174,3150,3150,0.05523809523809524
ta,4,11,169,3150,3150,0.05365079365079365
ta,4,12,167,3150,3150,0.053015873015873016
ta,4,13,163,3150,3150,0.05174603174603175
ta,4,14,172,3150,3150,0.054603174603174605
ta,4,15,89,2000,3150,0.028253968253968254
ta,4,16,96,2000,3150,0.030476190476190476
ta,4,17,98,2000,3150,0.03111111111111111
ta,4,18,107,2000,3150,0.03396825396825397
ta,4,19,100,2000,3150,0.031746031746031744
ta,5,0,188,3150,3150,0.059682539682539684
ta,5,1,177,3150,3150,0.05619047619047619
ta,5,2,176,3150,3150,0.05587301587301587
ta,5,3,164,3150,3150,0.05206349206349206
ta,5,4,174,3150,3150,0.05523809523809524
ta,5,5,187,3150,3150,0.059365079365079364
ta,5,6,183,3150,3150,0.058095238095238096
ta,5,7,187,3150,3150,0.059365079365079364
ta,5,8,179,3150,3150,0.05682539682539683
ta,5,9,196,3150,3150,0.06222222222222222
ta,5,10,168,3150,3150,0.05333333333333334
ta,5,11,160,3150,3150,0.050793650793650794
ta,5,12,173,3150,3150,0.05492063492063492
ta,5,13,179,3150,3150,0.05682539682539683
ta,5,14,186,3150,3150,0.05904761904761905
ta,5,15,90,2000,3150,0.02857142857142857
ta,5,16,112,2000,3150,0.035555555555555556
ta,5,17,88,2000,3150,0.027936507936507936
ta,5,18,97,2000,3150,0.030793650793650793
ta,5,19,86,2000,3150,0.027301587301587302
ta,6,0,182,3150,3150,0.057777777777777775
ta,6,1,162,3150,3150,0.05142857142857143
ta,6,2,183,3150,3150,0.058095238095238096
ta,6,3,157,3150,3150,0.04984126984126984
ta,6,4,172,3150,3150,0.054603174603174605
ta,6,5,187,3150,3150,0.059365079365079364
ta,6,6,189,3150,3150,0.06
ta,6,7,156,3150,3150,0.049523809523809526
ta,6,8,168,3150,3150,0.05333333333333334
ta,6,9,163,3150,3150,0.05174603174603175
ta,6,10,179,3150,3150,0.05682539682539683
ta,6,11,152,3150,3150,0.04825396825396826
ta,6,12,203,3150,3150,0.06444444444444444
ta,6,13,190,3150,3150,0.06031746031746032
ta,6,14,191,3150,3150,0.06063492063492063
ta,6,15,113,2000,3150,0.035873015873015876
ta,6,16,108,2000,3150,0.03428571428571429
ta,6,17,88,2000,3150,0.027936507936507936
ta,6,18,98,2000,3150,0.03111111111111111
ta,6,19,109,2000,3150,0.0346031746031746
ta,7,0,189,3150,3150,0.06
ta,7,1,187,3150,3150,0.059365079365079364
ta,7,2,147,3150,3150,0.04666666666666667
ta,7,3,159,3150,3150,0.05047619047619047
ta,7,4,186,3150,3150,0.05904761904761905
ta,7,5,167,3150,3150,0.053015873015873016
ta,7,6,185,3150,3150,0.05873015873015873
ta,7,7,194,3150,3150,0.061587301587301586
ta,7,8,167,3150,3150,0.053015873015873016
ta,7,9,199,3150,3150,0.06317460317460317
ta,7,10,177,3150,3150,0.05619047619047619
ta,7,11,168,3150,3150,0.05333333333333334
ta,7,12,160,3150,3150,0.050793650793650794
ta,7,13,174,3150,3150,0.05523809523809524
ta,7,14,182,3150,3150,0.057777777777777775
ta,7,15,85,2000,3150,0.026984126984126985
ta,7,16,96,2000,3150,0.030476190476190476
ta,7,17,102,2000,3150,0.03238095238095238
ta,7,18,108,2000,3150,0.03428571428571429
ta,7,19,118,2000,3150,0.03746031746031746
ta,8,0,194,3150,3150,0.061587301587301586
ta,8,1,162,3150,3150,0.05142857142857143
ta,8,2,187,3150,3150,0.059365079365079364
ta,8,3,182,3150,3150,0.057777777777777775
ta,8,4,175,3150,3150,0.05555555555555555
ta,8,5,169,3150,3150,0.05365079365079365
ta,8,6,170,3150,3150,0.05396825396825397
ta,8,7,174,3150,3150,0.05523809523809524
ta,8,8,169,3150,3150,0.05365079365079365
ta,8,9,200,3150,3150,0.06349206349206349
ta,8,10,156,3150,3150,0.049523809523809526
ta,8,11,175,3150,3150,0.05555555555555555
ta,8,12,195,3150,3150,0.06190476190476191
ta,8,13,176,3150,3150,0.05587301587301587
ta,8,14,184,3150,3150,0.058412698412698416
ta,8,15,98,2000,3150,0.03111111111111111
ta,8,16,110,2000,3150,0.03492063492063492
ta,8,17,93,2000,3150,0.029523809523809525
ta,8,18,91,2000,3150,0.028888888888888888
ta,8,19,90,2000,3150,0.02857142857142857
ta,9,0,168,3150,3150,0.05333333333333334
ta,9,1,177,3150,3150,0.05619047619047619
ta,9,2,183,3150,3150,0.058095238095238096
ta,9,3,175,3150,3150,0.05555555555555555
ta,9,4,172,3150,3150,0.054603174603174605
ta,9,5,182,3150,3150,0.057777777777777775
ta,9,6,183,3150,3150,0.058095238095238096
ta,9,7,162,3150,3150,0.05142857142857143
ta,9,8,174,3150,3150,0.05523809523809524
ta,9,9,189,3150,3150,0.06
ta,9,10,190,3150,3150,0.06031746031746032
ta,9,11,182,3150,3150,0.057777777777777775
ta,9,12,182,3150,3150,0.057777777777777775
ta,9,13,178,3150,3150,0.05650793650793651
ta,9,14,170,3150,3150,0.05396825396825397
ta,9,15,103,2000,3150,0.0326984126984127
ta,9,16,105,2000,3150,0.03333333333333333
ta,9,17,93,2000,3150,0.029523809523809525
ta,9,18,89,2000,3150,0.028253968253968254
ta,9,19,93,2000,3150,0.029523809523809525
ta,10,0,172,3150,3150,0.054603174603174605
ta,10,1,186,3150,3150,0.05904761904761905
ta,10,2,173,3150,3150,0.05492063492063492
ta,10,3,166,3150,3150,0.052698412698412696
ta,10,4,154,3150,3150,0.04888888888888889
ta,10,5,157,3150,3150,0.04984126984126984
ta,10,6,167,3150,3150,0.053015873015873016
ta,10,7,185,3150,3150,0.05873015873015873
ta,10,8,194,3150,3150,0.061587301587301586
ta,10,9,171,3150,3150,0.054285714285714284
ta,10,10,196,3150,3150,0.06222222222222222
ta,10,11,169,3150,3150,0.05365079365079365
ta,10,12,171,3150,3150,0.054285714285714284
ta,10,13,199,3150,3150,0.06317460317460317
ta,10,14,161,3150,3150,0.051111111111111114
ta,10,15,97,2000,3150,0.030793650793650793
ta,10,16,95,2000,3150,0.03015873015873016
ta,10,17,123,2000,3150,0.039047619047619046
ta,10,18,106,2000,3150,0.03365079365079365
ta,10,19,108,2000,3150,0.03428571428571429
ta,11,0,176,3150,3150,0.05587301587301587
ta,11,1,197,3150,3150,0.06253968253968253
ta,11,2,183,3150,3150,0.058095238095238096
ta,11,3,187,3150,3150,0.059365079365079364
ta,11,4,174,3150,3150,0.05523809523809524
ta,11,5,169,3150,3150,0.05365079365079365
ta,11,6,184,3150,3150,0.058412698412698416
ta,11,7,164,3150,3150,0.05206349206349206
ta,11,8,148,3150,3150,0.04698412698412698
ta,11,9,186,3150,3150,0.05904761904761905
ta,11,10,180,3150,3150,0.05714285714285714
ta,11,11,167,3150,3150,0.053015873015873016
ta,11,12,181,3150,3150,0.05746031746031746
ta,11,13,171,3150,3150,0.054285714285714284
ta,11,14,194,3150,3150,0.061587301587301586
ta,11,15,115,2000,3150,0.03650793650793651
ta,11,16,83,2000,3150,0.026349206349206348
ta,11,17,97,2000,3150,0.030793650793650793
ta,11,18,107,2000,3150,0.03396825396825397
ta,11,19,87,2000,3150,0.02761904761904762
ta,12,0,160,3150,3150,0.050793650793650794
ta,12,1,178,3150,3150,0.05650793650793651
ta,12,2,165,3150,3150,0.05238095238095238
ta,12,3,202,3150,3150,0.06412698412698413
ta,12,4,189,3150,3150,0.06
ta,12,5,187,3150,3150,0.059365079365079364
ta,12,6,161,3150,3150,0.051111111111111114
ta,12,7,167,3150,3150,0.053015873015873016
ta,12,8,171,3150,3150,0.054285714285714284
ta,12,9,184,3150,3150,0.058412698412698416
ta,12,10,170,3150,3150,0.05396825396825397
ta,12,11,210,3150,3150,0.06666666666666667
ta,12,12,155,3150,3150,0.049206349206349205
ta,12,13,177,3150,3150,0.05619047619047619
ta,12,14,179,3150,3150,0.05682539682539683
ta,12,15,105,2000,3150,0.03333333333333333
ta,12,16,83,2000,3150,0.026349206349206348
ta,12,17,108,2000,3150,0.03428571428571429
ta,12,18,98,2000,3150,0.03111111111111111
ta,12,19,101,2000,3150,0.032063492063492065
ta,13,0,184,3150,3150,0.058412698412698416
ta,13,1,170,3150,3150,0.05396825396825397
ta,13,2,173,3150,3150,0.05492063492063492
ta,13,3,181,3150,3150,0.05746031746031746
ta,13,4,169,3150,3150,0.05365079365079365
ta,13,5,161,3150,3150,0.051111111111111114
ta,13,6,193,3150,3150,0.06126984126984127
ta,13,7,165,3150,3150,0.05238095238095238
ta,13,8,201,3150,3150,0.06380952380952382
ta,13,9,158,3150,3150,0.05015873015873016
ta,13,10,177,3150,3150,0.05619047619047619
ta,13,11,168,3150,3150,0.05333333333333334
ta,13,12,179,3150,3150,0.05682539682539683
ta,13,13,196,3150,3150,0.06222222222222222
ta,13,14,162,3150,3150,0.05142857142857143
ta,13,15,108,2000,3150,0.03428571428571429
ta,13,16,113,2000,3150,0.035873015873015876
ta,13,17,112,2000,3150,0.035555555555555556
ta,13,18,91,2000,3150,0.028888888888888888
ta,13,19,89,2000,3150,0.028253968253968254
ta,14,0,198,3150,3150,0.06285714285714286
ta,14,1,184,3150,3150,0.058412698412698416
ta,14,2,196,3150,3150,0.06222222222222222
ta,14,3,181,3150,3150,0.05746031746031746
ta,14,4,186,3150,3150,0.05904761904761905
ta,14,5,166,3150,3150,0.052698412698412696
ta,14,6,151,3150,3150,0.04793650793650794
ta,14,7,174,3150,3150,0.05523809523809524
ta,14,8,173,3150,3150,0.05492063492063492
ta,14,9,159,3150,3150,0.05047619047619047
ta,14,10,174,3150,3150,0.05523809523809524
ta,14,11,209,3150,3150,0.06634920634920635
ta,14,12,171,3150,3150,0.054285714285714284
ta,14,13,160,3150,3150,0.050793650793650794
ta,14,14,172,3150,3150,0.054603174603174605
ta,14,15,91,2000,3150,0.028888888888888888
ta,14,16,111,2000,3150,0.035238095238095235
ta,14,17,93,2000,3150,0.029523809523809525
ta,14,18,99,2000,3150,0.03142857142857143
ta,14,19,102,2000,3150,0.03238095238095238
ta,15,0,104,2000,3150,0.03301587301587302
ta,15,1,109,2000,3150,0.0346031746031746
ta,15,2,97,2000,3150,0.030793650793650793
ta,15,3,107,2000,3150,0.03396825396825397
ta,15,4,111,2000,3150,0.035238095238095235
ta,15,5,92,2000,3150,0.029206349206349208
ta,15,6,104,2000,3150,0.03301587301587302
ta,15,7,96,2000,3150,0.030476190476190476
ta,15,8,93,2000,3150,0.029523809523809525
ta,15,9,85,2000,3150,0.026984126984126985
ta,15,10,100,2000,3150,0.031746031746031744
ta,15,11,106,2000,3150,0.03365079365079365
ta,15,12,105,2000,3150,0.03333333333333333
ta,15,13,101,2000,3150,0.032063492063492065
ta,15,14,93,2000,3150,0.029523809523809525
ta,15,15,119,2000,3150,0.03777777777777778
ta,15,16,88,2000,3150,0.027936507936507936
ta,15,17,80,2000,3150,0.025396825396825397
ta,15,18,100,2000,3150,0.031746031746031744
ta,15,19,110,2000,3150,0.03492063492063492
ta,16,0,121,2000,3150,0.03841269841269841
ta,16,1,98,2000,3150,0.03111111111111111
ta,16,2,99,2000,3150,0.03142857142857143
ta,16,3,107,2000,3150,0.03396825396825397
ta,16,4,96,2000,3150,0.030476190476190476
ta,16,5,105,2000,3150,0.03333333333333333
ta,16,6,95,2000,3150,0.03015873015873016
ta,16,7,90,2000,3150,0.02857142857142857
ta,16,8,85,2000,3150,0.026984126984126985
ta,16,9,102,2000,3150,0.03238095238095238
ta,16,10,92,2000,3150,0.029206349206349208
ta,16,11,99,2000,3150,0.03142857142857143
ta,16,12,86,2000,3150,0.027301587301587302
ta,16,13,108,2000,3150,0.03428571428571429
ta,16,14,97,2000,3150,0.030793650793650793
ta,16,15,113,2000,3150,0.035873015873015876
ta,16,16,110,2000,3150,0.03492063492063492
ta,16,17,101,2000,3150,0.032063492063492065
ta,16,18,93,2000,3150,0.029523809523809525
ta,16,19,103,2000,3150,0.0326984126984127
ta,17,0,95,2000,3150,0.03015873015873016
ta,17,1,101,2000,3150,0.032063492063492065
ta,17,2,94,2000,3150,0.029841269841269842
ta,17,3,102,2000,3150,0.03238095238095238
ta,17,4,105,2000,3150,0.03333333333333333
ta,17,5,99,2000,3150,0.03142857142857143
ta,17,6,124,2000,3150,0.03936507936507937
ta,17,7,103,2000,3150,0.0326984126984127
ta,17,8,116,2000,3150,0.036825396825396824
ta,17,9,90,2000,3150,0.02857142857142857
ta,17,10,84,2000,3150,0.02666666666666667
ta,17,11,121,2000,3150,0.03841269841269841
ta,17,12,108,2000,3150,0.03428571428571429
ta,17,13,86,2000,3150,0.027301587301587302
ta,17,14,106,2000,3150,0.03365079365079365
ta,17,15,81,2000,3150,0.025714285714285714
ta,17,16,91,2000,3150,0.028888888888888888
ta,17,17,111,2000,3150,0.035238095238095235
ta,17,18,91,2000,3150,0.028888888888888888
ta,17,19,92,2000,3150,0.029206349206349208
ta,18,0,98,2000,3150,0.03111111111111111
ta,18,1,111,2000,3150,0.035238095238095235
ta,18,2,101,2000,3150,0.032063492063492065
ta,18,3,91,2000,3150,0.028888888888888888
ta,18,4,87,2000,3150,0.02761904761904762
ta,18,5,86,2000,3150,0.027301587301587302
ta,18,6,95,2000,3150,0.03015873015873016
ta,18,7,104,2000,3150,0.03301587301587302
ta,18,8,95,2000,3150,0.03015873015873016
ta,18,9,112,2000,3150,0.035555555555555556
ta,18,10,98,2000,3150,0.03111111111111111
ta,18,11,93,2000,3150,0.029523809523809525
ta,18,12,91,2000,3150,0.028888888888888888
ta,18,13,102,2000,3150,0.03238095238095238
ta,18,14,95,2000,3150,0.03015873015873016
ta,18,15,114,2000,3150,0.03619047619047619
ta,18,16,114,2000,3150,0.03619047619047619
ta,18,17,95,2000,3150,0.03015873015873016
ta,18,18,106,2000,3150,0.03365079365079365
ta,18,19,112,2000,3150,0.035555555555555556
ta,19,0,92,2000,3150,0.029206349206349208
ta,19,1,98,2000,3150,0.03111111111111111
ta,19,2,97,2000,3150,0.030793650793650793
ta,19,3,105,2000,3150,0.03333333333333333
ta,19,4,101,2000,3150,0.032063492063492065
ta,19,5,111,2000,3150,0.035238095238095235
ta,19,6,114,2000,3150,0.03619047619047619
ta,19,7,89,2000,3150,0.028253968253968254
ta,19,8,105,2000,3150,0.03333333333333333
ta,19,9,91,2000,3150,0.028888888888888888
ta,19,10,97,2000,3150,0.030793650793650793
ta,19,11,88,2000,3150,0.027936507936507936
ta,19,12,104,2000,3150,0.03301587301587302
ta,19,13,108,2000,3150,0.03428571428571429
ta,19,14,97,2000,3150,0.030793650793650793
ta,19,15,101,2000,3150,0.032063492063492065
ta,19,16,100,2000,3150,0.031746031746031744
ta,19,17,101,2000,3150,0.032063492063492065
ta,19,18,112,2000,3150,0.035555555555555556
ta,19,19,89,2000,3150,0.028253968253968254
yn,0,0,4,80,80,0.05
yn,0,1,3,80,80,0.0375
yn,0,2,1,80,80,0.0125
yn,0,3,2,80,80,0.025
yn,0,4,8,80,80,0.1
yn,0,5,5,80,80,0.0625
yn,0,6,2,80,80,0.025
yn,0,7,5,80,80,0.0625
yn,0,8,2,80,80,0.025
yn,0,9,8,80,80,0.1
yn,0,10,2,80,80,0.025
yn,0,11,2,80,80,0.025
yn,0,12,2,80,80,0.025
yn,0,13,6,80,80,0.075
yn,0,14,3,80,80,0.0375
yn,0,15,1,80,80,0.0125
yn,0,16,8,80,80,0.1
yn,0,17,7,80,80,0.0875
yn,0,18,6,80,80,0.075
yn,0,19,3,80,80,0.0375
yn,1,0,2,80,80,0.025
yn,1,1,9,80,80,0.1125
yn,1,2,6,80,80,0.075
yn,1,3,5,80,80,0.0625
yn,1,4,3,80,80,0.0375
yn,1,5,6,80,80,0.075
yn,1,6,10,80,80,0.125
yn,1,7,4,80,80,0.05
yn,1,8,2,80,80,0.025
yn,1,9,2,80,80,0.025
yn,1,10,5,80,80,0.0625
yn,1,11,3,80,80,0.0375
yn,1,12,3,80,80,0.0375
yn,1,13,3,80,80,0.0375
yn,1,14,0,80,80,0.0
yn,1,15,2,80,80,0.025
yn,1,16,5,80,80,0.0625
yn,1,17,6,80,80,0.075
yn,1,18,1,80,80,0.0125
yn,1,19,3,80,80,0.0375
yn,2,0,3,80,80,0.0375
yn,2,1,4,80,80,0.05
yn,2,2,4,80,80,0.05
yn,2,3,5,80,80,0.0625
yn,2,4,5,80,80,0.0625
yn,2,5,5,80,80,0.0625
yn,2,6,2,80,80,0.025
yn,2,7,5,80,80,0.0625
yn,2,8,6,80,80,0.075
yn,2,9,2,80,80,0.025
yn,2,10,1,80,80,0.0125
yn,2,11,6,80,80,0.075
yn,2,12,4,80,80,0.05
yn,2,13,4,80,80,0.05
yn,2,14,5,80,80,0.0625
yn,2,15,6,80,80,0.075
yn,2,16,4,80,80,0.05
yn,2,17,6,80,80,0.075
yn,2,18,2,80,80,0.025
yn,2,19,1,80,80,0.0125
yn,3,0,5,80,80,0.0625
yn,3,1,1,80,80,0.0125
yn,3,2,6,80,80,0.075
yn,3,3,2,80,80,0.025
yn,3,4,2,80,80,0.025
yn,3,5,6,80,80,0.075
yn,3,6,9,80,80,0.1125
yn,3,7,7,80,80,0.0875
yn,3,8,3,80,80,0.0375
yn,3,9,4,80,80,0.05
yn,3,10,3,80,80,0.0375
yn,3,11,1,80,80,0.0125
yn,3,12,2,80,80,0.025
yn,3,13,3,80,80,0.0375
yn,3,14,2,80,80,0.025
yn,3,15,7,80,80,0.0875
yn,3,16,8,80,80,0.1
yn,3,17,5,80,80,0.0625
yn,3,18,4,80,80,0.05
yn,3,19,0,80,80,0.0
yn,4,0,10,80,80,0.125
yn,4,1,5,80,80,0.0625
yn,4,2,5,80,80,0.0625
yn,4,3,4,80,80,0.05
