family_size,family,size,machine_a,machine_b,count_a_before_b,count_b_before_a,total_comparisons,p_a_before_b,bias_from_0_5,dominant_direction,dominant_probability
la_15x10,la,15x10,2,7,47,28,75,0.6266666666666667,0.1266666666666667,2->7,0.6266666666666667
la_15x10,la,15x10,2,8,41,34,75,0.5466666666666666,0.046666666666666634,2->8,0.5466666666666666
la_15x10,la,15x10,2,9,49,26,75,0.6533333333333333,0.15333333333333332,2->9,0.6533333333333333
la_15x10,la,15x10,3,4,34,41,75,0.4533333333333333,0.04666666666666669,4->3,0.5466666666666666
la_15x10,la,15x10,3,5,33,42,75,0.44,0.06,5->3,0.56
la_15x10,la,15x10,3,6,40,35,75,0.5333333333333333,0.033333333333333326,3->6,0.5333333333333333
la_15x10,la,15x10,3,7,40,35,75,0.5333333333333333,0.033333333333333326,3->7,0.5333333333333333
la_15x10,la,15x10,3,8,36,39,75,0.48,0.020000000000000018,8->3,0.52
la_15x10,la,15x10,3,9,46,29,75,0.6133333333333333,0.11333333333333329,3->9,0.6133333333333333
la_15x10,la,15x10,4,5,40,35,75,0.5333333333333333,0.033333333333333326,4->5,0.5333333333333333
la_15x10,la,15x10,4,6,42,33,75,0.56,0.06000000000000005,4->6,0.56
la_15x10,la,15x10,4,7,44,31,75,0.5866666666666667,0.08666666666666667,4->7,0.5866666666666667
la_15x10,la,15x10,4,8,39,36,75,0.52,0.020000000000000018,4->8,0.52
la_15x10,la,15x10,4,9,44,31,75,0.5866666666666667,0.08666666666666667,4->9,0.5866666666666667
la_15x10,la,15x10,5,6,36,39,75,0.48,0.020000000000000018,6->5,0.52
la_15x10,la,15x10,5,7,38,37,75,0.5066666666666667,0.00666666666666671,5->7,0.5066666666666667
la_15x10,la,15x10,5,8,36,39,75,0.48,0.020000000000000018,8->5,0.52
la_15x10,la,15x10,5,9,45,30,75,0.6,0.09999999999999998,5->9,0.6
la_15x10,la,15x10,6,7,43,32,75,0.5733333333333334,0.07333333333333336,6->7,0.5733333333333334
la_15x10,la,15x10,6,8,35,40,75,0.4666666666666667,0.033333333333333326,8->6,0.5333333333333333
la_15x10,la,15x10,6,9,39,36,75,0.52,0.020000000000000018,6->9,0.52
la_15x10,la,15x10,7,8,35,40,75,0.4666666666666667,0.033333333333333326,8->7,0.5333333333333333
la_15x10,la,15x10,7,9,38,37,75,0.5066666666666667,0.00666666666666671,7->9,0.5066666666666667
la_15x10,la,15x10,8,9,40,35,75,0.5333333333333333,0.033333333333333326,8->9,0.5333333333333333
la_15x15,la,15x15,0,1,38,37,75,0.5066666666666667,0.00666666666666671,0->1,0.5066666666666667
la_15x15,la,15x15,0,2,37,38,75,0.49333333333333335,0.006666666666666654,2->0,0.5066666666666666
la_15x15,la,15x15,0,3,33,42,75,0.44,0.06,3->0,0.56
la_15x15,la,15x15,0,4,31,44,75,0.41333333333333333,0.08666666666666667,4->0,0.5866666666666667
la_15x15,la,15x15,0,5,32,43,75,0.4266666666666667,0.0733333333333333,5->0,0.5733333333333333
la_15x15,la,15x15,0,6,38,37,75,0.5066666666666667,0.00666666666666671,0->6,0.5066666666666667
la_15x15,la,15x15,0,7,38,37,75,0.5066666666666667,0.00666666666666671,0->7,0.5066666666666667
la_15x15,la,15x15,0,8,40,35,75,0.5333333333333333,0.033333333333333326,0->8,0.5333333333333333
la_15x15,la,15x15,0,9,37,38,75,0.49333333333333335,0.006666666666666654,9->0,0.5066666666666666
la_15x15,la,15x15,0,10,36,39,75,0.48,0.020000000000000018,10->0,0.52
la_15x15,la,15x15,0,11,35,40,75,0.4666666666666667,0.033333333333333326,11->0,0.5333333333333333
la_15x15,la,15x15,0,12,38,37,75,0.5066666666666667,0.00666666666666671,0->12,0.5066666666666667
la_15x15,la,15x15,0,13,39,36,75,0.52,0.020000000000000018,0->13,0.52
la_15x15,la,15x15,0,14,38,37,75,0.5066666666666667,0.00666666666666671,0->14,0.5066666666666667
la_15x15,la,15x15,1,2,42,33,75,0.56,0.06000000000000005,1->2,0.56
la_15x15,la,15x15,1,3,32,43,75,0.4266666666666667,0.0733333333333333,3->1,0.5733333333333333
la_15x15,la,15x15,1,4,32,43,75,0.4266666666666667,0.0733333333333333,4->1,0.5733333333333333
la_15x15,la,15x15,1,5,37,38,75,0.49333333333333335,0.006666666666666654,5->1,0.5066666666666666
la_15x15,la,15x15,1,6,34,41,75,0.4533333333333333,0.04666666666666669,6->1,0.5466666666666666
la_15x15,la,15x15,1,7,39,36,75,0.52,0.020000000000000018,1->7,0.52
la_15x15,la,15x15,1,8,41,34,75,0.5466666666666666,0.046666666666666634,1->8,0.5466666666666666
la_15x15,la,15x15,1,9,34,41,75,0.4533333333333333,0.04666666666666669,9->1,0.5466666666666666
la_15x15,la,15x15,1,10,33,42,75,0.44,0.06,10->1,0.56
la_15x15,la,15x15,1,11,34,41,75,0.4533333333333333,0.04666666666666669,11->1,0.5466666666666666
la_15x15,la,15x15,1,12,36,39,75,0.48,0.020000000000000018,12->1,0.52
la_15x15,la,15x15,1,13,38,37,75,0.5066666666666667,0.00666666666666671,1->13,0.5066666666666667
la_15x15,la,15x15,1,14,38,37,75,0.5066666666666667,0.00666666666666671,1->14,0.5066666666666667
la_15x15,la,15x15,2,3,32,43,75,0.4266666666666667,0.0733333333333333,3->2,0.5733333333333333
la_15x15,la,15x15,2,4,30,45,75,0.4,0.09999999999999998,4->2,0.6
la_15x15,la,15x15,2,5,24,51,75,0.32,0.18,5->2,0.6799999999999999
la_15x15,la,15x15,2,6,31,44,75,0.41333333333333333,0.08666666666666667,6->2,0.5866666666666667
la_15x15,la,15x15,2,7,35,40,75,0.4666666666666667,0.033333333333333326,7->2,0.5333333333333333
la_15x15,la,15x15,2,8,34,41,75,0.4533333333333333,0.04666666666666669,8->2,0.5466666666666666
la_15x15,la,15x15,2,9,32,43,75,0.4266666666666667,0.0733333333333333,9->2,0.5733333333333333
la_15x15,la,15x15,2,10,30,45,75,0.4,0.09999999999999998,10->2,0.6
la_15x15,la,15x15,2,11,27,48,75,0.36,0.14,11->2,0.64
la_15x15,la,15x15,2,12,36,39,75,0.48,0.020000000000000018,12->2,0.52
la_15x15,la,15x15,2,13,38,37,75,0.5066666666666667,0.00666666666666671,2->13,0.5066666666666667
la_15x15,la,15x15,2,14,39,36,75,0.52,0.020000000000000018,2->14,0.52
la_15x15,la,15x15,3,4,33,42,75,0.44,0.06,4->3,0.56
la_15x15,la,15x15,3,5,41,34,75,0.5466666666666666,0.046666666666666634,3->5,0.5466666666666666
la_15x15,la,15x15,3,6,35,40,75,0.4666666666666667,0.033333333333333326,6->3,0.5333333333333333
la_15x15,la,15x15,3,7,44,31,75,0.5866666666666667,0.08666666666666667,3->7,0.5866666666666667
la_15x15,la,15x15,3,8,48,27,75,0.64,0.14,3->8,0.64
la_15x15,la,15x15,3,9,38,37,75,0.5066666666666667,0.00666666666666671,3->9,0.5066666666666667
la_15x15,la,15x15,3,10,41,34,75,0.5466666666666666,0.046666666666666634,3->10,0.5466666666666666
la_15x15,la,15x15,3,11,39,36,75,0.52,0.020000000000000018,3->11,0.52
la_15x15,la,15x15,3,12,45,30,75,0.6,0.09999999999999998,3->12,0.6
la_15x15,la,15x15,3,13,46,29,75,0.6133333333333333,0.11333333333333329,3->13,0.6133333333333333
la_15x15,la,15x15,3,14,42,33,75,0.56,0.06000000000000005,3->14,0.56
la_15x15,la,15x15,4,5,37,38,75,0.49333333333333335,0.006666666666666654,5->4,0.5066666666666666
la_15x15,la,15x15,4,6,38,37,75,0.5066666666666667,0.00666666666666671,4->6,0.5066666666666667
la_15x15,la,15x15,4,7,41,34,75,0.5466666666666666,0.046666666666666634,4->7,0.5466666666666666
la_15x15,la,15x15,4,8,50,25,75,0.6666666666666666,0.16666666666666663,4->8,0.6666666666666666
la_15x15,la,15x15,4,9,44,31,75,0.5866666666666667,0.08666666666666667,4->9,0.5866666666666667
la_15x15,la,15x15,4,10,42,33,75,0.56,0.06000000000000005,4->10,0.56
la_15x15,la,15x15,4,11,43,32,75,0.5733333333333334,0.07333333333333336,4->11,0.5733333333333334
la_15x15,la,15x15,4,12,51,24,75,0.68,0.18000000000000005,4->12,0.68
la_15x15,la,15x15,4,13,45,30,75,0.6,0.09999999999999998,4->13,0.6
la_15x15,la,15x15,4,14,46,29,75,0.6133333333333333,0.11333333333333329,4->14,0.6133333333333333
la_15x15,la,15x15,5,6,39,36,75,0.52,0.020000000000000018,5->6,0.52
la_15x15,la,15x15,5,7,44,31,75,0.5866666666666667,0.08666666666666667,5->7,0.5866666666666667
la_15x15,la,15x15,5,8,43,32,75,0.5733333333333334,0.07333333333333336,5->8,0.5733333333333334
la_15x15,la,15x15,5,9,39,36,75,0.52,0.020000000000000018,5->9,0.52
la_15x15,la,15x15,5,10,41,34,75,0.5466666666666666,0.046666666666666634,5->10,0.5466666666666666
la_15x15,la,15x15,5,11,44,31,75,0.5866666666666667,0.08666666666666667,5->11,0.5866666666666667
la_15x15,la,15x15,5,12,43,32,75,0.5733333333333334,0.07333333333333336,5->12,0.5733333333333334
la_15x15,la,15x15,5,13,47,28,75,0.6266666666666667,0.1266666666666667,5->13,0.6266666666666667
la_15x15,la,15x15,5,14,44,31,75,0.5866666666666667,0.08666666666666667,5->14,0.5866666666666667
la_15x15,la,15x15,6,7,42,33,75,0.56,0.06000000000000005,6->7,0.56
la_15x15,la,15x15,6,8,43,32,75,0.5733333333333334,0.07333333333333336,6->8,0.5733333333333334
la_15x15,la,15x15,6,9,37,38,75,0.49333333333333335,0.006666666666666654,9->6,0.5066666666666666
la_15x15,la,15x15,6,10,42,33,75,0.56,0.06000000000000005,6->10,0.56
la_15x15,la,15x15,6,11,44,31,75,0.5866666666666667,0.08666666666666667,6->11,0.5866666666666667
la_15x15,la,15x15,6,12,39,36,75,0.52,0.020000000000000018,6->12,0.52
la_15x15,la,15x15,6,13,44,31,75,0.5866666666666667,0.08666666666666667,6->13,0.5866666666666667
la_15x15,la,15x15,6,14,46,29,75,0.6133333333333333,0.11333333333333329,6->14,0.6133333333333333
la_15x15,la,15x15,7,8,36,39,75,0.48,0.020000000000000018,8->7,0.52
la_15x15,la,15x15,7,9,32,43,75,0.4266666666666667,0.0733333333333333,9->7,0.5733333333333333
la_15x15,la,15x15,7,10,37,38,75,0.49333333333333335,0.006666666666666654,10->7,0.5066666666666666
la_15x15,la,15x15,7,11,36,39,75,0.48,0.020000000000000018,11->7,0.52
la_15x15,la,15x15,7,12,42,33,75,0.56,0.06000000000000005,7->12,0.56
la_15x15,la,15x15,7,13,42,33,75,0.56,0.06000000000000005,7->13,0.56
la_15x15,la,15x15,7,14,42,33,75,0.56,0.06000000000000005,7->14,0.56
la_15x15,la,15x15,8,9,30,45,75,0.4,0.09999999999999998,9->8,0.6
la_15x15,la,15x15,8,10,30,45,75,0.4,0.09999999999999998,10->8,0.6
la_15x15,la,15x15,8,11,39,36,75,0.52,0.020000000000000018,8->11,0.52
la_15x15,la,15x15,8,12,33,42,75,0.44,0.06,12->8,0.56
la_15x15,la,15x15,8,13,36,39,75,0.48,0.020000000000000018,13->8,0.52
la_15x15,la,15x15,8,14,33,42,75,0.44,0.06,14->8,0.56
la_15x15,la,15x15,9,10,40,35,75,0.5333333333333333,0.033333333333333326,9->10,0.5333333333333333
la_15x15,la,15x15,9,11,39,36,75,0.52,0.020000000000000018,9->11,0.52
la_15x15,la,15x15,9,12,40,35,75,0.5333333333333333,0.033333333333333326,9->12,0.5333333333333333
la_15x15,la,15x15,9,13,43,32,75,0.5733333333333334,0.07333333333333336,9->13,0.5733333333333334
la_15x15,la,15x15,9,14,43,32,75,0.5733333333333334,0.07333333333333336,9->14,0.5733333333333334
la_15x15,la,15x15,10,11,39,36,75,0.52,0.020000000000000018,10->11,0.52
la_15x15,la,15x15,10,12,45,30,75,0.6,0.09999999999999998,10->12,0.6
la_15x15,la,15x15,10,13,43,32,75,0.5733333333333334,0.07333333333333336,10->13,0.5733333333333334
la_15x15,la,15x15,10,14,35,40,75,0.4666666666666667,0.033333333333333326,14->10,0.5333333333333333
la_15x15,la,15x15,11,12,35,40,75,0.4666666666666667,0.033333333333333326,12->11,0.5333333333333333
la_15x15,la,15x15,11,13,37,38,75,0.49333333333333335,0.006666666666666654,13->11,0.5066666666666666
la_15x15,la,15x15,11,14,43,32,75,0.5733333333333334,0.07333333333333336,11->14,0.5733333333333334
la_15x15,la,15x15,12,13,38,37,75,0.5066666666666667,0.00666666666666671,12->13,0.5066666666666667
la_15x15,la,15x15,12,14,37,38,75,0.49333333333333335,0.006666666666666654,14->12,0.5066666666666666
la_15x15,la,15x15,13,14,35,40,75,0.4666666666666667,0.033333333333333326,14->13,0.5333333333333333
la_15x5,la,15x5,0,1,43,32,75,0.5733333333333334,0.07333333333333336,0->1,0.5733333333333334
la_15x5,la,15x5,0,2,36,39,75,0.48,0.020000000000000018,2->0,0.52
la_15x5,la,15x5,0,3,41,34,75,0.5466666666666666,0.046666666666666634,0->3,0.5466666666666666
la_15x5,la,15x5,0,4,41,34,75,0.5466666666666666,0.046666666666666634,0->4,0.5466666666666666
la_15x5,la,15x5,1,2,38,37,75,0.5066666666666667,0.00666666666666671,1->2,0.5066666666666667
la_15x5,la,15x5,1,3,34,41,75,0.4533333333333333,0.04666666666666669,3->1,0.5466666666666666
la_15x5,la,15x5,1,4,37,38,75,0.49333333333333335,0.006666666666666654,4->1,0.5066666666666666
la_15x5,la,15x5,2,3,36,39,75,0.48,0.020000000000000018,3->2,0.52
la_15x5,la,15x5,2,4,38,37,75,0.5066666666666667,0.00666666666666671,2->4,0.5066666666666667
la_15x5,la,15x5,3,4,34,41,75,0.4533333333333333,0.04666666666666669,4->3,0.5466666666666666
la_20x10,la,20x10,0,1,46,54,100,0.46,0.03999999999999998,1->0,0.54
la_20x10,la,20x10,0,2,47,53,100,0.47,0.030000000000000027,2->0,0.53
la_20x10,la,20x10,0,3,46,54,100,0.46,0.03999999999999998,3->0,0.54
la_20x10,la,20x10,0,4,39,61,100,0.39,0.10999999999999999,4->0,0.61
la_20x10,la,20x10,0,5,47,53,100,0.47,0.030000000000000027,5->0,0.53
la_20x10,la,20x10,0,6,48,52,100,0.48,0.020000000000000018,6->0,0.52
la_20x10,la,20x10,0,7,47,53,100,0.47,0.030000000000000027,7->0,0.53
la_20x10,la,20x10,0,8,50,50,100,0.5,0.0,0->8,0.5
la_20x10,la,20x10,0,9,54,46,100,0.54,0.040000000000000036,0->9,0.54
la_20x10,la,20x10,1,2,38,62,100,0.38,0.12,2->1,0.62
la_20x10,la,20x10,1,3,42,58,100,0.42,0.08000000000000002,3->1,0.5800000000000001
la_20x10,la,20x10,1,4,40,60,100,0.4,0.09999999999999998,4->1,0.6
la_20x10,la,20x10,1,5,41,59,100,0.41,0.09000000000000002,5->1,0.5900000000000001
la_20x10,la,20x10,1,6,44,56,100,0.44,0.06,6->1,0.56
la_20x10,la,20x10,1,7,50,50,100,0.5,0.0,1->7,0.5
la_20x10,la,20x10,1,8,47,53,100,0.47,0.030000000000000027,8->1,0.53
la_20x10,la,20x10,1,9,52,48,100,0.52,0.020000000000000018,1->9,0.52
la_20x10,la,20x10,2,3,52,48,100,0.52,0.020000000000000018,2->3,0.52
la_20x10,la,20x10,2,4,54,46,100,0.54,0.040000000000000036,2->4,0.54
la_20x10,la,20x10,2,5,53,47,100,0.53,0.030000000000000027,2->5,0.53
la_20x10,la,20x10,2,6,61,39,100,0.61,0.10999999999999999,2->6,0.61
la_20x10,la,20x10,2,7,62,38,100,0.62,0.12,2->7,0.62
la_20x10,la,20x10,2,8,63,37,100,0.63,0.13,2->8,0.63
la_20x10,la,20x10,2,9,72,28,100,0.72,0.21999999999999997,2->9,0.72
la_20x10,la,20x10,3,4,49,51,100,0.49,0.010000000000000009,4->3,0.51
la_20x10,la,20x10,3,5,47,53,100,0.47,0.030000000000000027,5->3,0.53
la_20x10,la,20x10,3,6,56,44,100,0.56,0.06000000000000005,3->6,0.56
la_20x10,la,20x10,3,7,59,41,100,0.59,0.08999999999999997,3->7,0.59
la_20x10,la,20x10,3,8,54,46,100,0.54,0.040000000000000036,3->8,0.54
la_20x10,la,20x10,3,9,65,35,100,0.65,0.15000000000000002,3->9,0.65
la_20x10,la,20x10,4,5,50,50,100,0.5,0.0,4->5,0.5
la_20x10,la,20x10,4,6,58,42,100,0.58,0.07999999999999996,4->6,0.58
la_20x10,la,20x10,4,7,57,43,100,0.57,0.06999999999999995,4->7,0.57
la_20x10,la,20x10,4,8,58,42,100,0.58,0.07999999999999996,4->8,0.58
la_20x10,la,20x10,4,9,65,35,100,0.65,0.15000000000000002,4->9,0.65
la_20x10,la,20x10,5,6,61,39,100,0.61,0.10999999999999999,5->6,0.61
la_20x10,la,20x10,5,7,54,46,100,0.54,0.040000000000000036,5->7,0.54
la_20x10,la,20x10,5,8,53,47,100,0.53,0.030000000000000027,5->8,0.53
la_20x10,la,20x10,5,9,63,37,100,0.63,0.13,5->9,0.63
la_20x10,la,20x10,6,7,54,46,100,0.54,0.040000000000000036,6->7,0.54
la_20x10,la,20x10,6,8,44,56,100,0.44,0.06,8->6,0.56
la_20x10,la,20x10,6,9,57,43,100,0.57,0.06999999999999995,6->9,0.57
la_20x10,la,20x10,7,8,49,51,100,0.49,0.010000000000000009,8->7,0.51
la_20x10,la,20x10,7,9,56,44,100,0.56,0.06000000000000005,7->9,0.56
la_20x10,la,20x10,8,9,59,41,100,0.59,0.08999999999999997,8->9,0.59
la_20x5,la,20x5,0,1,49,51,100,0.49,0.010000000000000009,1->0,0.51
la_20x5,la,20x5,0,2,52,48,100,0.52,0.020000000000000018,0->2,0.52
la_20x5,la,20x5,0,3,59,41,100,0.59,0.08999999999999997,0->3,0.59
la_20x5,la,20x5,0,4,54,46,100,0.54,0.040000000000000036,0->4,0.54
la_20x5,la,20x5,1,2,53,47,100,0.53,0.030000000000000027,1->2,0.53
la_20x5,la,20x5,1,3,54,46,100,0.54,0.040000000000000036,1->3,0.54
la_20x5,la,20x5,1,4,58,42,100,0.58,0.07999999999999996,1->4,0.58
la_20x5,la,20x5,2,3,52,48,100,0.52,0.020000000000000018,2->3,0.52
la_20x5,la,20x5,2,4,52,48,100,0.52,0.020000000000000018,2->4,0.52
la_20x5,la,20x5,3,4,47,53,100,0.47,0.030000000000000027,4->3,0.53
la_30x10,la,30x10,0,1,73,77,150,0.4866666666666667,0.013333333333333308,1->0,0.5133333333333333
la_30x10,la,30x10,0,2,74,76,150,0.49333333333333335,0.006666666666666654,2->0,0.5066666666666666
la_30x10,la,30x10,0,3,72,78,150,0.48,0.020000000000000018,3->0,0.52
la_30x10,la,30x10,0,4,75,75,150,0.5,0.0,0->4,0.5
la_30x10,la,30x10,0,5,85,65,150,0.5666666666666667,0.06666666666666665,0->5,0.5666666666666667
la_30x10,la,30x10,0,6,77,73,150,0.5133333333333333,0.013333333333333308,0->6,0.5133333333333333
la_30x10,la,30x10,0,7,73,77,150,0.4866666666666667,0.013333333333333308,7->0,0.5133333333333333
la_30x10,la,30x10,0,8,85,65,150,0.5666666666666667,0.06666666666666665,0->8,0.5666666666666667
la_30x10,la,30x10,0,9,83,67,150,0.5533333333333333,0.053333333333333344,0->9,0.5533333333333333
la_30x10,la,30x10,1,2,73,77,150,0.4866666666666667,0.013333333333333308,2->1,0.5133333333333333
la_30x10,la,30x10,1,3,71,79,150,0.47333333333333333,0.026666666666666672,3->1,0.5266666666666666
la_30x10,la,30x10,1,4,79,71,150,0.5266666666666666,0.026666666666666616,1->4,0.5266666666666666
la_30x10,la,30x10,1,5,77,73,150,0.5133333333333333,0.013333333333333308,1->5,0.5133333333333333
la_30x10,la,30x10,1,6,81,69,150,0.54,0.040000000000000036,1->6,0.54
la_30x10,la,30x10,1,7,79,71,150,0.5266666666666666,0.026666666666666616,1->7,0.5266666666666666
la_30x10,la,30x10,1,8,78,72,150,0.52,0.020000000000000018,1->8,0.52
la_30x10,la,30x10,1,9,81,69,150,0.54,0.040000000000000036,1->9,0.54
la_30x10,la,30x10,2,3,70,80,150,0.4666666666666667,0.033333333333333326,3->2,0.5333333333333333
la_30x10,la,30x10,2,4,74,76,150,0.49333333333333335,0.006666666666666654,4->2,0.5066666666666666
la_30x10,la,30x10,2,5,81,69,150,0.54,0.040000000000000036,2->5,0.54
la_30x10,la,30x10,2,6,83,67,150,0.5533333333333333,0.053333333333333344,2->6,0.5533333333333333
la_30x10,la,30x10,2,7,78,72,150,0.52,0.020000000000000018,2->7,0.52
la_30x10,la,30x10,2,8,82,68,150,0.5466666666666666,0.046666666666666634,2->8,0.5466666666666666
la_30x10,la,30x10,2,9,87,63,150,0.58,0.07999999999999996,2->9,0.58
la_30x10,la,30x10,3,4,82,68,150,0.5466666666666666,0.046666666666666634,3->4,0.5466666666666666
la_30x10,la,30x10,3,5,80,70,150,0.5333333333333333,0.033333333333333326,3->5,0.5333333333333333
la_30x10,la,30x10,3,6,81,69,150,0.54,0.040000000000000036,3->6,0.54
la_30x10,la,30x10,3,7,77,73,150,0.5133333333333333,0.013333333333333308,3->7,0.5133333333333333
la_30x10,la,30x10,3,8,80,70,150,0.5333333333333333,0.033333333333333326,3->8,0.5333333333333333
la_30x10,la,30x10,3,9,86,64,150,0.5733333333333334,0.07333333333333336,3->9,0.5733333333333334
la_30x10,la,30x10,4,5,80,70,150,0.5333333333333333,0.033333333333333326,4->5,0.5333333333333333
la_30x10,la,30x10,4,6,83,67,150,0.5533333333333333,0.053333333333333344,4->6,0.5533333333333333
la_30x10,la,30x10,4,7,80,70,150,0.5333333333333333,0.033333333333333326,4->7,0.5333333333333333
la_30x10,la,30x10,4,8,76,74,150,0.5066666666666667,0.00666666666666671,4->8,0.5066666666666667
la_30x10,la,30x10,4,9,76,74,150,0.5066666666666667,0.00666666666666671,4->9,0.5066666666666667
la_30x10,la,30x10,5,6,73,77,150,0.4866666666666667,0.013333333333333308,6->5,0.5133333333333333
la_30x10,la,30x10,5,7,67,83,150,0.44666666666666666,0.053333333333333344,7->5,0.5533333333333333
la_30x10,la,30x10,5,8,66,84,150,0.44,0.06,8->5,0.56
la_30x10,la,30x10,5,9,73,77,150,0.4866666666666667,0.013333333333333308,9->5,0.5133333333333333
la_30x10,la,30x10,6,7,78,72,150,0.52,0.020000000000000018,6->7,0.52
la_30x10,la,30x10,6,8,79,71,150,0.5266666666666666,0.026666666666666616,6->8,0.5266666666666666
la_30x10,la,30x10,6,9,74,76,150,0.49333333333333335,0.006666666666666654,9->6,0.5066666666666666
la_30x10,la,30x10,7,8,79,71,150,0.5266666666666666,0.026666666666666616,7->8,0.5266666666666666
la_30x10,la,30x10,7,9,81,69,150,0.54,0.040000000000000036,7->9,0.54
la_30x10,la,30x10,8,9,78,72,150,0.52,0.020000000000000018,8->9,0.52
orb_10x10,orb,10x10,0,1,70,30,100,0.7,0.19999999999999996,0->1,0.7
orb_10x10,orb,10x10,0,2,68,32,100,0.68,0.18000000000000005,0->2,0.68
orb_10x10,orb,10x10,0,3,80,20,100,0.8,0.30000000000000004,0->3,0.8
orb_10x10,orb,10x10,0,4,74,26,100,0.74,0.24,0->4,0.74
orb_10x10,orb,10x10,0,5,82,18,100,0.82,0.31999999999999995,0->5,0.82
orb_10x10,orb,10x10,0,6,84,16,100,0.84,0.33999999999999997,0->6,0.84
orb_10x10,orb,10x10,0,7,84,16,100,0.84,0.33999999999999997,0->7,0.84
orb_10x10,orb,10x10,0,8,80,20,100,0.8,0.30000000000000004,0->8,0.8
orb_10x10,orb,10x10,0,9,80,20,100,0.8,0.30000000000000004,0->9,0.8
orb_10x10,orb,10x10,1,2,44,56,100,0.44,0.06,2->1,0.56
orb_10x10,orb,10x10,1,3,50,50,100,0.5,0.0,1->3,0.5
orb_10x10,orb,10x10,1,4,56,44,100,0.56,0.06000000000000005,1->4,0.56
orb_10x10,orb,10x10,1,5,74,26,100,0.74,0.24,1->5,0.74
orb_10x10,orb,10x10,1,6,64,36,100,0.64,0.14,1->6,0.64
orb_10x10,orb,10x10,1,7,70,30,100,0.7,0.19999999999999996,1->7,0.7
orb_10x10,orb,10x10,1,8,68,32,100,0.68,0.18000000000000005,1->8,0.68
orb_10x10,orb,10x10,1,9,66,34,100,0.66,0.16000000000000003,1->9,0.66
orb_10x10,orb,10x10,2,3,52,48,100,0.52,0.020000000000000018,2->3,0.52
orb_10x10,orb,10x10,2,4,62,38,100,0.62,0.12,2->4,0.62
orb_10x10,orb,10x10,2,5,64,36,100,0.64,0.14,2->5,0.64
orb_10x10,orb,10x10,2,6,68,32,100,0.68,0.18000000000000005,2->6,0.68
orb_10x10,orb,10x10,2,7,70,30,100,0.7,0.19999999999999996,2->7,0.7
orb_10x10,orb,10x10,2,8,66,34,100,0.66,0.16000000000000003,2->8,0.66
orb_10x10,orb,10x10,2,9,68,32,100,0.68,0.18000000000000005,2->9,0.68
orb_10x10,orb,10x10,3,4,56,44,100,0.56,0.06000000000000005,3->4,0.56
orb_10x10,orb,10x10,3,5,68,32,100,0.68,0.18000000000000005,3->5,0.68
orb_10x10,orb,10x10,3,6,68,32,100,0.68,0.18000000000000005,3->6,0.68
orb_10x10,orb,10x10,3,7,74,26,100,0.74,0.24,3->7,0.74
orb_10x10,orb,10x10,3,8,66,34,100,0.66,0.16000000000000003,3->8,0.66
orb_10x10,orb,10x10,3,9,68,32,100,0.68,0.18000000000000005,3->9,0.68
orb_10x10,orb,10x10,4,5,72,28,100,0.72,0.21999999999999997,4->5,0.72
orb_10x10,orb,10x10,4,6,70,30,100,0.7,0.19999999999999996,4->6,0.7
orb_10x10,orb,10x10,4,7,68,32,100,0.68,0.18000000000000005,4->7,0.68
orb_10x10,orb,10x10,4,8,62,38,100,0.62,0.12,4->8,0.62
orb_10x10,orb,10x10,4,9,70,30,100,0.7,0.19999999999999996,4->9,0.7
orb_10x10,orb,10x10,5,6,52,48,100,0.52,0.020000000000000018,5->6,0.52
orb_10x10,orb,10x10,5,7,54,46,100,0.54,0.040000000000000036,5->7,0.54
orb_10x10,orb,10x10,5,8,60,40,100,0.6,0.09999999999999998,5->8,0.6
orb_10x10,orb,10x10,5,9,58,42,100,0.58,0.07999999999999996,5->9,0.58
orb_10x10,orb,10x10,6,7,58,42,100,0.58,0.07999999999999996,6->7,0.58
orb_10x10,orb,10x10,6,8,54,46,100,0.54,0.040000000000000036,6->8,0.54
orb_10x10,orb,10x10,6,9,56,44,100,0.56,0.06000000000000005,6->9,0.56
orb_10x10,orb,10x10,7,8,48,52,100,0.48,0.020000000000000018,8->7,0.52
orb_10x10,orb,10x10,7,9,52,48,100,0.52,0.020000000000000018,7->9,0.52
orb_10x10,orb,10x10,8,9,52,48,100,0.52,0.020000000000000018,8->9,0.52
swv_20x10,swv,20x10,0,1,46,54,100,0.46,0.03999999999999998,1->0,0.54
swv_20x10,swv,20x10,0,2,46,54,100,0.46,0.03999999999999998,2->0,0.54
swv_20x10,swv,20x10,0,3,48,52,100,0.48,0.020000000000000018,3->0,0.52
swv_20x10,swv,20x10,0,4,41,59,100,0.41,0.09000000000000002,4->0,0.5900000000000001
swv_20x10,swv,20x10,0,5,100,0,100,1.0,0.5,0->5,1.0
swv_20x10,swv,20x10,0,6,100,0,100,1.0,0.5,0->6,1.0
swv_20x10,swv,20x10,0,7,100,0,100,1.0,0.5,0->7,1.0
swv_20x10,swv,20x10,0,8,100,0,100,1.0,0.5,0->8,1.0
swv_20x10,swv,20x10,0,9,100,0,100,1.0,0.5,0->9,1.0
swv_20x10,swv,20x10,1,2,51,49,100,0.51,0.010000000000000009,1->2,0.51
swv_20x10,swv,20x10,1,3,48,52,100,0.48,0.020000000000000018,3->1,0.52
swv_20x10,swv,20x10,1,4,53,47,100,0.53,0.030000000000000027,1->4,0.53
